trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,3,10,30,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,330,30,0.0,0.0,40,False,,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,210,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,110,130,0,30,30.0,1.0,3,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,10,20,120,132,132.0,1.0,4,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,60,75,60,30,30.0,1.0,1,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,60,75,30,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,270,30,30.0,1.0,5,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,20,30,60,2080,1040.0,0.5,83,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,180,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,10,20,90,806,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,110,130,90,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,30,45,60,30,30.0,1.0,1,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,10,20,120,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,3,10,30,30,0.0,0.0,40,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,45,60,240,806,201.5,0.25,131,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,10,20,270,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,240,132,132.0,1.0,1,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,45,60,300,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,45,60,330,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,150,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,30,30,30.0,1.0,1,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,30,45,300,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,20,30,270,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,20,30,150,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,90,110,120,806,806.0,1.0,15,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,20,30,210,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,110,130,120,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,3,10,90,30,0.0,0.0,40,False,,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,20,30,330,572,429.0,0.75,45,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,130,150,240,572,572.0,1.0,1,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,45,60,300,572,286.0,0.5,82,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,90,110,0,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,10,20,120,1129.0,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,130,150,300,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,130,150,90,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,45,60,300,572,286.0,0.5,96,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,20,30,0,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,3,10,150,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,45,60,330,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,75,90,0,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,130,150,210,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,90,110,300,2080,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,10,20,180,30,0.0,0.0,40,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,10,20,210,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,110,130,300,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,10,20,30,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,75,90,270,924,924.0,1.0,3,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,45,60,300,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,130,150,180,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,90,110,60,780,780.0,1.0,11,True,staircase_9corners,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,10,20,180,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,75,90,150,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,110,130,60,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,75,90,0,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,75,90,210,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,3,10,300,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,130,150,0,132,132.0,1.0,2,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,45,60,270,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,90,110,270,56.0,56.0,1.0,1,True,staircase_10corners,Haliade-X 13MW
