trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000045,mc_20260807_0627_high/task_0009,45,Nygaard_TurboGaussian,41.92,3165.5371143503903,3112.9786347602508,1.66,2688.911387266089,15.057
mc_20260807_0627_high_000045,mc_20260807_0627_high/task_0009,45,SuperGaussian,9.55,3215.5307552519325,3211.698941784799,0.119,2823.0883798548048,12.205
mc_20260807_0627_high_000046,mc_20260807_0627_high/task_0009,46,Nygaard_TurboGaussian,17.25,3264.7074763887877,3193.680909178718,2.176,2783.912581815748,14.727
mc_20260807_0627_high_000046,mc_20260807_0627_high/task_0009,46,SuperGaussian,5.67,3318.7886150226677,3313.6872686414076,0.154,2964.68654851696,10.67
mc_20260807_0627_high_000047,mc_20260807_0627_high/task_0009,47,Nygaard_TurboGaussian,22.36,3272.051745569774,3213.72784618529,1.782,2854.816687337691,12.751
mc_20260807_0627_high_000047,mc_20260807_0627_high/task_0009,47,SuperGaussian,5.41,3322.8126380454064,3318.6499016061075,0.125,3027.5599737305547,8.886
mc_20260807_0627_high_000048,mc_20260807_0627_high/task_0009,48,Nygaard_TurboGaussian,18.64,3312.3323643463086,3241.04160722292,2.152,2826.0136152463897,14.682
mc_20260807_0627_high_000048,mc_20260807_0627_high/task_0009,48,SuperGaussian,5.13,3366.6749735600833,3361.5461421388454,0.152,2989.5473883590703,11.202
mc_20260807_0627_high_000049,mc_20260807_0627_high/task_0009,49,Nygaard_TurboGaussian,12.2,3391.9429298410337,3315.991881425386,2.239,2939.8061861848364,13.33
mc_20260807_0627_high_000049,mc_20260807_0627_high/task_0009,49,SuperGaussian,3.22,3449.6304671023486,3444.2455588858356,0.156,3099.4840521847095,10.15
