trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000075,mc_20260807_0627_low/task_0015,75,Nygaard_TurboGaussian,10.03,3245.1678637012305,3185.834955805398,1.828,2824.9257854198886,12.95
mc_20260807_0627_low_000075,mc_20260807_0627_low/task_0015,75,SuperGaussian,2.47,3296.919578124711,3292.6110771755075,0.131,2975.012377885081,9.764
mc_20260807_0627_low_000076,mc_20260807_0627_low/task_0015,76,Nygaard_TurboGaussian,7.6,3387.0903594441215,3313.381609490397,2.176,2984.8600238411855,11.875
mc_20260807_0627_low_000076,mc_20260807_0627_low/task_0015,76,SuperGaussian,2.05,3440.4454017393596,3435.0834843663683,0.156,3155.9751508948066,8.268
mc_20260807_0627_low_000077,mc_20260807_0627_low/task_0015,77,Nygaard_TurboGaussian,8.91,3203.1185690752573,3141.067800735436,1.937,2770.053134964015,13.52
mc_20260807_0627_low_000077,mc_20260807_0627_low/task_0015,77,SuperGaussian,2.73,3257.580498764092,3253.0440136631064,0.139,2921.080251823162,10.33
mc_20260807_0627_low_000078,mc_20260807_0627_low/task_0015,78,Nygaard_TurboGaussian,8.55,3317.9055344178696,3258.447656227788,1.792,2935.725241326419,11.519
mc_20260807_0627_low_000078,mc_20260807_0627_low/task_0015,78,SuperGaussian,2.92,3369.00611623739,3364.6765492011223,0.129,3081.5706762023865,8.532
mc_20260807_0627_low_000079,mc_20260807_0627_low/task_0015,79,Nygaard_TurboGaussian,6.82,3175.5432263854964,3117.8376536580354,1.817,2815.5653520166775,11.336
mc_20260807_0627_low_000079,mc_20260807_0627_low/task_0015,79,SuperGaussian,2.39,3227.23765648448,3223.045756456999,0.13,2964.6027199969903,8.138
