trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Nygaard_TurboGaussian,0,0.0,14.685,14.685,0,8756.480488014386,7850.561512587552,7850.561512587552,10.346
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Nygaard_TurboGaussian,1,14.685,16.934,2.249,1,8756.480488014386,7850.561512587552,7850.106718665218,10.351
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Nygaard_TurboGaussian,2,16.934,25.0,8.066,2,8756.480488014386,7850.561512587552,7849.596627817842,10.357
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,SuperGaussian,0,0.0,14.685,14.685,0,9062.312801405213,8229.626926026962,8229.626926026962,9.188
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,SuperGaussian,1,14.685,16.934,2.249,1,9062.312801405213,8229.626926026962,8229.656238617596,9.188
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,SuperGaussian,2,16.934,25.0,8.066,2,9062.312801405213,8229.626926026962,8228.54140074063,9.2
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Bastankhah_PorteAgel_2014,0,0.0,14.685,14.685,0,9562.01288700629,9010.305723165788,9010.305723165788,5.77
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Bastankhah_PorteAgel_2014,1,14.685,16.934,2.249,1,9562.01288700629,9010.305723165788,9009.631368327857,5.777
mc_v2_20260811_low_000030,mc_v2_20260811_low/task_0006,30,low,Bastankhah_PorteAgel_2014,2,16.934,25.0,8.066,2,9562.01288700629,9010.305723165788,9009.169816896505,5.782
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,0,0.0,1.093,1.093,0,8314.614481081495,7481.1521703775425,7481.1521703775425,10.024
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,1,1.093,3.715,2.622,1,8314.614481081495,7481.1521703775425,7471.851198431486,10.136
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,2,3.715,7.395,3.68,2,8314.614481081495,7481.1521703775425,7462.01109188784,10.254
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,3,7.395,11.526,4.132,3,8314.614481081495,7481.1521703775425,7459.632905555427,10.283
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,4,11.526,18.82,7.294,4,8314.614481081495,7481.1521703775425,7448.242266047482,10.42
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,5,18.82,21.203,2.382,5,8314.614481081495,7481.1521703775425,7443.302389605035,10.479
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Nygaard_TurboGaussian,6,21.203,25.0,3.797,6,8314.614481081495,7481.1521703775425,7439.622354490153,10.524
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,0,0.0,1.093,1.093,0,8615.599249340852,7762.350876366594,7762.350876366594,9.904
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,1,1.093,3.715,2.622,1,8615.599249340852,7762.350876366594,7744.32580399648,10.113
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,2,3.715,7.395,3.68,2,8615.599249340852,7762.350876366594,7732.1789425629795,10.254
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,3,7.395,11.526,4.132,3,8615.599249340852,7762.350876366594,7731.640932156361,10.26
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,4,11.526,18.82,7.294,4,8615.599249340852,7762.350876366594,7717.427818695534,10.425
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,5,18.82,21.203,2.382,5,8615.599249340852,7762.350876366594,7711.1477201616,10.498
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,SuperGaussian,6,21.203,25.0,3.797,6,8615.599249340852,7762.350876366594,7699.371180775647,10.635
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,0,0.0,1.093,1.093,0,9100.181453303621,8534.538651695926,8534.538651695926,6.216
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,1,1.093,3.715,2.622,1,9100.181453303621,8534.538651695926,8526.949608645426,6.299
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,2,3.715,7.395,3.68,2,9100.181453303621,8534.538651695926,8522.376194178643,6.349
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,3,7.395,11.526,4.132,3,9100.181453303621,8534.538651695926,8521.191296181265,6.362
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,4,11.526,18.82,7.294,4,9100.181453303621,8534.538651695926,8512.101122031847,6.462
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,5,18.82,21.203,2.382,5,9100.181453303621,8534.538651695926,8508.71078295171,6.5
mc_v2_20260811_low_000031,mc_v2_20260811_low/task_0006,31,low,Bastankhah_PorteAgel_2014,6,21.203,25.0,3.797,6,9100.181453303621,8534.538651695926,8501.11730232864,6.583
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,0,0.0,2.422,2.422,0,8223.172568888504,7372.378792573885,7372.378792573885,10.346
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,1,2.422,10.48,8.058,1,8223.172568888504,7372.378792573885,7336.553993961678,10.782
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,2,10.48,14.702,4.222,2,8223.172568888504,7372.378792573885,7336.354136253295,10.784
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,3,14.702,21.722,7.02,3,8223.172568888504,7372.378792573885,7332.263762627932,10.834
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,4,21.722,22.118,0.396,4,8223.172568888504,7372.378792573885,7326.526052934652,10.904
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,5,22.118,22.905,0.787,5,8223.172568888504,7372.378792573885,7326.526052934652,10.904
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,Nygaard_TurboGaussian,6,22.905,25.0,2.095,6,8223.172568888504,7372.378792573885,7322.042817289929,10.958
mc_v2_20260811_low_000032,mc_v2_20260811_low/task_0006,32,low,SuperGaussian,0,0.0,2.422,2.422,0,8393.071071446608,7565.936671245838,7565.936671245838,9.855
