eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-700.157877405137,700.157877405137,4.920685456285162,3928.585;1460.711;3613.408;183.465;473.689;2618.229;2331.196;1842.753;1475.795;2739.086;1927.822;3237.881;2279.360;2546.978;2839.562;4356.987;3607.376;1818.084;3855.578;3624.542;239.688;3162.004;3529.550;3240.189;3120.180;2380.122;549.226;4213.648;1774.328;954.585;3156.014;4374.513;1124.702;2953.762;2635.626;3156.261;4124.338;1547.963;1115.990;1770.879;3284.647;3185.910;1786.874;4353.271;1982.197;1644.757;3122.366;362.818;1752.841;3391.876;3364.904;1248.981;833.986;2073.504;1473.147;3232.834;832.071;1456.858;3714.605;2706.106;3895.162;4296.833;3682.398;795.628;2721.006;2094.879;1778.289;3264.288;3634.106;3006.211;612.795;3092.430;258.884;847.728;4069.093;1782.451;652.483;3002.063;719.351;2852.191;1107.102;182.052;4218.379;291.370;2256.937;1501.705;2904.043;3715.480;2657.013;2583.740;514.945;3125.981;899.902;2157.618;161.078;1387.776;3797.334;2457.253;2405.514;1618.428;3643.889;1215.942;552.897;2476.237;1176.292;3410.154;789.388;3446.329;2675.184;183.695;2469.611;2939.806;4128.927;3458.426;3301.894;2187.024;188.023;3594.217;59.944;2420.181;2493.906;496.841;276.215;2528.787;2136.135;1326.257;175.100;2789.134;547.077;51.066;1217.333;1326.800;793.398;294.703;3428.629;1763.293;1081.585;2304.598;1121.937;3748.397;2127.416;2741.860;4281.519;1560.889,988.441;4306.341;2583.127;4319.398;4262.131;3102.457;85.298;2696.454;1098.060;569.517;1611.549;880.411;3372.518;4110.397;116.171;1126.680;1171.271;626.242;4186.597;1089.493;1567.219;215.332;1047.775;3884.429;4243.505;2886.522;1306.189;261.078;3803.521;682.620;1186.012;2412.100;1110.021;3716.584;2209.745;2132.633;3983.138;4027.181;1063.162;82.574;2949.275;1190.479;62.948;427.374;1842.886;530.412;911.192;3278.244;2005.027;499.442;947.424;4093.070;34.737;2824.236;2836.515;2993.106;2543.875;3451.924;3616.128;2846.049;790.414;3195.601;1252.733;3702.497;2508.735;375.178;4008.190;2034.806;4148.776;178.166;472.802;3325.166;183.821;1986.878;3590.778;1844.470;835.820;3711.007;471.884;1267.282;954.663;2042.776;1406.198;4000.014;3456.760;3105.303;615.575;2692.014;3746.578;4064.581;2913.727;1139.510;1217.919;2796.103;3187.387;1344.584;2983.035;2228.571;3649.297;3006.511;4004.445;527.734;3694.826;4172.387;2523.932;18.238;147.454;1814.850;2016.420;2101.668;2998.252;3321.522;3611.453;1523.760;2705.781;1728.616;3191.521;2479.280;2617.026;1706.041;2791.625;3818.287;2867.453;565.814;390.448;2980.852;1564.614;1384.796;3916.236;3801.228;3544.914;1572.222;2819.438;2634.863;1036.386;2594.664;4386.829;230.888;1045.090;1456.342;3524.110;1952.190;275.983;1400.330,init
20,639.5453310012817,19,-793.1782912993242,793.1782912993242,0.0,4394.409;1485.339;4008.612;1.628;209.501;2738.456;1603.429;1313.327;1498.830;2249.107;2160.944;3065.343;2196.389;3206.760;1960.503;4399.618;3679.570;1493.751;4393.671;3643.488;9.574;2838.439;3457.980;3531.227;3627.010;2602.552;5.899;3932.549;1551.528;327.434;2893.233;4399.774;668.238;3200.370;2715.044;2909.669;4397.553;1048.535;883.825;1200.392;3726.507;3477.674;1244.728;4399.585;1782.616;991.396;2594.095;269.476;1410.794;3126.778;2891.481;805.621;951.261;2121.914;944.225;4063.089;567.401;1243.354;4346.041;3138.364;3820.994;4399.084;4359.479;835.779;3072.647;1570.575;2101.717;3432.492;3954.427;2594.128;6.100;3856.538;2.298;350.165;4395.785;1517.365;5.791;3640.235;337.333;2019.742;438.858;1.616;4398.388;4.189;1842.281;1808.805;2498.309;3959.264;3127.912;2800.468;762.084;2962.426;46.907;1669.184;1.430;1227.334;4279.732;1860.188;2450.330;1449.539;3966.764;624.226;353.060;2463.729;936.836;3445.450;563.327;3869.646;2250.699;1.630;2291.031;3256.228;4397.594;3919.885;3511.129;2073.554;326.239;3656.806;0.532;2400.529;2123.666;20.363;350.058;2088.383;1898.264;970.742;1.554;2462.050;444.344;0.453;731.535;574.997;424.933;27.365;3151.961;1111.493;745.551;1969.079;228.463;4364.281;2230.872;2942.871;4398.948;1357.690,610.734;4399.169;2500.138;4399.285;4398.776;3614.122;0.757;2784.088;852.300;16.187;1362.184;342.637;3479.021;4397.430;1.031;887.434;956.534;540.252;4398.106;658.037;1621.043;81.731;1430.152;4032.124;4398.611;3156.153;601.912;2.317;4165.719;290.162;1761.044;2335.705;1480.284;4167.575;2665.418;2367.149;4190.451;4328.575;1181.638;234.953;3139.580;1727.927;0.559;367.697;1754.886;632.436;1141.012;3482.424;2046.161;61.437;656.386;4075.506;0.308;3173.836;2606.269;3277.380;2268.340;3780.762;3670.930;3141.654;358.966;2790.306;1341.393;3526.305;2818.483;266.212;4390.927;2280.068;4397.770;1.581;187.853;3504.304;1.632;2078.109;3403.396;1586.426;393.068;3761.773;58.826;977.375;738.852;1797.993;1971.775;4111.505;3725.011;4018.717;559.197;2821.025;3845.511;4389.583;2875.728;1304.384;1413.636;3049.993;2890.024;1416.054;3032.200;2227.232;3991.538;3525.790;4004.272;448.305;4002.319;4397.980;1859.731;0.162;10.791;2073.268;2477.240;2049.472;3704.220;3511.516;3940.494;1689.285;2731.139;1672.414;3217.734;2439.932;2606.898;2154.567;2852.987;3732.607;2931.549;683.018;476.438;3163.857;862.035;1669.428;4394.214;3263.963;3816.085;1783.528;2656.318;2345.768;853.089;2296.840;4399.883;213.189;1097.233;1587.651;4177.372;2045.208;8.200;1201.744,end
