trial_id,run_id,seed,pd_level,t_start_iso,t_end_iso,t_climate_done_iso,t_layout_done_iso,t_bridge_done_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_total,n_new_farms,n_turbines_total,requested_mw,delivered_mw,delivered_pct,climate_scale,climate_extreme_modes,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
20260807_033623_000000,20260807_033623,0,high,2026-08-07T03:36:23.464,2026-08-07T03:37:05.170,2026-08-07T03:36:23.468,2026-08-07T03:36:29.346,2026-08-07T03:36:29.354,0.0,5.88,0.01,35.82,41.71,20,7,1172,23616.0,3022.5,12.8,1.0,,9.167,7,0.1588
20260807_033623_000001,20260807_033623,1,high,2026-08-07T03:37:05.173,2026-08-07T03:37:35.576,2026-08-07T03:37:05.175,2026-08-07T03:37:11.846,2026-08-07T03:37:11.847,0.0,6.67,0.0,23.73,30.4,21,8,953,23616.0,2768.8,11.72,1.0,,9.389,7,0.1549
20260807_033623_000002,20260807_033623,2,high,2026-08-07T03:37:35.578,2026-08-07T03:38:45.285,2026-08-07T03:37:35.580,2026-08-07T03:37:41.095,2026-08-07T03:37:41.095,0.0,5.52,0.0,64.19,69.71,22,9,1610,23616.0,6851.8,29.01,1.0,,9.29,7,0.1711
20260807_033623_000003,20260807_033623,3,high,2026-08-07T03:38:45.287,2026-08-07T03:39:40.977,2026-08-07T03:38:45.290,2026-08-07T03:38:50.963,2026-08-07T03:38:50.963,0.0,5.67,0.0,50.01,55.69,25,12,1432,23616.0,7344.2,31.1,1.0,,8.576,8,0.1722
20260807_033623_000004,20260807_033623,4,high,2026-08-07T03:39:40.979,2026-08-07T03:40:39.678,2026-08-07T03:39:40.981,2026-08-07T03:39:45.845,2026-08-07T03:39:45.845,0.0,4.86,0.0,53.83,58.7,23,10,1489,23616.0,6852.0,29.01,1.0,,8.739,8,0.1365
