trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,0,0.0,0.847,0.847,0,7963.731430310871,7013.645091260139,7013.645091260139,11.93
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,1,0.847,1.092,0.246,1,7963.731430310871,7013.645091260139,7013.645091260139,11.93
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,2,1.092,2.3,1.208,2,7963.731430310871,7013.645091260139,7012.906821503383,11.939
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,3,2.3,5.91,3.61,3,7963.731430310871,7013.645091260139,7007.887205413488,12.002
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,4,5.91,9.118,3.209,4,7963.731430310871,7013.645091260139,7000.479633713256,12.095
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,5,9.118,16.244,7.126,5,7963.731430310871,7013.645091260139,6995.676787207325,12.156
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,6,16.244,17.107,0.863,6,7963.731430310871,7013.645091260139,6995.676787207325,12.156
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,7,17.107,20.469,3.362,7,7963.731430310871,7013.645091260139,6977.971397952846,12.378
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,8,20.469,21.555,1.085,8,7963.731430310871,7013.645091260139,6976.70555100596,12.394
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,9,21.555,22.912,1.357,9,7963.731430310871,7013.645091260139,6938.9411084836465,12.868
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,10,22.912,23.976,1.064,10,7963.731430310871,7013.645091260139,6934.110502499987,12.929
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,11,23.976,25.0,1.024,11,7963.731430310871,7013.645091260139,6926.879133176099,13.02
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,0,0.0,0.847,0.847,0,8264.511059246859,7369.816320336674,7369.816320336674,10.826
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,1,0.847,1.092,0.246,1,8264.511059246859,7369.816320336674,7369.816320336674,10.826
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,2,1.092,2.3,1.208,2,8264.511059246859,7369.816320336674,7368.267683535496,10.844
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,3,2.3,5.91,3.61,3,8264.511059246859,7369.816320336674,7366.173665879698,10.87
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,4,5.91,9.118,3.209,4,8264.511059246859,7369.816320336674,7358.787033705643,10.959
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,5,9.118,16.244,7.126,5,8264.511059246859,7369.816320336674,7355.4134618493445,11.0
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,6,16.244,17.107,0.863,6,8264.511059246859,7369.816320336674,7355.413461804105,11.0
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,7,17.107,20.469,3.362,7,8264.511059246859,7369.816320336674,7337.705173706025,11.214
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,8,20.469,21.555,1.085,8,8264.511059246859,7369.816320336674,7335.327310986444,11.243
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,9,21.555,22.912,1.357,9,8264.511059246859,7369.816320336674,7300.43106512138,11.665
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,10,22.912,23.976,1.064,10,8264.511059246859,7369.816320336674,7291.291353602098,11.776
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,11,23.976,25.0,1.024,11,8264.511059246859,7369.816320336674,7287.671355389477,11.82
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Bastankhah_PorteAgel_2014,0,0.0,0.847,0.847,0,8738.234780735658,8142.3208871204,8142.3208871204,6.82
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Bastankhah_PorteAgel_2014,1,0.847,1.092,0.246,1,8738.234780735658,8142.3208871204,8142.320663718204,6.82
