trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Nygaard_TurboGaussian,7963.731430310871,7013.645091260139,11.93,6988.23,12.249,12
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,SuperGaussian,8264.511059246859,7369.816320336674,10.826,7347.2,11.099,12
mc_v2_20260811_medium_000095,mc_v2_20260811_medium/task_0019,95,medium,Bastankhah_PorteAgel_2014,8738.234780735658,8142.3208871204,6.82,8127.82,6.986,12
mc_v2_20260811_medium_000096,mc_v2_20260811_medium/task_0019,96,medium,Nygaard_TurboGaussian,8521.381734061099,7676.593273072511,9.914,7661.48,10.091,11
mc_v2_20260811_medium_000096,mc_v2_20260811_medium/task_0019,96,medium,SuperGaussian,8754.790213819457,7972.171005414973,8.939,7959.29,9.086,11
mc_v2_20260811_medium_000096,mc_v2_20260811_medium/task_0019,96,medium,Bastankhah_PorteAgel_2014,9191.73440907723,8683.467424615123,5.53,8674.78,5.624,11
mc_v2_20260811_medium_000097,mc_v2_20260811_medium/task_0019,97,medium,Nygaard_TurboGaussian,8139.355424201135,7203.941858573986,11.492,7107.46,12.678,15
mc_v2_20260811_medium_000097,mc_v2_20260811_medium/task_0019,97,medium,SuperGaussian,8386.908422193945,7571.167608071735,9.726,7498.07,10.598,15
mc_v2_20260811_medium_000097,mc_v2_20260811_medium/task_0019,97,medium,Bastankhah_PorteAgel_2014,8846.218916795657,8291.626344520686,6.269,8244.12,6.806,15
mc_v2_20260811_medium_000098,mc_v2_20260811_medium/task_0019,98,medium,Nygaard_TurboGaussian,7501.391918558011,6728.416919178866,10.304,6656.99,11.257,7
mc_v2_20260811_medium_000098,mc_v2_20260811_medium/task_0019,98,medium,SuperGaussian,7602.689578224902,6851.114724928329,9.886,6784.65,10.76,7
mc_v2_20260811_medium_000098,mc_v2_20260811_medium/task_0019,98,medium,Bastankhah_PorteAgel_2014,7944.4720543368485,7436.717759356863,6.391,7401.53,6.834,7
mc_v2_20260811_medium_000099,mc_v2_20260811_medium/task_0019,99,medium,Nygaard_TurboGaussian,7493.1368983166685,6514.08313011819,13.066,6463.93,13.735,12
mc_v2_20260811_medium_000099,mc_v2_20260811_medium/task_0019,99,medium,SuperGaussian,7665.694002071895,6853.301949817855,10.598,6815.92,11.085,12
mc_v2_20260811_medium_000099,mc_v2_20260811_medium/task_0019,99,medium,Bastankhah_PorteAgel_2014,8039.287917338961,7469.504940260349,7.087,7446.56,7.373,12
