eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-1072.8097766075155,1072.8097766075155,4.0075724777260024,4355.133;1330.231;4615.960;5408.196;5446.566;2539.316;3410.638;4342.948;3593.035;4043.302;196.205;1671.317;327.670;4799.541;2087.983;3807.149;1435.168;1946.455;52.712;2006.669;5314.927;1220.234;1788.592;5139.525;178.661;364.473;3527.042;4893.355;48.808;4180.833;4551.911;424.018;3676.150;2851.868;2687.347;5351.215;0.067;1383.081;3988.503;1817.659;1551.180;3894.495;5143.890;1369.064;2565.281;1416.759;2124.266;3385.417;4325.321;380.338;3842.076;3070.257;772.722;553.018;1375.131;850.005;5185.569;3808.588;1330.890;3185.757;3117.139;407.328;4702.368;2269.789;811.278;1069.152;2747.585;3987.336;5515.655;4898.804;2794.633;597.968;5113.992;2043.529;1268.892;4885.618;763.607;1323.729;3334.236;3157.967;5370.034;2538.140;722.165;4259.179;1129.151;984.087;2447.861;1905.460;5416.617;800.946;4729.528;3748.674;612.107;494.220;5412.187;1088.066;458.640;1508.554;3640.731;3061.953;3901.659;5393.349;1555.241;1308.308;4735.764;1255.590;3857.875;859.570;1140.150;378.554;4197.120;1008.445;695.860;1258.921;1564.974;189.402;1424.635;3745.586;4255.547;1265.681;3426.358;5108.634;3033.020;2094.093;73.924;4644.179;4572.745;446.433;961.382;4693.635;3159.298;1958.780;812.017;551.707;3137.016;3976.369;5324.878;4189.087;2084.578;4247.473;398.012;3482.334;4035.999;234.128;2213.354;903.497;1546.065;1268.419;1706.230;762.907;3887.800;296.051;3256.054;1006.478;2837.472;1576.505;2072.431;2825.362;685.055;731.720;4728.720;2196.312;949.550;4486.603;5096.720;4645.634;3998.685;556.459;5114.487;3236.684;5041.543;3155.993;55.134;5567.740;741.428;3878.763;1872.014;1009.141;787.347;3747.785;1701.584;3436.465;5239.357;1136.267;669.817;2196.268;3889.420;5291.815;914.942;2568.795;1561.636;1145.760;1726.682;4455.414;519.938;4866.507;4668.806;3818.044;1656.560;930.271;5146.071;399.981;2657.021;2017.285;894.494;5420.328;1226.128;3985.970;4922.823;3745.861;803.715;4440.173;1206.871;5353.320;464.005;3589.768;3435.299;2688.402;925.081;1411.117;4090.337;5368.724;5184.492;4129.439;1308.618,4281.216;1664.948;1575.604;4297.448;3840.411;1529.326;915.785;576.332;2740.537;4665.274;1810.237;3337.264;1017.192;1801.741;3893.757;2808.752;4875.591;4637.699;1667.421;162.927;3601.810;4867.458;4763.010;82.806;848.293;1021.171;1578.762;1777.637;457.284;2050.544;5062.253;687.241;4381.310;318.376;354.208;2402.124;5412.733;1213.805;5309.209;241.229;4973.758;3165.799;4604.554;2698.163;1407.908;4726.983;1909.354;4090.000;5348.693;5123.649;2853.784;1346.290;4431.346;254.983;5039.825;3167.985;90.491;2911.493;2765.024;1192.251;3461.456;8.810;1310.066;2950.984;1115.200;1364.734;2443.858;311.596;1165.911;412.390;4471.184;2813.954;1464.642;4461.961;868.441;4849.475;2581.730;3145.773;1748.579;1361.247;1549.433;2015.571;3191.845;172.182;2160.226;1910.760;3527.102;4864.153;4326.781;5551.677;2329.222;1202.016;5162.565;4561.130;5117.829;1179.922;2627.529;1811.694;2527.144;4073.580;4059.342;3568.711;1899.529;1255.313;2619.180;4192.842;1027.176;135.290;588.165;722.149;2601.232;1995.310;5148.974;1165.573;2132.218;119.827;335.128;4691.536;3932.149;522.305;4431.519;2219.753;813.651;5515.593;666.392;789.624;4781.949;4074.226;387.124;3480.008;2424.744;4969.333;3460.856;3700.539;2656.920;28.681;2152.294;1659.535;3077.439;2690.656;4980.669;826.246;392.119;2683.299;698.696;4038.073;1207.197;1360.550;3428.649;4417.038;3818.089;2978.612;2458.244;5539.410;3487.860;5144.673;836.484;4452.389;4127.788;862.538;5176.660;5567.138;1213.861;1092.238;268.689;2742.614;4481.283;3682.222;739.159;5289.445;1906.857;2678.159;2118.165;2872.116;3298.794;3480.933;4806.975;5320.967;4510.960;4900.280;1930.811;1785.969;4937.264;5184.390;2124.357;1350.206;1427.451;3799.300;3819.489;4290.401;2615.626;3762.699;4815.553;1067.034;130.346;4687.720;1555.192;5456.796;4246.017;2455.958;218.676;4368.823;1998.915;3190.230;5558.452;3311.037;2939.437;1828.172;3466.764;5567.108;3158.733;4831.782;4855.712;5514.414;1631.096;1019.830;1762.690;137.853;1226.887;3275.190;3849.029;3625.198;4789.374;3926.200;4656.178,init
40,3411.1823225021362,39,-1234.7652576237751,1234.7652576237751,0.0,4688.717;1626.399;4204.351;5597.860;5598.769;2812.115;3257.098;4397.711;3882.450;4432.752;2.934;2168.652;2.629;4752.468;2917.134;4308.169;1377.789;2176.296;19.829;2670.223;5570.283;994.064;1823.201;4874.052;1.434;18.514;3518.397;5557.966;1.558;4620.667;4752.291;499.770;3912.783;3457.137;2969.555;5596.550;0.001;2037.066;4390.332;2377.720;2010.964;4774.880;5560.942;1715.707;2861.861;1713.201;2742.410;3406.759;4325.200;3.569;4406.551;2906.390;388.112;1054.126;1198.856;921.209;5596.674;4326.928;1256.204;3101.470;3658.800;404.039;5393.525;2951.530;1045.230;1326.735;2609.961;3776.461;5550.740;5102.628;2655.879;310.188;5232.358;2572.529;1823.954;5165.033;894.157;1540.885;3479.974;3338.215;5598.155;3106.684;37.347;4515.414;1470.682;891.197;3548.078;2552.095;5585.942;294.270;5011.674;4177.170;234.784;3.966;5561.977;2011.358;363.655;2287.298;4137.599;2891.331;4000.852;5568.210;1624.749;1836.384;5271.419;1314.951;3794.777;1427.248;1628.572;408.616;4599.948;1274.891;698.339;2190.022;1879.409;1.520;2070.443;3902.951;5121.584;1771.043;3199.191;5135.560;2843.162;2338.471;0.593;4960.113;4992.036;3.582;1379.358;4894.519;3457.054;2898.153;722.283;4.427;3300.184;4121.420;5597.792;4523.185;2421.170;4890.205;3.194;3447.845;4431.521;1.879;2328.455;1030.855;2478.881;1788.213;2037.581;502.359;4092.554;2.376;3972.000;1504.241;3340.147;1908.407;2643.077;3073.543;265.384;1256.057;5138.679;2760.107;919.344;4750.738;5589.879;4864.732;4479.700;4.465;5571.283;3221.719;5591.107;3703.326;0.442;5576.099;425.792;4191.235;2205.929;1048.183;218.670;3416.436;2234.422;3614.318;5544.439;811.116;652.924;2345.197;3905.000;5570.382;285.806;2365.634;2071.170;1513.976;1680.254;4283.023;774.711;5080.291;5116.060;3900.167;1899.174;1073.685;5230.483;3.210;3287.975;2823.140;624.785;5565.783;1074.716;3850.118;5393.575;3599.889;680.110;4818.517;474.983;5574.897;432.634;3760.346;3690.557;3109.822;546.228;1377.898;5189.206;5595.798;5566.460;4566.039;1169.063,4135.165;1409.028;1644.749;4269.006;4055.381;1968.743;699.625;483.410;3209.282;5038.614;1659.179;3527.642;977.456;1598.006;3919.611;2848.207;5015.419;4546.293;1443.034;1.307;3147.798;4725.112;4871.435;0.664;767.673;1212.326;1178.588;1459.251;203.621;1910.193;5594.235;343.036;4849.976;3.668;219.860;2204.100;5598.497;1556.518;5377.239;2.530;5384.528;3736.756;4769.714;2897.622;1684.531;4502.408;2380.032;4511.733;5597.983;5356.928;3233.320;1373.392;4431.614;3.006;5338.335;3332.459;3.934;3566.589;2773.891;1021.816;4197.351;0.071;853.454;3019.564;996.755;1234.676;2804.901;23.398;639.904;284.585;4720.062;2489.447;1058.772;3831.300;406.926;5296.577;2343.113;3213.983;1970.267;1555.963;1093.455;2662.578;2990.406;1.572;2413.114;1401.761;3753.572;5174.307;4467.270;5599.612;2133.483;974.125;5139.972;4499.843;5403.435;934.489;2155.545;2150.109;2370.263;4353.352;4545.674;2946.043;2139.730;1158.593;2498.053;4156.984;518.439;1.086;790.323;646.110;2206.665;1774.732;5386.378;628.844;2474.377;0.962;2.689;5197.674;4301.134;5.959;4797.065;1787.846;519.192;5599.323;468.091;567.711;4841.339;3989.036;207.542;3328.052;2924.590;5361.928;3650.589;3644.441;3249.417;0.230;1957.105;1252.160;3188.334;2988.527;4981.767;399.670;229.296;2345.387;318.531;3897.879;1164.672;1888.894;3801.508;4163.665;4275.422;2715.739;2718.862;5599.514;4050.272;5596.346;823.097;5044.589;3837.240;521.583;5596.603;5599.736;585.909;930.481;191.394;2528.384;4799.050;3274.025;382.161;5577.773;1737.246;3469.043;1935.975;2501.222;3137.870;3914.919;5016.368;5592.201;4685.498;5280.612;2582.041;2535.474;5202.271;5080.465;1781.656;1686.318;1401.785;3832.156;3412.446;4240.660;3027.632;3790.508;5219.111;726.841;1.046;4581.312;1292.600;5598.394;4150.043;2055.313;6.521;4189.607;2270.853;3393.153;5599.593;2746.993;3042.366;2173.776;3426.090;5599.736;2683.463;5151.312;4854.708;5599.313;1552.677;819.738;1708.615;1.106;1084.220;3501.447;3954.621;3553.612;4993.823;4479.253;4402.390,end
