trial_id,run_id,seed,pd_level,t_start_iso,t_end_iso,t_climate_done_iso,t_layout_done_iso,t_bridge_done_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_total,n_new_farms,n_turbines_total,requested_mw,delivered_mw,delivered_pct,climate_scale,climate_extreme_modes,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_20260807_0627_low_000090,mc_20260807_0627_low/task_0018,90,low,2026-08-07T06:27:26.651,2026-08-07T06:27:36.526,2026-08-07T06:27:26.656,2026-08-07T06:27:26.668,2026-08-07T06:27:26.676,0.01,0.01,0.01,9.85,9.88,13,0,893,0,0,,1.0,,9.221,7,0.1753
mc_20260807_0627_low_000091,mc_20260807_0627_low/task_0018,91,low,2026-08-07T06:27:36.529,2026-08-07T06:27:46.267,2026-08-07T06:27:36.533,2026-08-07T06:27:36.548,2026-08-07T06:27:36.548,0.0,0.01,0.0,9.72,9.74,13,0,903,0,0,,1.0,,9.314,7,0.1597
mc_20260807_0627_low_000092,mc_20260807_0627_low/task_0018,92,low,2026-08-07T06:27:46.268,2026-08-07T06:27:58.841,2026-08-07T06:27:46.271,2026-08-07T06:27:46.285,2026-08-07T06:27:46.286,0.0,0.01,0.0,12.55,12.57,13,0,911,0,0,,1.0,,8.835,7,0.1345
mc_20260807_0627_low_000093,mc_20260807_0627_low/task_0018,93,low,2026-08-07T06:27:58.841,2026-08-07T06:28:12.960,2026-08-07T06:27:58.845,2026-08-07T06:27:58.864,2026-08-07T06:27:58.864,0.0,0.02,0.0,14.1,14.12,13,0,1102,0,0,,1.0,,8.827,8,0.1619
mc_20260807_0627_low_000094,mc_20260807_0627_low/task_0018,94,low,2026-08-07T06:28:12.960,2026-08-07T06:28:26.668,2026-08-07T06:28:12.963,2026-08-07T06:28:12.980,2026-08-07T06:28:12.981,0.0,0.02,0.0,13.69,13.71,13,0,1024,0,0,,1.0,,9.358,7,0.1689
mc_20260807_0627_low_000095,mc_20260807_0627_low/task_0019,95,low,2026-08-07T06:27:26.285,2026-08-07T06:27:38.905,2026-08-07T06:27:26.290,2026-08-07T06:27:26.305,2026-08-07T06:27:26.313,0.0,0.01,0.01,12.59,12.62,13,0,1021,0,0,,1.0,,8.983,7,0.153
mc_20260807_0627_low_000096,mc_20260807_0627_low/task_0019,96,low,2026-08-07T06:27:38.909,2026-08-07T06:27:46.862,2026-08-07T06:27:38.915,2026-08-07T06:27:38.929,2026-08-07T06:27:38.929,0.01,0.01,0.0,7.93,7.95,13,0,813,0,0,,1.0,,9.471,7,0.1449
mc_20260807_0627_low_000097,mc_20260807_0627_low/task_0019,97,low,2026-08-07T06:27:46.862,2026-08-07T06:28:04.839,2026-08-07T06:27:46.866,2026-08-07T06:27:46.884,2026-08-07T06:27:46.885,0.0,0.02,0.0,17.95,17.98,13,0,1142,0,0,,1.0,,9.211,9,0.1336
mc_20260807_0627_low_000098,mc_20260807_0627_low/task_0019,98,low,2026-08-07T06:28:04.839,2026-08-07T06:28:13.037,2026-08-07T06:28:04.843,2026-08-07T06:28:04.855,2026-08-07T06:28:04.855,0.0,0.01,0.0,8.18,8.2,13,0,777,0,0,,1.0,,8.692,7,0.1581
mc_20260807_0627_low_000099,mc_20260807_0627_low/task_0019,99,low,2026-08-07T06:28:13.037,2026-08-07T06:28:24.028,2026-08-07T06:28:13.041,2026-08-07T06:28:13.053,2026-08-07T06:28:13.054,0.0,0.01,0.0,10.97,10.99,13,0,824,0,0,,1.0,,8.789,8,0.1409
