eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-481.7883972212651,481.7883972212651,5.38429972148999,1982.872;2549.332;1047.257;1838.979;3214.609;3226.655;452.107;746.074;185.282;1586.915;107.554;1644.600;2336.919;1002.554;2434.518;2127.106;86.335;2011.875;933.309;1494.364;1020.690;2495.297;1585.633;564.724;1960.736;2809.133;1102.909;799.048;1396.697;3370.981;3513.584;2420.581;3250.203;3044.703;1360.779;331.981;2352.279;2008.227;1301.633;810.196;1463.472;1688.185;969.248;1050.454;1647.671;3097.922;2110.510;1020.556;1000.719;1636.639;739.477;724.963;1850.526;314.026;1740.908;1303.834;2547.672;2688.286;2487.935;2481.049;1344.960;2405.285;1223.455;2062.058;1172.906;1602.522;221.504;873.632;3497.769;830.103;2489.319;2341.717;2606.181;1710.319;2147.990;241.090;261.224;716.314;546.700;360.376;465.458;1991.800;676.133;3427.564;2453.802;1947.671;2545.850;949.992;3336.212;3021.095;2614.750;1728.864;3031.571;2681.108;2377.173;3290.311;2281.196;1317.386;1990.240;706.970,691.460;2612.411;2825.772;3499.554;3063.497;1956.940;323.247;1759.944;3340.571;2835.426;1746.339;1639.006;784.749;637.968;265.045;3212.615;2304.636;515.996;1490.857;176.792;753.744;2630.549;2344.042;1724.322;989.210;2348.003;3443.218;1567.874;252.477;207.833;298.336;3454.946;1946.739;3014.865;612.121;937.242;2491.119;3224.053;1226.479;232.824;3110.831;1047.141;2667.897;568.921;2501.868;3029.111;2617.747;1292.787;2616.083;502.082;1129.749;1510.498;3157.963;553.465;3168.449;2876.272;3497.847;1323.731;737.783;866.053;2980.306;3474.821;2515.716;1736.989;1033.379;3001.276;3139.846;331.674;777.418;2994.340;3053.894;1132.751;1005.461;1550.934;1942.007;344.041;3012.884;1925.046;2789.884;831.011;3475.056;2703.698;1235.138;3414.700;2521.842;3026.020;163.790;200.310;2673.854;1096.871;1860.424;562.545;3520.629;1809.904;2984.404;266.536;1724.096;224.206;3183.269;1604.917,init
1000,1833.873041152954,999,-567.1433110558105,567.1433110558105,0.003410531036788828,2358.631;3599.895;603.673;1550.430;3599.962;3600.093;0.602;722.701;0.017;1623.823;0.046;1484.720;2927.323;595.233;2505.867;2569.073;0.183;2439.425;882.774;1984.532;486.828;2996.299;1259.398;0.839;2232.647;3600.111;764.500;810.015;1558.591;3599.649;3599.917;3191.896;3600.130;3599.993;1170.845;35.668;2785.082;2019.618;2042.158;15.323;1108.253;1596.409;398.523;1297.472;1759.374;3597.999;2668.619;972.620;517.958;1862.650;354.190;10.655;1725.060;0.086;1630.987;1148.890;2949.410;3154.445;3024.808;2786.453;1090.614;2473.093;937.669;2259.817;1057.782;1372.385;0.034;660.039;3599.932;469.916;2782.440;2646.120;3591.026;1943.829;2159.050;0.057;0.301;607.864;0.069;0.228;351.753;2026.858;50.456;3599.976;2725.130;1848.356;3116.389;722.490;3599.358;3600.049;2870.058;1724.251;3307.398;3203.360;2650.816;3600.005;2487.003;1220.253;2244.215;0.402,429.043;2710.586;3099.566;3599.986;3257.153;1749.917;176.834;1888.874;3599.914;2372.116;2109.243;1632.647;525.928;399.023;-0.026;3395.842;2347.189;180.872;1497.958;-0.016;650.282;2654.766;2026.363;1901.693;729.389;2034.655;3599.987;1691.612;0.041;-0.106;436.393;3226.891;1470.092;2477.495;686.381;1355.348;1976.449;3600.004;1143.149;0.017;3599.946;937.097;2678.866;397.615;2107.030;2958.921;2492.745;1294.476;2406.679;326.079;895.075;1528.029;3190.938;561.366;3414.281;2689.409;3599.996;1194.083;240.341;848.841;3215.659;3599.977;2520.611;1811.628;1055.582;2846.490;3298.878;169.661;671.432;3358.236;2958.983;1110.273;899.256;1530.782;2210.373;355.722;3055.951;2164.423;2748.187;814.863;3599.966;2621.712;1177.611;3599.957;2248.136;2964.300;0.063;0.019;2238.138;1205.233;1613.464;625.564;3600.079;1844.757;3195.195;227.284;1377.346;0.013;3104.828;1713.433,end
