trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000110,mc_v2_20260811_low/task_0022,110,low,Nygaard_TurboGaussian,7975.512332204515,6981.452764168616,12.464,6978.62,12.499,2
mc_v2_20260811_low_000110,mc_v2_20260811_low/task_0022,110,low,SuperGaussian,8216.383247873739,7313.301280892087,10.991,7311.52,11.013,2
mc_v2_20260811_low_000110,mc_v2_20260811_low/task_0022,110,low,Bastankhah_PorteAgel_2014,8659.618742302891,8067.628831571696,6.836,8066.7,6.847,2
mc_v2_20260811_low_000111,mc_v2_20260811_low/task_0022,111,low,Nygaard_TurboGaussian,7785.6554804157995,6795.633671471614,12.716,6794.17,12.735,4
mc_v2_20260811_low_000111,mc_v2_20260811_low/task_0022,111,low,SuperGaussian,7956.518300743822,7204.145797253403,9.456,7203.61,9.463,4
mc_v2_20260811_low_000111,mc_v2_20260811_low/task_0022,111,low,Bastankhah_PorteAgel_2014,8330.967671329896,7799.154854074717,6.384,7798.72,6.389,4
mc_v2_20260811_low_000112,mc_v2_20260811_low/task_0022,112,low,Nygaard_TurboGaussian,8135.913927919513,7259.000917200499,10.778,7229.12,11.146,4
mc_v2_20260811_low_000112,mc_v2_20260811_low/task_0022,112,low,SuperGaussian,8236.390748054344,7408.374406834111,10.053,7379.83,10.4,4
mc_v2_20260811_low_000112,mc_v2_20260811_low/task_0022,112,low,Bastankhah_PorteAgel_2014,8587.877173128021,8045.346875117215,6.317,8027.77,6.522,4
mc_v2_20260811_low_000113,mc_v2_20260811_low/task_0022,113,low,Nygaard_TurboGaussian,9234.81208084786,8245.29169054211,10.715,8214.15,11.052,5
mc_v2_20260811_low_000113,mc_v2_20260811_low/task_0022,113,low,SuperGaussian,9547.612656535472,8685.906781044016,9.025,8653.01,9.37,5
mc_v2_20260811_low_000113,mc_v2_20260811_low/task_0022,113,low,Bastankhah_PorteAgel_2014,10059.146949505615,9482.88142860106,5.729,9468.62,5.871,5
mc_v2_20260811_low_000114,mc_v2_20260811_low/task_0022,114,low,Nygaard_TurboGaussian,8005.237083081236,7204.493792201889,10.003,7199.02,10.071,5
mc_v2_20260811_low_000114,mc_v2_20260811_low/task_0022,114,low,SuperGaussian,8236.030263474222,7507.494694455215,8.846,7505.3,8.872,5
mc_v2_20260811_low_000114,mc_v2_20260811_low/task_0022,114,low,Bastankhah_PorteAgel_2014,8664.684222570753,8179.733994437168,5.597,8177.68,5.621,5
