trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
shakedown001_000004,shakedown001/task_0002,4,high,2.0,25.0,2026-08-11T04:43:33.683,2026-08-11T04:46:32.344,0.01,10.02,0.01,168.62,178.66,13,45,12,1332,7048.0,8.739,8,0.1365
shakedown001_000005,shakedown001/task_0002,5,high,2.0,25.0,2026-08-11T04:46:32.347,2026-08-11T04:51:33.240,0.0,13.34,0.0,287.54,300.89,13,55,15,1482,7050.8,8.732,7,0.1531
