trial_id,run_id,seed,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
shakedown001_000004,shakedown001/task_0002,4,SuperGaussian,8,11.536,16.196,4.66,8,7527.7046979568295,6723.628283205507,6671.2965706238665,11.377
shakedown001_000004,shakedown001/task_0002,4,SuperGaussian,9,16.196,20.204,4.008,9,7527.7046979568295,6723.628283205507,6665.318089938818,11.456
shakedown001_000004,shakedown001/task_0002,4,SuperGaussian,10,20.204,20.531,0.328,10,7527.7046979568295,6723.628283205507,6654.996466396494,11.593
shakedown001_000004,shakedown001/task_0002,4,SuperGaussian,11,20.531,20.869,0.338,11,7527.7046979568295,6723.628283205507,6653.944263429533,11.607
shakedown001_000004,shakedown001/task_0002,4,SuperGaussian,12,20.869,25.0,4.131,12,7527.7046979568295,6723.628283205507,6650.952574539036,11.647
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,0,0.0,1.686,1.686,0,7895.527606166231,7353.02366150331,7353.02366150331,6.871
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,1,1.686,3.611,1.925,1,7895.527606166231,7353.02366150331,7347.046066072057,6.947
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,2,3.611,4.012,0.401,2,7895.527606166231,7353.02366150331,7347.045504041654,6.947
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,3,4.012,6.61,2.598,3,7895.527606166231,7353.02366150331,7346.8546469785,6.949
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,4,6.61,6.932,0.323,4,7895.527606166231,7353.02366150331,7346.626638047246,6.952
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,5,6.932,10.32,3.388,5,7895.527606166231,7353.02366150331,7346.563703599673,6.953
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,6,10.32,10.988,0.668,6,7895.527606166231,7353.02366150331,7342.945163213,6.999
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,7,10.988,11.536,0.548,7,7895.527606166231,7353.02366150331,7342.783738152109,7.001
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,8,11.536,16.196,4.66,8,7895.527606166231,7353.02366150331,7322.683344255294,7.255
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,9,16.196,20.204,4.008,9,7895.527606166231,7353.02366150331,7314.9940931495275,7.353
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,10,20.204,20.531,0.328,10,7895.527606166231,7353.02366150331,7310.938187932859,7.404
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,11,20.531,20.869,0.338,11,7895.527606166231,7353.02366150331,7310.268940050024,7.413
shakedown001_000004,shakedown001/task_0002,4,Bastankhah_PorteAgel_2014,12,20.869,25.0,4.131,12,7895.527606166231,7353.02366150331,7308.27914507698,7.438
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,0,0.0,1.865,1.865,0,7381.2717615046495,6580.6768467143465,6580.6768467143465,10.846
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,1,1.865,1.887,0.022,1,7381.2717615046495,6580.6768467143465,6508.433259053179,11.825
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,2,1.887,2.909,1.022,2,7381.2717615046495,6580.6768467143465,6502.779194609735,11.902
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,3,2.909,4.411,1.502,3,7381.2717615046495,6580.6768467143465,6502.779194609735,11.902
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,4,4.411,5.485,1.074,4,7381.2717615046495,6580.6768467143465,6502.770141829384,11.902
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,5,5.485,5.95,0.464,5,7381.2717615046495,6580.6768467143465,6502.342654529461,11.908
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,6,5.95,11.107,5.158,6,7381.2717615046495,6580.6768467143465,6502.342654529461,11.908
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,7,11.107,16.27,5.163,7,7381.2717615046495,6580.6768467143465,6497.77580832169,11.969
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,8,16.27,16.932,0.662,8,7381.2717615046495,6580.6768467143465,6493.079510101026,12.033
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,9,16.932,17.41,0.478,9,7381.2717615046495,6580.6768467143465,6491.463259876655,12.055
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,10,17.41,17.664,0.255,10,7381.2717615046495,6580.6768467143465,6491.214953992519,12.058
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,11,17.664,18.412,0.747,11,7381.2717615046495,6580.6768467143465,6489.3004144593015,12.084
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,12,18.412,19.945,1.533,12,7381.2717615046495,6580.6768467143465,6484.463749325859,12.15
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,13,19.945,21.234,1.289,13,7381.2717615046495,6580.6768467143465,6484.448440672583,12.15
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,14,21.234,21.678,0.444,14,7381.2717615046495,6580.6768467143465,6484.393268919661,12.151
shakedown001_000005,shakedown001/task_0002,5,Nygaard_TurboGaussian,15,21.678,25.0,3.322,15,7381.2717615046495,6580.6768467143465,6484.081015056277,12.155
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,0,0.0,1.865,1.865,0,7552.706288499338,6855.128420894669,6855.128420894669,9.236
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,1,1.865,1.887,0.022,1,7552.706288499338,6855.128420894669,6788.456513083934,10.119
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,2,1.887,2.909,1.022,2,7552.706288499338,6855.128420894669,6782.337993470211,10.2
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,3,2.909,4.411,1.502,3,7552.706288499338,6855.128420894669,6782.337993154324,10.2
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,4,4.411,5.485,1.074,4,7552.706288499338,6855.128420894669,6782.309647618662,10.2
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,5,5.485,5.95,0.464,5,7552.706288499338,6855.128420894669,6782.9408044000365,10.192
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,6,5.95,11.107,5.158,6,7552.706288499338,6855.128420894669,6782.9408044000365,10.192
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,7,11.107,16.27,5.163,7,7552.706288499338,6855.128420894669,6782.14585130116,10.202
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,8,16.27,16.932,0.662,8,7552.706288499338,6855.128420894669,6780.630665981612,10.223
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,9,16.932,17.41,0.478,9,7552.706288499338,6855.128420894669,6778.143934748576,10.255
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,10,17.41,17.664,0.255,10,7552.706288499338,6855.128420894669,6776.073995289948,10.283
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,11,17.664,18.412,0.747,11,7552.706288499338,6855.128420894669,6773.920998373246,10.311
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,12,18.412,19.945,1.533,12,7552.706288499338,6855.128420894669,6769.25030377952,10.373
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,13,19.945,21.234,1.289,13,7552.706288499338,6855.128420894669,6769.139027145818,10.375
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,14,21.234,21.678,0.444,14,7552.706288499338,6855.128420894669,6769.128090089111,10.375
shakedown001_000005,shakedown001/task_0002,5,SuperGaussian,15,21.678,25.0,3.322,15,7552.706288499338,6855.128420894669,6768.729775090573,10.38
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,0,0.0,1.865,1.865,0,7928.647410090731,7449.445624805128,7449.445624805128,6.044
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,1,1.865,1.887,0.022,1,7928.647410090731,7449.445624805128,7413.340299241712,6.499
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,2,1.887,2.909,1.022,2,7928.647410090731,7449.445624805128,7408.572935788227,6.559
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,3,2.909,4.411,1.502,3,7928.647410090731,7449.445624805128,7408.572142430756,6.559
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,4,4.411,5.485,1.074,4,7928.647410090731,7449.445624805128,7408.504864295154,6.56
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,5,5.485,5.95,0.464,5,7928.647410090731,7449.445624805128,7408.32024961376,6.563
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,6,5.95,11.107,5.158,6,7928.647410090731,7449.445624805128,7408.320241696101,6.563
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,7,11.107,16.27,5.163,7,7928.647410090731,7449.445624805128,7405.892493092992,6.593
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,8,16.27,16.932,0.662,8,7928.647410090731,7449.445624805128,7403.537821157971,6.623
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,9,16.932,17.41,0.478,9,7928.647410090731,7449.445624805128,7402.251334197858,6.639
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,10,17.41,17.664,0.255,10,7928.647410090731,7449.445624805128,7400.968745522297,6.655
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,11,17.664,18.412,0.747,11,7928.647410090731,7449.445624805128,7399.664850338823,6.672
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,12,18.412,19.945,1.533,12,7928.647410090731,7449.445624805128,7396.933638682566,6.706
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,13,19.945,21.234,1.289,13,7928.647410090731,7449.445624805128,7396.886837618289,6.707
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,14,21.234,21.678,0.444,14,7928.647410090731,7449.445624805128,7396.779045178004,6.708
shakedown001_000005,shakedown001/task_0002,5,Bastankhah_PorteAgel_2014,15,21.678,25.0,3.322,15,7928.647410090731,7449.445624805128,7396.545234281533,6.711
