trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,3,10,150,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,110,130,90,30,30.0,1.0,23,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,30,45,240,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,90,110,30,30,30.0,1.0,5,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,10,20,210,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,20,30,0,30,30.0,1.0,1,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,45,60,300,924,231.0,0.25,126,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,130,150,270,1833,1833.0,1.0,7,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,110,130,90,30,30.0,1.0,1,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,20,30,0,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,90,110,330,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,45,60,0,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,20,30,120,715,715.0,1.0,38,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,90,110,60,806,806.0,1.0,7,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,110,130,30,132,132.0,1.0,13,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,3,10,210,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,30,45,30,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,45,60,0,30,30.0,1.0,4,True,staircase_10corners,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,60,75,240,132,132.0,1.0,2,True,staircase_10corners,DTU10MW
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,20,30,240,224.0,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000016,mc_20260807_0627_medium/task_0003,16,110,130,60,715,0.0,0.0,160,False,,Haliade-X 13MW
