trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,3,10,330,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,110,130,180,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,10,20,30,572,572.0,1.0,12,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,90,110,30,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,20,30,270,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,45,60,0,132,132.0,1.0,5,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,130,150,300,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,20,30,30,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,130,150,300,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,3,10,150,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,130,150,180,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,45,60,150,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,3,10,150,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,20,30,30,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,10,20,300,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,45,60,330,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,60,75,180,924,0.0,0.0,160,False,,DTU10MW
