trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000045,mc_20260807_0627_low/task_0009,45,Nygaard_TurboGaussian,11.72,3165.5371143503903,3112.9786347602508,1.66,2759.0503233729783,12.841
mc_20260807_0627_low_000045,mc_20260807_0627_low/task_0009,45,SuperGaussian,3.0,3215.5307552519325,3211.698941784799,0.119,2879.20415609549,10.459
mc_20260807_0627_low_000046,mc_20260807_0627_low/task_0009,46,Nygaard_TurboGaussian,9.26,3264.7074763887877,3193.680909178718,2.176,2842.8988712802147,12.92
mc_20260807_0627_low_000046,mc_20260807_0627_low/task_0009,46,SuperGaussian,2.66,3318.7886150226677,3313.6872686414076,0.154,3001.0646915343104,9.573
mc_20260807_0627_low_000047,mc_20260807_0627_low/task_0009,47,Nygaard_TurboGaussian,6.89,3272.051745569774,3213.72784618529,1.782,2913.2931209768126,10.964
mc_20260807_0627_low_000047,mc_20260807_0627_low/task_0009,47,SuperGaussian,1.82,3322.8126380454064,3318.6499016061075,0.125,3065.541762973236,7.743
mc_20260807_0627_low_000048,mc_20260807_0627_low/task_0009,48,Nygaard_TurboGaussian,8.25,3312.3323643463086,3241.04160722292,2.152,2903.349840036325,12.347
mc_20260807_0627_low_000048,mc_20260807_0627_low/task_0009,48,SuperGaussian,2.08,3366.6749735600833,3361.5461421388454,0.152,3049.0344150902647,9.435
mc_20260807_0627_low_000049,mc_20260807_0627_low/task_0009,49,Nygaard_TurboGaussian,7.65,3391.9429298410337,3315.991881425386,2.239,3009.6064707932674,11.272
mc_20260807_0627_low_000049,mc_20260807_0627_low/task_0009,49,SuperGaussian,2.43,3449.6304671023486,3444.2455588858356,0.156,3152.1947917821158,8.622
