trial_id,run_id,seed,pd_level,t_start_iso,t_end_iso,t_climate_done_iso,t_layout_done_iso,t_bridge_done_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_total,n_new_farms,n_turbines_total,requested_mw,delivered_mw,delivered_pct,climate_scale,climate_extreme_modes,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_20260807_0627_medium_000010,mc_20260807_0627_medium/task_0002,10,medium,2026-08-07T06:27:26.622,2026-08-07T06:27:40.399,2026-08-07T06:27:26.627,2026-08-07T06:27:30.769,2026-08-07T06:27:30.778,0.0,4.14,0.01,9.62,13.78,16,3,935,11808.0,1161.5,9.84,1.0,,8.989,7,0.1569
mc_20260807_0627_medium_000011,mc_20260807_0627_medium/task_0002,11,medium,2026-08-07T06:27:40.407,2026-08-07T06:28:06.233,2026-08-07T06:27:40.414,2026-08-07T06:27:43.184,2026-08-07T06:27:43.185,0.01,2.77,0.0,23.05,25.83,17,4,1351,11808.0,5045.0,42.73,1.0,,9.288,7,0.1484
mc_20260807_0627_medium_000012,mc_20260807_0627_medium/task_0002,12,medium,2026-08-07T06:28:06.234,2026-08-07T06:28:31.819,2026-08-07T06:28:06.238,2026-08-07T06:28:09.404,2026-08-07T06:28:09.405,0.0,3.17,0.0,22.41,25.59,16,3,1287,11808.0,3772.0,31.94,1.0,,9.162,7,0.1504
mc_20260807_0627_medium_000013,mc_20260807_0627_medium/task_0002,13,medium,2026-08-07T06:28:31.820,2026-08-07T06:28:46.580,2026-08-07T06:28:31.823,2026-08-07T06:28:35.717,2026-08-07T06:28:35.718,0.0,3.89,0.0,10.86,14.76,18,5,931,11808.0,2347.0,19.88,1.0,,8.758,7,0.1842
mc_20260807_0627_medium_000014,mc_20260807_0627_medium/task_0002,14,medium,2026-08-07T06:28:46.580,2026-08-07T06:29:11.779,2026-08-07T06:28:46.585,2026-08-07T06:28:50.028,2026-08-07T06:28:50.028,0.0,3.44,0.0,21.75,25.2,20,7,1262,11808.0,3608.0,30.56,1.0,,9.209,7,0.1581
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,medium,2026-08-07T06:27:26.605,2026-08-07T06:28:02.218,2026-08-07T06:27:26.610,2026-08-07T06:27:29.959,2026-08-07T06:27:29.968,0.0,3.35,0.01,32.25,35.61,24,11,1222,11808.0,3999.0,33.87,1.0,,8.775,8,0.1367
mc_20260807_0627_medium_000016,mc_20260807_0627_medium/task_0003,16,medium,2026-08-07T06:28:02.222,2026-08-07T06:28:26.005,2026-08-07T06:28:02.226,2026-08-07T06:28:05.298,2026-08-07T06:28:05.298,0.0,3.07,0.0,20.71,23.78,23,10,1228,11808.0,5393.8,45.68,1.0,,9.134,7,0.1691
mc_20260807_0627_medium_000017,mc_20260807_0627_medium/task_0003,17,medium,2026-08-07T06:28:26.006,2026-08-07T06:28:44.432,2026-08-07T06:28:26.009,2026-08-07T06:28:29.455,2026-08-07T06:28:29.456,0.0,3.45,0.0,14.98,18.43,16,3,1091,11808.0,3006.2,25.46,1.0,,9.274,8,0.1445
mc_20260807_0627_medium_000018,mc_20260807_0627_medium/task_0003,18,medium,2026-08-07T06:28:44.433,2026-08-07T06:29:12.803,2026-08-07T06:28:44.436,2026-08-07T06:28:47.913,2026-08-07T06:28:47.914,0.0,3.48,0.0,24.89,28.37,18,5,1380,11808.0,3794.0,32.13,1.0,,9.015,7,0.1578
mc_20260807_0627_medium_000019,mc_20260807_0627_medium/task_0003,19,medium,2026-08-07T06:29:12.804,2026-08-07T06:29:26.051,2026-08-07T06:29:12.806,2026-08-07T06:29:16.604,2026-08-07T06:29:16.605,0.0,3.8,0.0,9.45,13.25,17,4,1005,11808.0,2710.0,22.95,1.0,,9.321,7,0.1429
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,medium,2026-08-07T06:27:26.416,2026-08-07T06:28:01.384,2026-08-07T06:27:26.421,2026-08-07T06:27:30.099,2026-08-07T06:27:30.107,0.0,3.68,0.01,31.28,34.97,20,7,1209,11808.0,2972.0,25.17,1.0,,9.093,7,0.134
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,medium,2026-08-07T06:28:01.387,2026-08-07T06:28:23.138,2026-08-07T06:28:01.391,2026-08-07T06:28:06.091,2026-08-07T06:28:06.092,0.0,4.7,0.0,17.05,21.75,16,3,1123,11808.0,2392.0,20.26,1.0,,9.288,7,0.1529
mc_20260807_0627_medium_000022,mc_20260807_0627_medium/task_0004,22,medium,2026-08-07T06:28:23.139,2026-08-07T06:28:39.606,2026-08-07T06:28:23.142,2026-08-07T06:28:28.010,2026-08-07T06:28:28.010,0.0,4.87,0.0,11.6,16.47,14,1,915,11808.0,403.0,3.41,1.0,,9.071,7,0.1644
mc_20260807_0627_medium_000023,mc_20260807_0627_medium/task_0004,23,medium,2026-08-07T06:28:39.607,2026-08-07T06:28:56.649,2026-08-07T06:28:39.610,2026-08-07T06:28:43.143,2026-08-07T06:28:43.143,0.0,3.53,0.0,13.51,17.04,18,5,1021,11808.0,3421.0,28.97,1.0,,9.465,8,0.1479
mc_20260807_0627_medium_000024,mc_20260807_0627_medium/task_0004,24,medium,2026-08-07T06:28:56.650,2026-08-07T06:29:16.196,2026-08-07T06:28:56.653,2026-08-07T06:29:00.610,2026-08-07T06:29:00.610,0.0,3.96,0.0,15.59,19.55,17,4,1177,11808.0,3734.0,31.62,1.0,,9.25,7,0.1642
mc_20260807_0627_medium_000025,mc_20260807_0627_medium/task_0005,25,medium,2026-08-07T06:27:26.380,2026-08-07T06:28:03.452,2026-08-07T06:27:26.386,2026-08-07T06:27:29.639,2026-08-07T06:27:29.647,0.01,3.25,0.01,33.81,37.07,21,8,1275,11808.0,4765.0,40.35,1.0,,9.377,8,0.1496
mc_20260807_0627_medium_000026,mc_20260807_0627_medium/task_0005,26,medium,2026-08-07T06:28:03.461,2026-08-07T06:28:24.853,2026-08-07T06:28:03.465,2026-08-07T06:28:07.062,2026-08-07T06:28:07.063,0.0,3.6,0.0,17.79,21.39,17,4,1087,11808.0,2417.0,20.47,1.0,,8.262,8,0.1589
mc_20260807_0627_medium_000027,mc_20260807_0627_medium/task_0005,27,medium,2026-08-07T06:28:24.854,2026-08-07T06:28:45.158,2026-08-07T06:28:24.857,2026-08-07T06:28:28.210,2026-08-07T06:28:28.211,0.0,3.35,0.0,16.95,20.3,20,7,1162,11808.0,2915.0,24.69,1.0,,9.468,7,0.1641
mc_20260807_0627_medium_000028,mc_20260807_0627_medium/task_0005,28,medium,2026-08-07T06:28:45.159,2026-08-07T06:29:07.542,2026-08-07T06:28:45.163,2026-08-07T06:28:48.258,2026-08-07T06:28:48.258,0.0,3.1,0.0,19.28,22.38,16,3,1194,11808.0,3747.0,31.73,1.0,,8.996,7,0.1501
mc_20260807_0627_medium_000029,mc_20260807_0627_medium/task_0005,29,medium,2026-08-07T06:29:07.542,2026-08-07T06:29:22.029,2026-08-07T06:29:07.546,2026-08-07T06:29:12.272,2026-08-07T06:29:12.272,0.0,4.73,0.0,9.76,14.49,16,3,1081,11808.0,736.5,6.24,1.0,,9.109,7,0.1525
mc_20260807_0627_medium_000030,mc_20260807_0627_medium/task_0006,30,medium,2026-08-07T06:27:26.376,2026-08-07T06:27:50.650,2026-08-07T06:27:26.382,2026-08-07T06:27:30.020,2026-08-07T06:27:30.028,0.01,3.64,0.01,20.62,24.27,21,8,1055,11808.0,3570.8,30.24,1.0,,9.412,7,0.1694
mc_20260807_0627_medium_000031,mc_20260807_0627_medium/task_0006,31,medium,2026-08-07T06:27:50.654,2026-08-07T06:28:04.300,2026-08-07T06:27:50.659,2026-08-07T06:27:55.350,2026-08-07T06:27:55.350,0.01,4.69,0.0,8.95,13.65,13,0,870,11808.0,0.0,0.0,1.0,,9.221,7,0.16
mc_20260807_0627_medium_000032,mc_20260807_0627_medium/task_0006,32,medium,2026-08-07T06:28:04.301,2026-08-07T06:28:26.959,2026-08-07T06:28:04.304,2026-08-07T06:28:07.552,2026-08-07T06:28:07.553,0.0,3.25,0.0,19.41,22.66,22,9,1190,11808.0,4184.8,35.44,1.0,,9.323,7,0.1554
