trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000120,mc_v2_20260811_medium/task_0024,120,medium,Nygaard_TurboGaussian,8551.176071736552,7576.972586445452,11.393,7571.27,11.459,8
mc_v2_20260811_medium_000120,mc_v2_20260811_medium/task_0024,120,medium,SuperGaussian,8842.519916977977,7966.615388550594,9.906,7960.25,9.978,8
mc_v2_20260811_medium_000120,mc_v2_20260811_medium/task_0024,120,medium,Bastankhah_PorteAgel_2014,9314.254904832185,8732.660350223721,6.244,8728.02,6.294,8
mc_v2_20260811_medium_000121,mc_v2_20260811_medium/task_0024,121,medium,Nygaard_TurboGaussian,8235.513227067211,7360.81086001896,10.621,7356.66,10.671,6
mc_v2_20260811_medium_000121,mc_v2_20260811_medium/task_0024,121,medium,SuperGaussian,8541.822835974872,7734.599613685563,9.45,7729.32,9.512,6
mc_v2_20260811_medium_000121,mc_v2_20260811_medium/task_0024,121,medium,Bastankhah_PorteAgel_2014,9036.165058540426,8490.037923383024,6.044,8486.52,6.083,6
mc_v2_20260811_medium_000122,mc_v2_20260811_medium/task_0024,122,medium,Nygaard_TurboGaussian,7307.904553287795,6450.4810694874795,11.733,6388.91,12.575,12
mc_v2_20260811_medium_000122,mc_v2_20260811_medium/task_0024,122,medium,SuperGaussian,7472.414384890624,6689.550742165207,10.477,6638.65,11.158,12
mc_v2_20260811_medium_000122,mc_v2_20260811_medium/task_0024,122,medium,Bastankhah_PorteAgel_2014,7831.567162694999,7306.3528778300015,6.706,7273.34,7.128,12
mc_v2_20260811_medium_000123,mc_v2_20260811_medium/task_0024,123,medium,Nygaard_TurboGaussian,7527.776882080045,6642.276900880541,11.763,6638.57,11.812,7
mc_v2_20260811_medium_000123,mc_v2_20260811_medium/task_0024,123,medium,SuperGaussian,7698.839538437136,6875.952305056888,10.688,6874.05,10.713,7
mc_v2_20260811_medium_000123,mc_v2_20260811_medium/task_0024,123,medium,Bastankhah_PorteAgel_2014,8074.37798806976,7532.891127791284,6.706,7531.48,6.724,7
mc_v2_20260811_medium_000124,mc_v2_20260811_medium/task_0024,124,medium,Nygaard_TurboGaussian,8201.875180987334,7364.217557788237,10.213,7311.3,10.858,8
mc_v2_20260811_medium_000124,mc_v2_20260811_medium/task_0024,124,medium,SuperGaussian,8299.237301041248,7498.749721036755,9.645,7452.39,10.204,8
mc_v2_20260811_medium_000124,mc_v2_20260811_medium/task_0024,124,medium,Bastankhah_PorteAgel_2014,8648.687487888765,8125.910527480843,6.045,8100.69,6.336,8
