trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000005,mc_20260807_0627_low/task_0001,5,Nygaard_TurboGaussian,7.86,3053.025111513983,3002.290158727983,1.662,2662.532862353318,12.79
mc_20260807_0627_low_000005,mc_20260807_0627_low/task_0001,5,SuperGaussian,2.17,3103.5532849874317,3099.911723082862,0.117,2806.057956681334,9.586
mc_20260807_0627_low_000006,mc_20260807_0627_low/task_0001,6,Nygaard_TurboGaussian,13.81,3749.9470483488076,3691.6426853768708,1.555,3266.4666951161903,12.893
mc_20260807_0627_low_000006,mc_20260807_0627_low/task_0001,6,SuperGaussian,6.44,3798.47810407859,3794.212206528515,0.112,3415.2748619452823,10.088
mc_20260807_0627_low_000007,mc_20260807_0627_low/task_0001,7,Nygaard_TurboGaussian,10.5,3327.603340328542,3266.9967804177886,1.821,2872.4842637861348,13.677
mc_20260807_0627_low_000007,mc_20260807_0627_low/task_0001,7,SuperGaussian,4.75,3378.34204085474,3373.8947012828407,0.132,3025.903888623477,10.432
mc_20260807_0627_low_000008,mc_20260807_0627_low/task_0001,8,Nygaard_TurboGaussian,7.74,3021.6722788028183,2975.0774669248385,1.542,2635.1737078437964,12.791
mc_20260807_0627_low_000008,mc_20260807_0627_low/task_0001,8,SuperGaussian,2.67,3069.3350289704017,3065.916882266639,0.111,2773.131822088198,9.65
mc_20260807_0627_low_000009,mc_20260807_0627_low/task_0001,9,Nygaard_TurboGaussian,4.24,3314.8415811345617,3256.430713581478,1.762,2973.4917887722854,10.298
mc_20260807_0627_low_000009,mc_20260807_0627_low/task_0001,9,SuperGaussian,1.56,3363.9995728981103,3359.822537737593,0.124,3107.1152153496314,7.636
