trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000110,mc_v2_20260811_high/task_0022,110,high,Nygaard_TurboGaussian,7975.512332204515,6981.452764168616,12.464,6921.07,13.221,19
mc_v2_20260811_high_000110,mc_v2_20260811_high/task_0022,110,high,SuperGaussian,8216.383247873739,7313.301280892087,10.991,7265.46,11.573,19
mc_v2_20260811_high_000110,mc_v2_20260811_high/task_0022,110,high,Bastankhah_PorteAgel_2014,8659.618742302891,8067.628831571696,6.836,8036.06,7.201,19
mc_v2_20260811_high_000111,mc_v2_20260811_high/task_0022,111,high,Nygaard_TurboGaussian,7785.6554804157995,6795.633671471614,12.716,6752.94,13.264,20
mc_v2_20260811_high_000111,mc_v2_20260811_high/task_0022,111,high,SuperGaussian,7956.518300743822,7204.145797253403,9.456,7168.18,9.908,20
mc_v2_20260811_high_000111,mc_v2_20260811_high/task_0022,111,high,Bastankhah_PorteAgel_2014,8330.967671329896,7799.154854074717,6.384,7775.05,6.673,20
mc_v2_20260811_high_000112,mc_v2_20260811_high/task_0022,112,high,Nygaard_TurboGaussian,8135.913927919513,7259.000917200499,10.778,7202.45,11.473,23
mc_v2_20260811_high_000112,mc_v2_20260811_high/task_0022,112,high,SuperGaussian,8236.390748054344,7408.374406834111,10.053,7351.55,10.743,23
mc_v2_20260811_high_000112,mc_v2_20260811_high/task_0022,112,high,Bastankhah_PorteAgel_2014,8587.877173128021,8045.346875117215,6.317,8010.71,6.721,23
mc_v2_20260811_high_000113,mc_v2_20260811_high/task_0022,113,high,Nygaard_TurboGaussian,9234.81208084786,8245.29169054211,10.715,8186.48,11.352,19
mc_v2_20260811_high_000113,mc_v2_20260811_high/task_0022,113,high,SuperGaussian,9547.612656535472,8685.906781044016,9.025,8640.78,9.498,19
mc_v2_20260811_high_000113,mc_v2_20260811_high/task_0022,113,high,Bastankhah_PorteAgel_2014,10059.146949505615,9482.88142860106,5.729,9456.26,5.993,19
mc_v2_20260811_high_000114,mc_v2_20260811_high/task_0022,114,high,Nygaard_TurboGaussian,8005.237083081236,7204.493792201889,10.003,7165.12,10.495,19
mc_v2_20260811_high_000114,mc_v2_20260811_high/task_0022,114,high,SuperGaussian,8236.030263474222,7507.494694455215,8.846,7477.65,9.208,19
mc_v2_20260811_high_000114,mc_v2_20260811_high/task_0022,114,high,Bastankhah_PorteAgel_2014,8664.684222570753,8179.733994437168,5.597,8160.38,5.82,19
