trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000100,mc_v2_20260811_high/task_0020,100,high,Nygaard_TurboGaussian,7954.0075832993425,7011.334366929741,11.852,6974.42,12.316,15
mc_v2_20260811_high_000100,mc_v2_20260811_high/task_0020,100,high,SuperGaussian,8246.011439674003,7372.284518776055,10.596,7337.53,11.017,15
mc_v2_20260811_high_000100,mc_v2_20260811_high/task_0020,100,high,Bastankhah_PorteAgel_2014,8706.901902187474,8125.407795786178,6.679,8103.56,6.929,15
mc_v2_20260811_high_000101,mc_v2_20260811_high/task_0020,101,high,Nygaard_TurboGaussian,7531.268361239393,6673.4855220441705,11.39,6624.57,12.039,17
mc_v2_20260811_high_000101,mc_v2_20260811_high/task_0020,101,high,SuperGaussian,7750.2035165611705,6977.108206298495,9.975,6942.75,10.418,17
mc_v2_20260811_high_000101,mc_v2_20260811_high/task_0020,101,high,Bastankhah_PorteAgel_2014,8147.128009026634,7629.9745839172465,6.348,7605.99,6.642,17
mc_v2_20260811_high_000102,mc_v2_20260811_high/task_0020,102,high,Nygaard_TurboGaussian,8990.681227708534,7997.14382006692,11.051,7901.37,12.116,20
mc_v2_20260811_high_000102,mc_v2_20260811_high/task_0020,102,high,SuperGaussian,9298.446846906074,8395.86349024579,9.707,8278.77,10.966,20
mc_v2_20260811_high_000102,mc_v2_20260811_high/task_0020,102,high,Bastankhah_PorteAgel_2014,9787.48927032169,9190.525263234249,6.099,9123.57,6.783,20
mc_v2_20260811_high_000103,mc_v2_20260811_high/task_0020,103,high,Nygaard_TurboGaussian,7826.227773648485,6917.86226987481,11.607,6883.71,12.043,16
mc_v2_20260811_high_000103,mc_v2_20260811_high/task_0020,103,high,SuperGaussian,8069.739845359065,7209.151369471638,10.664,7169.99,11.15,16
mc_v2_20260811_high_000103,mc_v2_20260811_high/task_0020,103,high,Bastankhah_PorteAgel_2014,8514.177750879564,7938.635813098726,6.76,7918.28,6.999,16
mc_v2_20260811_high_000104,mc_v2_20260811_high/task_0020,104,high,Nygaard_TurboGaussian,8516.029609396937,7616.143045157989,10.567,7591.1,10.861,12
mc_v2_20260811_high_000104,mc_v2_20260811_high/task_0020,104,high,SuperGaussian,8752.968595051705,7924.0778422365875,9.47,7899.5,9.751,12
mc_v2_20260811_high_000104,mc_v2_20260811_high/task_0020,104,high,Bastankhah_PorteAgel_2014,9193.335819694616,8648.835594137212,5.923,8632.36,6.102,12
