trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,0,0.0,1.406,1.406,0,8305.468940695231,7444.874819262604,7444.874819262604,10.362
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,1,1.406,4.176,2.771,1,8305.468940695231,7444.874819262604,7444.792640815666,10.363
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,2,4.176,6.074,1.897,2,8305.468940695231,7444.874819262604,7433.212461807974,10.502
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,3,6.074,7.427,1.354,3,8305.468940695231,7444.874819262604,7432.674653535942,10.509
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,4,7.427,8.232,0.805,4,8305.468940695231,7444.874819262604,7432.674653535942,10.509
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,5,8.232,11.199,2.968,5,8305.468940695231,7444.874819262604,7432.64472436747,10.509
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,6,11.199,15.853,4.654,6,8305.468940695231,7444.874819262604,7426.844058446515,10.579
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,7,15.853,16.924,1.071,7,8305.468940695231,7444.874819262604,7419.000798241127,10.673
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,Nygaard_TurboGaussian,8,16.924,25.0,8.076,8,8305.468940695231,7444.874819262604,7389.789339692028,11.025
mc_v2_20260811_medium_000050,mc_v2_20260811_medium/task_0010,50,medium,SuperGaussian,0,0.0,1.406,1.406,0,8545.334764525236,7764.481571548927,7764.481571548927,9.138
