trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000050,mc_20260807_0627_medium/task_0010,50,Nygaard_TurboGaussian,27.28,3354.4455525445983,3293.5990781161545,1.814,2875.32058035788,14.283
mc_20260807_0627_medium_000050,mc_20260807_0627_medium/task_0010,50,SuperGaussian,5.23,3407.4583933119993,3403.023754891952,0.13,3031.9965692106457,11.019
mc_20260807_0627_medium_000051,mc_20260807_0627_medium/task_0010,51,Nygaard_TurboGaussian,16.9,3079.685592384501,3024.14910617369,1.803,2642.186142186216,14.206
mc_20260807_0627_medium_000051,mc_20260807_0627_medium/task_0010,51,SuperGaussian,3.97,3128.229543055963,3124.168198967958,0.13,2778.1629523348142,11.191
mc_20260807_0627_medium_000052,mc_20260807_0627_medium/task_0010,52,Nygaard_TurboGaussian,8.25,3250.5661889297635,3193.669666171305,1.75,2876.973022190504,11.493
mc_20260807_0627_medium_000052,mc_20260807_0627_medium/task_0010,52,SuperGaussian,2.76,3301.834260862722,3297.724436981718,0.124,3045.376475338459,7.767
mc_20260807_0627_medium_000053,mc_20260807_0627_medium/task_0010,53,Nygaard_TurboGaussian,14.36,3228.7228022267336,3170.5756026435665,1.801,2799.456767337956,13.295
mc_20260807_0627_medium_000053,mc_20260807_0627_medium/task_0010,53,SuperGaussian,3.63,3281.5680003696493,3277.291189415252,0.13,2963.873040780988,9.681
mc_20260807_0627_medium_000054,mc_20260807_0627_medium/task_0010,54,Nygaard_TurboGaussian,10.01,2983.8374883878273,2935.4515054976846,1.622,2576.648148861577,13.646
mc_20260807_0627_medium_000054,mc_20260807_0627_medium/task_0010,54,SuperGaussian,2.44,3033.8320682243875,3030.3174528111767,0.116,2709.7884915305876,10.681
