trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000080,mc_v2_20260811_low/task_0016,80,low,Nygaard_TurboGaussian,8007.244684065912,7177.726933653371,10.36,7154.95,10.644,4
mc_v2_20260811_low_000080,mc_v2_20260811_low/task_0016,80,low,SuperGaussian,8187.638556826817,7411.611247223149,9.478,7394.95,9.682,4
mc_v2_20260811_low_000080,mc_v2_20260811_low/task_0016,80,low,Bastankhah_PorteAgel_2014,8587.896217853298,8067.139121127885,6.064,8058.05,6.17,4
mc_v2_20260811_low_000081,mc_v2_20260811_low/task_0016,81,low,Nygaard_TurboGaussian,8474.742985433462,7435.751516325881,12.26,7419.17,12.456,4
mc_v2_20260811_low_000081,mc_v2_20260811_low/task_0016,81,low,SuperGaussian,8639.12766923005,7803.82356123848,9.669,7788.25,9.849,4
mc_v2_20260811_low_000081,mc_v2_20260811_low/task_0016,81,low,Bastankhah_PorteAgel_2014,9012.663983930022,8448.636481153786,6.258,8440.61,6.347,4
mc_v2_20260811_low_000082,mc_v2_20260811_low/task_0016,82,low,Nygaard_TurboGaussian,8333.255127152464,7334.352859656185,11.987,7307.14,12.313,5
mc_v2_20260811_low_000082,mc_v2_20260811_low/task_0016,82,low,SuperGaussian,8443.167368959832,7498.675866061148,11.186,7458.3,11.665,5
mc_v2_20260811_low_000082,mc_v2_20260811_low/task_0016,82,low,Bastankhah_PorteAgel_2014,8846.919315727817,8231.285024510013,6.959,8206.97,7.234,5
mc_v2_20260811_low_000083,mc_v2_20260811_low/task_0016,83,low,Nygaard_TurboGaussian,7585.875264061819,6730.852760198193,11.271,6730.77,11.272,4
mc_v2_20260811_low_000083,mc_v2_20260811_low/task_0016,83,low,SuperGaussian,7813.4105014094785,7037.644058814014,9.929,7037.58,9.929,4
mc_v2_20260811_low_000083,mc_v2_20260811_low/task_0016,83,low,Bastankhah_PorteAgel_2014,8225.520975985602,7716.036131796077,6.194,7715.99,6.194,4
mc_v2_20260811_low_000084,mc_v2_20260811_low/task_0016,84,low,Nygaard_TurboGaussian,7774.679629897822,7006.976360647973,9.874,6999.08,9.976,5
mc_v2_20260811_low_000084,mc_v2_20260811_low/task_0016,84,low,SuperGaussian,7934.004752844391,7206.552925239005,9.169,7200.88,9.24,5
mc_v2_20260811_low_000084,mc_v2_20260811_low/task_0016,84,low,Bastankhah_PorteAgel_2014,8286.511555222405,7805.579901056408,5.804,7802.2,5.845,5
