trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,Nygaard_TurboGaussian,16.24,3303.1070178208183,3248.4439806350065,1.655,2896.3346669920193,12.315
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,SuperGaussian,4.07,3353.5469054046252,3349.5625407345733,0.119,3047.7041276785935,9.12
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,Nygaard_TurboGaussian,13.36,3060.6147624798814,3006.0230016382548,1.784,2608.178286743322,14.783
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,SuperGaussian,3.78,3112.1643552502915,3108.234186987943,0.126,2778.180637855632,10.732
mc_20260807_0627_high_000087,mc_20260807_0627_high/task_0017,87,Nygaard_TurboGaussian,8.77,3165.819833824015,3097.564940548984,2.156,2704.5526663206683,14.57
mc_20260807_0627_high_000087,mc_20260807_0627_high/task_0017,87,SuperGaussian,2.57,3219.820805685355,3214.949960422542,0.151,2873.1456725305907,10.767
mc_20260807_0627_high_000088,mc_20260807_0627_high/task_0017,88,Nygaard_TurboGaussian,10.62,3184.0320743923244,3128.7729368790087,1.736,2731.447854727624,14.214
mc_20260807_0627_high_000088,mc_20260807_0627_high/task_0017,88,SuperGaussian,3.09,3235.757708769388,3231.819242615292,0.122,2894.246293575425,10.554
mc_20260807_0627_high_000089,mc_20260807_0627_high/task_0017,89,Nygaard_TurboGaussian,14.8,3174.8019288331034,3119.4765365736075,1.743,2692.621969860833,15.188
mc_20260807_0627_high_000089,mc_20260807_0627_high/task_0017,89,SuperGaussian,4.47,3226.9314186226447,3222.921873144642,0.124,2872.7638015127104,10.975
