trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,75,90,90,924,924.0,1.0,1,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,30,45,330,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,130,150,180,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,45,60,210,806,806.0,1.0,24,True,staircase_8corners,DTU10MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,45,60,210,30,0.0,0.0,40,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,10,20,30,30,30.0,1.0,1,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,30,45,90,1833,1833.0,1.0,4,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,20,30,0,924,462.0,0.5,89,True,staircase_7corners,DTU10MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,10,20,210,2080,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,75,90,30,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,30,45,90,715,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,20,30,300,715,178.75,0.25,129,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,60,75,210,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,110,130,240,1833,1833.0,1.0,1,True,staircase_9corners,DTU10MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,20,30,90,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,10,20,180,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,20,30,30,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,110,130,300,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,130,150,0,780,780.0,1.0,3,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,45,60,270,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,75,90,180,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,90,110,120,715,178.75,0.25,143,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,45,60,240,218.0,109.0,0.5,116,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,90,110,120,924,462.0,0.5,89,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,20,30,270,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,20,30,210,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,3,10,210,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,3,10,300,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,90,110,150,2080,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,110,130,0,924,462.0,0.5,105,True,staircase_6corners,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,20,30,30,572,286.0,0.5,86,True,staircase_6corners,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,75,90,90,715,715.0,1.0,1,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,10,20,210,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,90,110,90,572,572.0,1.0,1,True,staircase_7corners,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,45,60,60,806,403.0,0.5,82,True,staircase_8corners,DTU10MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,20,30,180,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,30,45,330,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,45,60,330,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,30,45,300,30,30.0,1.0,4,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,110,130,60,715,0.0,0.0,160,False,,Haliade-X 13MW
