eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-1555.5825494711817,1555.5825494711817,2.86827499693705,1225.834;132.432;3149.886;4929.551;2857.385;3300.904;86.910;3314.127;6404.285;5785.407;4963.758;739.405;6078.548;5828.649;1122.589;4299.871;139.289;793.813;2151.298;1073.804;5161.061;5564.272;2343.447;2167.832;759.296;570.881;4846.536;4076.895;378.581;3262.622;2731.400;5766.257;4881.374;4094.036;3756.210;6453.896;6709.379;2298.768;1631.148;5415.763;433.068;2479.386;476.155;2171.700;478.602;1973.793;5372.688;6156.722;5389.825;3820.367;4188.925;2458.088;1147.958;2966.438;4983.212;427.636;140.984;5239.727;2039.674;4767.917;4995.741;6343.751;2722.233;2437.378;5484.654;5198.539;4437.780;5514.573;4367.061;6510.620;2270.346;5020.118;6458.866;2273.676;4159.098;2486.557;3138.474;510.014;131.535;5165.616;3078.762;4235.271;5031.670;2846.911;2499.800;1149.396;5398.332;5664.654;4992.648;5952.003;4406.784;4733.250;1312.523;5219.899;2271.764;2978.123;2168.318;3864.370;4479.108;3913.798;2163.673;1482.423;5745.582;2054.720;2979.901;621.619;2046.658;582.725;2337.250;4823.247;6622.984;4251.529;1831.264;4465.620;4263.585;5614.435;3629.119;6195.627;2825.425;1945.104;3529.253;6272.662;4922.597;3358.608;3382.975;4411.311;3044.844;3744.348;6603.991;6340.413;5716.661;863.928;3784.344;2491.705;6200.209;2133.018;6329.208;1620.753;2858.657;6527.746;4049.309;6338.611;3664.182;1550.651;4848.148;3546.700;3437.218;928.095;985.452;6321.315;6501.196;6568.330;2432.967;311.917;3766.705;5006.904;4406.716;359.943;1583.603;4800.013;374.577;5756.179;6725.752;1685.038;367.984;6661.914;5217.071;3088.545;3252.145;6225.420;2419.645;361.623;4174.998;2125.304;4634.601;6446.060;2451.943;1679.587;360.073;5655.288;532.983;6474.793;4801.804;6198.423;5538.198;1296.907;1196.144;6537.437;1979.058;5376.172;1161.373;2033.814;4579.733;1689.254;5112.697;5978.941;2178.533;2031.214;188.582;2874.088;445.037;3907.660;4677.966;3864.480;4105.341;4077.621;6138.003;3611.000;5857.470;2393.407;956.256;1508.764;5394.318;1561.849;5253.257;6139.290;3701.833;973.914;4239.777;2580.581;6177.446;1520.742;1593.162;3280.055;3356.170;1276.807;2545.482;4543.563;3199.536;406.094;2824.091;2827.505;3043.712;162.111;1863.148;6462.797;6004.446;6396.821;5160.453;2951.146;6375.028;2044.495;4033.868;3994.553;2997.127;1702.504;2247.278;4371.851;1931.347;2354.131;2407.898;2208.680;5634.005;3711.340;124.915;5042.735;3414.755;5296.474;3363.033;2113.697;5707.161;1178.746;1892.281;3292.206;5847.124;783.442;2303.082;3619.233;4612.777;715.320;5135.929;3787.063;3516.582;2589.919;2139.600;6055.431;6757.680;1191.461;1438.208;4535.832;5199.028;5596.167;2056.630;1421.882;493.471;2559.059;3824.896;5933.349;224.702;609.656;4441.387;4564.983;844.094;655.287;190.239;4411.392;1903.026;1638.752;4518.933;822.803;3647.610;618.289;447.096;4546.026;5382.978;3144.509;2734.593;4770.532;517.081;1892.324;6155.818;6452.899;261.093;20.836;5221.612;3072.772;5184.527;4372.285;3046.171;4827.871;4110.785;106.869;3169.620;5997.632,5305.934;4453.511;4226.735;5552.964;1981.129;2679.915;4288.463;5582.499;2185.443;1145.651;1851.343;2985.039;669.548;4272.681;6096.064;2326.945;6503.377;2853.471;3643.058;6641.770;4828.228;3437.463;5130.995;3218.490;4906.703;1511.974;522.890;4074.269;3561.051;3132.666;798.847;6354.899;759.821;6578.762;2163.210;1916.444;6391.927;6532.037;4764.498;6495.598;1189.851;5825.163;4203.751;2009.803;4055.742;743.182;5385.531;4364.766;727.877;1493.680;1983.841;3221.265;1568.258;2023.406;3750.083;999.502;5122.572;3063.865;2768.291;3899.663;1072.254;6062.378;783.084;3720.406;6561.627;946.500;4751.910;6631.330;6771.632;2364.613;4255.191;6408.157;4246.858;5935.174;4743.514;250.924;2349.589;6078.025;3187.844;2950.996;2073.457;1086.208;4548.338;2688.319;5998.320;293.693;5945.575;628.111;5599.923;3114.570;5033.190;3066.037;1078.043;6447.690;4368.850;1460.755;4056.297;1425.481;2733.171;4047.530;4149.823;733.976;1309.455;3116.086;3509.871;5829.261;3921.777;5518.325;2514.009;1276.535;1901.902;169.827;2476.091;4321.403;5725.411;1596.595;4799.214;5116.589;4700.289;6550.975;3943.203;3016.181;3650.232;32.380;45.715;3356.485;2560.832;917.872;2409.154;4361.892;3554.940;2695.566;5236.301;362.807;6025.755;4618.100;2852.512;4703.775;6386.852;4452.904;4544.737;4774.261;6226.637;6047.415;1899.668;152.513;1889.143;2475.381;1682.690;3109.663;6378.316;1287.607;2594.198;5664.684;891.225;2396.169;3746.071;5231.668;5860.528;1740.665;6475.982;2956.995;890.601;1081.055;2974.099;5520.484;469.093;1479.036;5451.828;5598.884;1360.171;382.351;4447.426;5398.808;338.425;3553.745;964.423;4085.870;764.603;896.137;3675.742;6439.569;194.517;675.923;1373.324;5539.913;1633.942;1849.750;2919.702;5826.292;1905.822;3207.698;3229.763;3397.190;3031.827;5474.617;1359.293;3429.884;890.975;5925.126;2889.720;6786.650;4510.303;1387.723;6288.933;1996.447;4341.123;5203.285;702.397;1252.075;2901.415;2438.302;2148.010;1837.393;2451.836;6674.713;3117.474;3113.549;1703.440;1289.818;1750.563;6022.408;6026.442;1161.088;2697.017;3946.962;3763.722;1369.617;419.758;5417.105;882.861;2703.041;5183.562;4660.050;2776.769;5435.274;6754.135;3263.687;6017.775;3542.059;2640.243;6728.775;5249.555;921.032;3679.492;2578.595;3369.444;5138.655;2294.727;4087.427;1619.979;3013.545;6046.595;5010.872;2467.704;1891.936;4100.354;3230.111;6715.310;2013.350;6261.483;1594.831;5449.235;5884.612;1284.602;3018.082;4834.784;2801.682;730.580;5219.350;3309.074;1254.573;348.886;3540.630;1987.690;5530.399;1071.298;111.449;6172.179;2840.530;5804.888;3878.004;5990.050;6380.730;573.511;1897.502;1245.446;6505.020;4724.171;6294.590;6699.756;5384.122;5944.286;6397.430;4143.648;5573.803;6626.563;3206.013;1473.732;4524.703;376.872;2104.004;2561.910;5473.344;162.931;2187.769;2085.301;4505.338;5952.167;3267.225;5738.948;2870.712;3416.308;2183.463;1333.646;6055.426;4096.032;1823.906;3663.357;2752.981;250.542;4737.949;5901.829;4139.395,init
47,21118.884660482407,46,-1758.4361799866028,1758.4361799866028,0.0,1318.928;20.720;3314.460;4530.085;2688.252;3225.275;25.816;3424.649;6769.146;6655.337;5412.039;3.191;6488.045;6174.340;1211.767;4817.947;0.358;19.941;2332.801;1095.171;5445.020;6262.789;2439.317;1791.753;1176.459;2.114;5218.404;4344.442;276.360;3610.918;1858.025;5535.660;5182.317;3627.972;3482.801;6791.408;6799.767;2917.590;1617.889;4898.402;1.194;2779.535;473.114;2085.133;66.921;929.977;5354.534;6253.510;5631.674;4087.615;4827.215;2066.172;400.636;3079.856;5800.174;141.089;12.285;5730.102;1485.028;5415.036;5578.329;6798.525;1427.439;2842.695;5174.670;6092.522;4815.246;5425.042;4208.064;6796.761;2474.220;4659.259;6799.124;2269.684;4377.584;1190.138;3096.662;2.598;0.338;5525.547;2857.408;4163.163;5573.584;2683.791;2673.141;292.090;5151.996;6252.380;4927.845;6566.185;5178.230;4878.459;561.673;4548.843;3008.110;2534.365;2112.472;3274.565;5469.104;4006.811;1938.606;539.215;6038.406;1441.012;3073.196;373.378;1687.776;862.116;1981.517;5017.707;6780.661;4235.348;892.702;4994.070;4149.225;6025.906;4020.405;6784.680;3141.136;2189.962;3675.264;6196.259;5120.473;1769.430;2401.838;4572.611;2872.766;3442.317;6799.497;6797.414;6692.870;340.471;3885.892;1023.723;6180.655;2022.232;6343.884;1513.796;3180.753;6796.052;3801.703;6796.690;3308.092;2000.574;5337.033;2797.931;3574.845;526.170;277.801;6768.875;6798.869;6799.345;2431.361;30.803;3527.745;5258.304;4425.256;584.152;1685.320;4905.723;382.484;5900.256;6799.809;1050.469;3.036;6799.646;5617.116;2937.966;3476.677;6381.066;1778.275;0.928;4410.424;2115.962;4768.008;6796.401;1409.020;1187.836;1.621;6604.825;564.942;6550.761;4833.270;6797.722;5849.959;989.289;756.271;6799.326;1756.746;5244.736;582.535;1790.577;4687.331;823.177;5218.312;6052.636;1438.477;1269.659;0.484;2723.419;1.143;3825.833;5303.679;3781.345;3781.842;4384.720;6351.726;3698.053;6231.517;1615.373;434.170;992.957;6316.161;1247.545;5892.085;6245.079;4154.261;816.982;4240.650;1754.037;6294.714;1335.653;1718.790;2953.616;3523.380;586.504;2760.559;4523.845;2053.069;19.231;2244.438;2495.851;3643.096;2.584;1418.687;6798.971;5736.455;6798.558;4792.516;2407.251;6327.057;2607.454;4135.439;4084.549;3205.748;745.298;2356.489;4155.459;1073.531;2614.908;2112.423;2325.196;5828.330;3858.047;6.036;5703.324;3547.526;5648.850;3499.042;1155.558;5616.983;871.122;1696.524;3965.448;6402.015;518.726;2906.086;3835.297;4641.414;967.377;5975.356;3358.407;2659.879;2384.083;1581.657;6463.044;6799.891;610.274;1722.958;4467.105;4742.697;6050.007;2178.076;1438.508;301.399;2315.186;3936.401;6026.390;403.490;740.350;4588.388;4719.160;501.788;735.656;0.632;4426.056;2278.254;1105.418;4218.238;908.776;3180.464;328.693;6.617;4298.063;5930.401;3437.891;2594.624;5248.431;35.061;1832.289;6074.246;6799.109;0.688;0.053;5494.163;3187.677;5790.941;4873.423;2943.294;5252.085;3825.560;0.274;3374.264;6387.201,5386.917;4682.875;4113.520;5083.234;1108.526;2853.342;4459.957;5440.206;2023.525;1032.674;1302.887;2909.025;4.516;5035.021;6450.177;2041.976;6799.238;2731.587;4212.889;6799.594;5471.749;3801.482;5357.410;3922.111;4952.816;1451.062;3.418;3678.966;3863.991;2894.876;344.182;6488.691;362.572;6506.807;2070.604;1831.286;6798.952;6799.038;5072.921;6770.565;1048.508;5782.623;4724.534;1641.856;4154.386;5.039;5682.077;5312.275;388.662;1826.095;1715.867;2696.985;1033.134;1282.856;4419.982;770.746;5592.003;3425.215;2366.511;4001.404;707.454;6285.795;3.545;3881.061;6797.583;797.924;4088.958;6799.567;6799.927;2539.637;5027.721;6334.785;4465.440;5843.089;4497.705;5.506;2065.929;6528.307;3329.317;2821.255;1802.430;249.053;5250.033;2697.264;6531.839;397.470;6281.258;415.864;5280.401;3504.672;4596.848;2478.876;710.408;6798.194;4929.383;697.319;4499.294;962.959;2296.413;2966.092;4773.863;202.211;1085.111;2868.792;3172.714;5815.247;4197.190;5995.399;1982.722;702.643;2269.570;0.436;2703.427;3722.105;6412.280;2087.164;4000.699;5451.308;4552.825;6432.018;3536.107;3329.365;3467.512;0.083;0.117;3078.602;2363.239;320.024;2768.351;4659.512;3905.766;2519.472;5265.316;465.738;6408.600;5201.285;2986.623;4543.703;6798.578;4883.405;3271.207;5199.672;6023.142;6798.068;1655.120;0.392;1414.464;2266.275;1235.313;3273.701;6518.089;1378.046;1970.897;6149.247;27.526;1951.131;3429.529;5513.244;5957.418;1123.207;6799.168;2946.768;246.373;827.403;3139.070;5993.622;2.093;676.795;5103.894;6158.428;1378.263;0.982;4172.490;5528.372;247.881;4177.216;330.487;4334.628;208.869;598.650;3984.426;6799.075;0.499;1.735;1533.679;5704.719;1572.505;1635.843;2536.677;5960.314;1940.566;3059.756;2802.975;4122.119;3134.194;5550.951;1195.817;3843.345;521.200;6126.339;2390.663;6799.966;4299.494;1140.269;6210.070;2025.630;4732.906;4528.015;4.432;910.894;2952.431;2471.811;2275.705;1492.254;2541.827;6799.005;2659.721;3642.483;1552.381;625.927;1767.463;6157.322;6296.161;320.091;2513.899;4461.764;4362.228;960.052;51.233;5820.893;562.742;2941.178;4775.525;4988.242;3352.276;5717.662;6799.882;3670.701;6015.980;3231.915;2572.815;6799.817;5636.846;539.991;3619.519;3063.780;3930.028;4881.260;2199.356;4698.418;1010.401;2316.871;5803.866;4323.863;2000.164;1892.267;3813.185;3726.415;6799.783;1877.571;6258.129;1220.558;5639.005;5910.622;1391.737;3462.849;5419.861;2194.920;574.606;5220.994;4138.688;641.370;257.290;3574.711;1738.030;5823.510;803.737;0.286;6738.827;2344.789;5570.788;4574.856;6087.891;6798.924;2.234;1283.353;787.788;6708.286;5077.325;6256.937;6591.845;4701.856;6535.048;6798.967;3730.531;5992.086;6799.555;3223.643;1294.572;4703.353;2.496;1619.467;2193.236;5391.290;0.418;1715.973;1555.833;4945.402;6332.916;3506.301;5953.940;3024.977;3502.184;1645.006;1043.901;6335.224;4898.115;1450.741;3459.494;2654.511;0.643;5354.006;5720.141;4274.839,end
