x_coordinate,y_coordinate,x0,y0,x1,y1
1440.359915975793,261.2087197028412,0,0,10000.0,10000.0
9492.163790999151,6032.138655709138,0,0,10000.0,10000.0
3737.3969906920133,2847.4778896708976,0,0,10000.0,10000.0
9763.640544440455,4646.963845145989,0,0,10000.0,10000.0
1074.9368481857202,3775.7930993078335,0,0,10000.0,10000.0
6892.1936528520055,6817.969449583506,0,0,10000.0,10000.0
489.89931227972795,9003.005988979246,0,0,10000.0,10000.0
6648.520713491033,6118.873273474605,0,0,10000.0,10000.0
2182.239823173795,2249.0795377549434,0,0,10000.0,10000.0
5447.536611259584,9540.43574279004,0,0,10000.0,10000.0
4643.9279265177565,8348.983234134475,0,0,10000.0,10000.0
5115.12628486998,3077.114623806845,0,0,10000.0,10000.0
8231.37259745478,2631.081803591555,0,0,10000.0,10000.0
5706.059071352631,2211.4084162045365,0,0,10000.0,10000.0
1589.7696056326938,763.3385798140979,0,0,10000.0,10000.0
4522.168258301702,2638.035885092446,0,0,10000.0,10000.0
9293.713535095729,4830.320679623917,0,0,10000.0,10000.0
6605.789098022204,1988.8424648386726,0,0,10000.0,10000.0
5543.412719297332,3375.5433319248596,0,0,10000.0,10000.0
1186.311821136966,6994.091297086898,0,0,10000.0,10000.0
8652.092981963599,5757.657534560449,0,0,10000.0,10000.0
6132.540227895405,2045.9931902924611,0,0,10000.0,10000.0
9087.446364909749,2217.9049720798816,0,0,10000.0,10000.0
537.9911178281716,1156.2600868823624,0,0,10000.0,10000.0
8364.712489674374,2113.812333914964,0,0,10000.0,10000.0
3245.547304316555,8934.552526749278,0,0,10000.0,10000.0
1227.744178505792,3003.4374027272993,0,0,10000.0,10000.0
2247.9574301889793,8850.527512820163,0,0,10000.0,10000.0
6857.71025579733,3262.5662964777234,0,0,10000.0,10000.0
5337.864104186488,782.4004673588958,0,0,10000.0,10000.0
4993.23035098632,8045.285042784521,0,0,10000.0,10000.0
4790.268080132025,5649.686546078851,0,0,10000.0,10000.0
9278.205060066895,8887.512912450644,0,0,10000.0,10000.0
3268.247164371594,1148.3986306442905,0,0,10000.0,10000.0
9987.843865406045,8339.193729085564,0,0,10000.0,10000.0
5013.948667227569,1124.185865280153,0,0,10000.0,10000.0
3474.3927399293007,370.26078239877467,0,0,10000.0,10000.0
699.9864326286653,7627.327049464633,0,0,10000.0,10000.0
6249.380143919036,1124.9814789543477,0,0,10000.0,10000.0
1061.5198512747647,8374.546402743881,0,0,10000.0,10000.0
1845.0861207708501,5329.408472412999,0,0,10000.0,10000.0
9981.702913453893,5381.412486822194,0,0,10000.0,10000.0
7470.0468802837,9600.520031538887,0,0,10000.0,10000.0
3769.46172183118,9758.04000131093,0,0,10000.0,10000.0
3855.3166415962924,8251.325845728696,0,0,10000.0,10000.0
6671.440492153977,3981.1102650246166,0,0,10000.0,10000.0
3944.1882267407846,5418.03273617981,0,0,10000.0,10000.0
152.26801783798982,2136.935973893497,0,0,10000.0,10000.0
8161.981766015993,5427.601268765469,0,0,10000.0,10000.0
8376.682096001228,8564.478358698816,0,0,10000.0,10000.0
1684.739408185867,2065.4606639007256,0,0,10000.0,10000.0
8001.834667272995,3596.6311470117807,0,0,10000.0,10000.0
1989.206860229241,8378.894536940603,0,0,10000.0,10000.0
7209.145107138267,935.8662181068511,0,0,10000.0,10000.0
6120.414588307078,7720.276528902727,0,0,10000.0,10000.0
5072.5118598582485,4402.9723684387145,0,0,10000.0,10000.0
4234.548492365071,4.200798729269151,0,0,10000.0,10000.0
2697.908522401411,857.6429480950765,0,0,10000.0,10000.0
6561.320520563672,4987.412523699372,0,0,10000.0,10000.0
2943.8533118929513,2875.477606740735,0,0,10000.0,10000.0
4069.3574255769818,6993.629251150897,0,0,10000.0,10000.0
3960.1242584004103,3672.5574142221153,0,0,10000.0,10000.0
6044.833059647107,9762.048034171496,0,0,10000.0,10000.0
8823.346237837884,8449.54464756481,0,0,10000.0,10000.0
2724.3087852306103,5332.387829671301,0,0,10000.0,10000.0
971.7973436364603,4822.460122317099,0,0,10000.0,10000.0
6467.118974955603,9453.518927099787,0,0,10000.0,10000.0
6128.220364788796,3024.0041626843895,0,0,10000.0,10000.0
7101.123716648074,2572.568344162952,0,0,10000.0,10000.0
2984.9526167674358,3845.3348483608406,0,0,10000.0,10000.0
8891.729198099258,9685.071080649523,0,0,10000.0,10000.0
773.6849888732822,1934.7140126450179,0,0,10000.0,10000.0
143.73504969070638,5600.534250665765,0,0,10000.0,10000.0
3495.3515500406875,3916.0529578902715,0,0,10000.0,10000.0
5654.979866109632,8266.324281804813,0,0,10000.0,10000.0
1169.3306012081905,2329.7283381502666,0,0,10000.0,10000.0
5025.747286335167,7555.086733415348,0,0,10000.0,10000.0
2963.673644580731,9382.285044887267,0,0,10000.0,10000.0
9577.403661661549,597.9271979278388,0,0,10000.0,10000.0
3631.5107299017877,8720.725920602614,0,0,10000.0,10000.0
9084.247010018338,3695.930479245868,0,0,10000.0,10000.0
153.0501038077181,4655.337578627206,0,0,10000.0,10000.0
6764.175509980081,8850.646732336207,0,0,10000.0,10000.0
4220.318361422593,7497.9849821385005,0,0,10000.0,10000.0
2900.2880242893502,4851.945552353015,0,0,10000.0,10000.0
9171.088498414774,1727.6055186418216,0,0,10000.0,10000.0
4961.727233937454,2365.0292669497762,0,0,10000.0,10000.0
2108.092701168546,1652.5134769491533,0,0,10000.0,10000.0
9858.882110939287,9517.782675601487,0,0,10000.0,10000.0
7438.156144858884,8339.99196317747,0,0,10000.0,10000.0
6102.01896242422,6906.325104448756,0,0,10000.0,10000.0
8180.963164384992,6208.2698519444275,0,0,10000.0,10000.0
411.1090430958153,6074.091253196078,0,0,10000.0,10000.0
2612.6769199073974,6493.2986607352,0,0,10000.0,10000.0
4134.4181547920125,1298.714091137957,0,0,10000.0,10000.0
1101.0032396043134,1382.176670480255,0,0,10000.0,10000.0
8683.850938722131,8925.257707983335,0,0,10000.0,10000.0
948.1547461556838,5293.497841039234,0,0,10000.0,10000.0
7721.348633053443,2073.9448227614052,0,0,10000.0,10000.0
7766.403788130903,3067.008138024595,0,0,10000.0,10000.0
1721.9125608794639,6348.897005944135,0,0,10000.0,10000.0
9717.361556982278,6889.38964317257,0,0,10000.0,10000.0
5302.252894319405,8968.031165551622,0,0,10000.0,10000.0
406.635394641327,2528.3887196450405,0,0,10000.0,10000.0
6018.173005090786,9220.934120603535,0,0,10000.0,10000.0
9355.666192630333,7612.580581704379,0,0,10000.0,10000.0
3040.211827915794,137.25482843445548,0,0,10000.0,10000.0
7113.939378325036,5.73626538663663,0,0,10000.0,10000.0
7843.339054581844,6970.112059715936,0,0,10000.0,10000.0
8649.269094190518,6845.620939905094,0,0,10000.0,10000.0
3186.020831612899,7475.556250614145,0,0,10000.0,10000.0
5808.234537672453,4824.988020162459,0,0,10000.0,10000.0
4187.510897723095,3118.430824140095,0,0,10000.0,10000.0
8486.91316072733,938.2783266771544,0,0,10000.0,10000.0
8366.307897893883,7233.689744791698,0,0,10000.0,10000.0
4358.145610549165,9916.685568421248,0,0,10000.0,10000.0
142.5073687128442,9888.02464784018,0,0,10000.0,10000.0
9529.877484404718,8296.770171355109,0,0,10000.0,10000.0
9126.837618489175,6877.474954473995,0,0,10000.0,10000.0
7994.73293413891,733.2314582640387,0,0,10000.0,10000.0
9676.641043717877,1254.1306141399277,0,0,10000.0,10000.0
4377.211741786165,3993.1680163380647,0,0,10000.0,10000.0
649.1467252371508,3605.732181523573,0,0,10000.0,10000.0
633.4569862626549,4446.184714631719,0,0,10000.0,10000.0
2164.549297444618,358.57134123231106,0,0,10000.0,10000.0
4319.59399219661,462.6310157540314,0,0,10000.0,10000.0
7680.919134465897,5470.0839575589125,0,0,10000.0,10000.0
9117.876804006268,4322.966727749019,0,0,10000.0,10000.0
8256.017022689442,4531.4677749043485,0,0,10000.0,10000.0
293.778324920142,5181.146918649365,0,0,10000.0,10000.0
4983.662861463561,6706.949054245568,0,0,10000.0,10000.0
3606.8400184503134,1634.8736359242732,0,0,10000.0,10000.0
7881.2471234194745,7850.949942217637,0,0,10000.0,10000.0
3192.1191092576705,3350.9602619970656,0,0,10000.0,10000.0
5898.387441863056,5628.4869918255545,0,0,10000.0,10000.0
497.9195897478994,285.9658657607311,0,0,10000.0,10000.0
7410.834125353641,7314.522460178388,0,0,10000.0,10000.0
2240.5598026064376,5547.336177108102,0,0,10000.0,10000.0
2606.748567841282,384.3573510426601,0,0,10000.0,10000.0
7705.487531713563,44.643494380843805,0,0,10000.0,10000.0
8048.263379796839,8896.205321447185,0,0,10000.0,10000.0
4877.239476471712,1834.9990619612565,0,0,10000.0,10000.0
1404.2194812975906,4977.8654961523625,0,0,10000.0,10000.0
1393.4411023197113,9692.105937900049,0,0,10000.0,10000.0
5426.925597163958,6530.945626430215,0,0,10000.0,10000.0
5594.298626166749,7159.158796392079,0,0,10000.0,10000.0
8547.35213463963,1691.1304425421724,0,0,10000.0,10000.0
3950.6915809635425,9073.930926572577,0,0,10000.0,10000.0
7234.874944387822,4427.155666039089,0,0,10000.0,10000.0
7736.89591922758,1292.0284750500089,0,0,10000.0,10000.0
9550.02890387238,2610.1908039241353,0,0,10000.0,10000.0
2128.890545314431,9915.50873539283,0,0,10000.0,10000.0
1973.1659537179692,4146.584724343328,0,0,10000.0,10000.0
3747.8547924405957,6099.578587953458,0,0,10000.0,10000.0
7016.982118904941,5248.848745258034,0,0,10000.0,10000.0
7296.639427634822,1477.876051043362,0,0,10000.0,10000.0
6172.641004039198,8667.538425753719,0,0,10000.0,10000.0
8381.970727813905,151.63851216078217,0,0,10000.0,10000.0
9098.506120629212,5631.847023269551,0,0,10000.0,10000.0
7291.230258174179,3748.2557528760985,0,0,10000.0,10000.0
8955.167698217656,6367.9055626902045,0,0,10000.0,10000.0
6276.017745527886,285.92757253333656,0,0,10000.0,10000.0
5644.801408489359,4185.871138829705,0,0,10000.0,10000.0
1372.9978756928529,5473.815901661486,0,0,10000.0,10000.0
7767.958860103196,6476.812788995338,0,0,10000.0,10000.0
2468.3430706897357,2973.550748183751,0,0,10000.0,10000.0
7280.79744458194,6311.330458975939,0,0,10000.0,10000.0
277.59642395485895,2983.6191886661654,0,0,10000.0,10000.0
8584.984774493249,4861.621633742725,0,0,10000.0,10000.0
2057.3834291349967,6919.2207672557,0,0,10000.0,10000.0
8806.80349971778,7940.321686573661,0,0,10000.0,10000.0
1410.139057880747,1714.7008385402373,0,0,10000.0,10000.0
4708.096214460858,9032.379595126884,0,0,10000.0,10000.0
1834.783845181991,9103.489944982917,0,0,10000.0,10000.0
6213.182349244014,3986.3588962698536,0,0,10000.0,10000.0
5081.905632310621,6054.199098812199,0,0,10000.0,10000.0
4755.953567334814,4878.004859982268,0,0,10000.0,10000.0
2559.786747974522,3408.887440916901,0,0,10000.0,10000.0
7883.74908282714,4871.63885811591,0,0,10000.0,10000.0
1724.2609546766441,7539.038509724284,0,0,10000.0,10000.0
85.88201526983919,6681.736951102779,0,0,10000.0,10000.0
9560.626450636244,5529.123397267951,0,0,10000.0,10000.0
6777.415347085206,7677.899707291199,0,0,10000.0,10000.0
9264.1571803534,2973.6814925693798,0,0,10000.0,10000.0
7413.205293258737,9091.080301846252,0,0,10000.0,10000.0
1264.7553799438715,7509.256329174422,0,0,10000.0,10000.0
5791.507058668314,1080.807356436111,0,0,10000.0,10000.0
4516.292260615084,1556.7639732866367,0,0,10000.0,10000.0
1122.8486701705808,924.6494316057585,0,0,10000.0,10000.0
9343.397741066401,9748.066023060463,0,0,10000.0,10000.0
6656.851502342358,9935.854240700366,0,0,10000.0,10000.0
2162.6258132528333,6086.299789248871,0,0,10000.0,10000.0
7918.2696042687585,8308.577497313194,0,0,10000.0,10000.0
3262.574745883179,8032.463641876882,0,0,10000.0,10000.0
9962.206614260716,6187.063319606343,0,0,10000.0,10000.0
2881.495645451383,8330.356619492844,0,0,10000.0,10000.0
2038.0185128285766,4585.268740626793,0,0,10000.0,10000.0
5129.799430299444,3862.295951884728,0,0,10000.0,10000.0
3254.399311468149,6210.454800925258,0,0,10000.0,10000.0
1734.3067579529481,1211.1770174879132,0,0,10000.0,10000.0
2921.5417561564805,4318.312819569032,0,0,10000.0,10000.0
