eval,time_s,iter,obj,aep,x,y,rms_viol
61,202.673,60,819.45,564.0749,,,0.5234
62,205.955,61,289.14,563.9612,,,0.4110
63,209.231,62,1651.73,564.4851,,,0.6625
64,212.531,63,2176.77,564.2398,,,0.7367
65,215.834,64,2175.89,563.5631,,,0.7365
66,219.118,65,2009.04,563.3694,,,0.7137
67,222.385,66,1818.68,563.7534,,,0.6869
68,225.687,67,736.12,563.7807,,,0.5074
69,228.968,68,374.07,564.2059,,,0.4310
70,232.299,69,98.63,564.9307,,,0.3625
71,235.577,70,624.72,565.6044,,,0.4855
72,238.847,71,2019.92,565.7299,,,0.7155
73,242.168,72,7041.26,564.8336,,,1.2273
74,245.446,73,902.39,565.9042,,,0.5392
75,248.737,74,-191.62,566.5137,,,0.2725
76,251.997,75,124.66,566.5618,,,0.3700
77,255.316,76,2668.81,566.3331,,,0.8004
78,258.590,77,447.48,566.9785,,,0.4482
79,261.866,78,534.86,566.5472,,,0.4670
80,265.121,79,1590.44,565.4630,,,0.6534
81,268.390,80,292.14,566.8898,,,0.4124
82,271.692,81,243.61,567.0147,,,0.4006
83,274.958,82,1543.77,565.9281,,,0.6463
84,278.264,83,212.06,567.1447,,,0.3928
85,281.539,84,297.90,567.2978,,,0.4139
86,284.815,85,3031.37,565.7416,,,0.8440
87,288.124,86,-125.24,567.0149,,,0.2958
88,291.414,87,-195.65,567.4917,,,0.2714
89,294.671,88,2711.61,567.0850,,,0.8058
90,297.952,89,287.02,567.8451,,,0.4114
91,301.243,90,644.60,567.4831,,,0.4899
92,304.530,91,1682.89,565.8401,,,0.6673
93,307.844,92,669.48,563.8833,,,0.4942
94,311.127,93,253.13,564.9756,,,0.4025
95,314.402,94,316.93,565.7198,,,0.4181
96,317.666,95,1646.83,566.1449,,,0.6620
97,320.945,96,1387.50,566.1730,,,0.6220
98,324.255,97,1700.30,565.3221,,,0.6698
99,327.517,98,695.89,565.7361,,,0.4998
100,330.804,99,-18.13,566.2852,,,0.3295
101,334.083,100,198.58,566.8081,,,0.3893
102,337.354,101,332.49,566.9684,,,0.4220
103,340.629,102,2235.61,566.9421,,,0.7450
104,343.941,103,105.50,567.8049,,,0.3651
105,347.220,104,154.67,567.8069,,,0.3782
106,350.482,105,2856.89,566.7019,,,0.8234
107,353.746,106,-292.41,567.9237,,,0.2336
108,357.020,107,148.80,568.2044,,,0.3768
109,360.289,108,4120.39,567.1640,,,0.9634
110,363.569,109,-373.66,568.1490,,,0.1962
111,366.887,110,157.40,568.4070,,,0.3791
112,370.165,111,6270.64,567.9245,,,1.1637
113,373.460,112,673.68,568.3786,,,0.4959
114,376.734,113,-361.81,568.3587,,,0.2022
115,380.009,114,610.87,568.3539,,,0.4832
116,383.300,115,5557.66,567.0585,,,1.1013
117,386.595,116,277.88,568.2244,,,0.4093
118,389.857,117,-212.38,568.1938,,,0.2654
119,393.132,118,1592.69,567.6797,,,0.6541
120,396.411,119,206.39,568.6026,,,0.3917
121,399.711,120,1344.52,568.3506,,,0.6155
122,402.990,121,262.17,568.7290,,,0.4056
123,406.283,122,995.60,568.2452,,,0.5565
124,409.596,123,429.58,568.7104,,,0.4446
125,412.871,124,4997.32,566.2171,,,1.0496
126,416.191,125,483.05,567.8478,,,0.4562
127,419.465,126,-287.87,568.6011,,,0.2358
128,422.733,127,1216.06,568.0996,,,0.5944
129,426.002,128,369.07,568.7096,,,0.4309
130,429.302,129,438.05,567.4556,,,0.4462
131,432.585,130,48.59,568.6919,,,0.3496
132,435.871,131,1792.80,568.2551,,,0.6838
133,439.140,132,30.17,568.7837,,,0.3444
134,442.415,133,1040.38,567.5696,,,0.5643
135,445.683,134,9.08,568.8364,,,0.3383
136,448.994,135,961.72,568.3342,,,0.5504
137,452.292,136,234.45,568.9729,,,0.3989
138,455.561,137,935.92,567.3291,,,0.5456
139,458.857,138,6.72,568.9690,,,0.3376
140,462.140,139,1097.61,568.8106,,,0.5744
141,465.408,140,306.03,569.1748,,,0.4163
142,468.690,141,2959.84,567.0081,,,0.8357
143,472.038,142,1626.43,564.8637,,,0.6587
144,475.304,143,-82.55,564.6763,,,0.3090
145,478.580,144,-544.34,566.6046,,,0.0664
146,481.859,145,531.44,568.1409,,,0.4666
147,485.118,146,1318.74,567.8566,,,0.6112
148,488.381,147,3099.31,566.4165,,,0.8520
149,491.669,148,5859.17,565.0333,,,1.1279
150,494.973,149,6777.04,564.7614,,,1.2057
151,498.239,150,2118.78,565.3328,,,0.7290
152,501.525,151,-66.27,566.3788,,,0.3147
153,504.797,152,-68.85,567.3900,,,0.3142
154,508.070,153,1495.73,568.1369,,,0.6393
155,511.352,154,2294.38,568.1752,,,0.7529
156,514.657,155,1796.65,567.1425,,,0.6842
157,517.913,156,286.60,566.2018,,,0.4109
158,521.203,157,-73.04,566.8894,,,0.3127
159,524.478,158,-148.17,567.8704,,,0.2883
160,527.743,159,1647.26,567.7824,,,0.6623
161,531.015,160,3046.41,566.8995,,,0.8459
162,534.317,161,2055.15,565.6922,,,0.7204
163,537.605,162,174.33,566.0099,,,0.3829
164,540.877,163,-176.11,567.2304,,,0.2783
165,544.151,164,640.65,568.3526,,,0.4893
166,547.426,165,1741.03,568.2102,,,0.6762
167,550.695,166,2544.18,566.3724,,,0.7848
168,553.967,167,1921.45,564.7527,,,0.7017
169,557.314,168,1842.54,563.7529,,,0.6903
170,560.584,169,-290.82,564.5396,,,0.2328
171,563.873,170,-348.40,566.2747,,,0.2077
172,567.141,171,323.35,567.6674,,,0.4200
173,570.404,172,2096.27,568.4391,,,0.7264
174,573.664,173,2511.22,567.7457,,,0.7808
175,576.972,174,154.33,568.3914,,,0.3783
176,580.241,175,1969.61,568.0342,,,0.7089
177,583.508,176,88.74,568.4525,,,0.3607
178,586.815,177,-32.38,568.9573,,,0.3260
179,590.081,178,701.37,568.7127,,,0.5015
180,593.331,179,313.80,569.2392,,,0.4182
181,596.604,180,1809.88,567.9201,,,0.6862
182,599.894,181,403.53,568.9968,,,0.4388
183,603.170,182,-236.47,568.8396,,,0.2565
184,606.438,183,938.90,568.2627,,,0.5463
185,609.702,184,-410.34,569.0328,,,0.1773
186,612.953,185,665.92,569.3869,,,0.4946
187,616.214,186,496.42,569.2046,,,0.4594
188,619.535,187,1545.45,567.6282,,,0.6469
189,622.811,188,781.63,565.3916,,,0.5165
190,626.056,189,-228.68,566.0712,,,0.2585
191,629.312,190,-303.50,567.5203,,,0.2287
192,632.565,191,-60.43,568.3570,,,0.3171
193,635.820,192,132.34,568.0210,,,0.3724
194,639.088,193,2522.09,567.6491,,,0.7822
195,642.352,194,48.03,568.8076,,,0.3495
196,645.600,195,50.30,569.0770,,,0.3502
197,648.884,196,958.81,568.5573,,,0.5500
198,652.144,197,724.02,567.4378,,,0.5057
199,655.400,198,1079.32,566.2114,,,0.5708
200,658.649,199,448.69,565.0656,,,0.4480
201,661.958,200,90.79,565.9843,,,0.3606
202,665.215,201,-338.81,567.1644,,,0.2126
203,668.470,202,-90.97,567.9978,,,0.3073
204,671.720,203,912.60,568.1962,,,0.5415
205,674.959,204,-245.18,568.7187,,,0.2531
206,678.211,205,-181.17,568.5219,,,0.2770
207,681.499,206,274.93,568.3835,,,0.4086
208,684.800,207,1614.58,567.3885,,,0.6573
209,688.041,208,-59.05,568.7293,,,0.3177
210,691.297,209,226.40,569.0128,,,0.3969
211,694.554,210,2351.05,567.9452,,,0.7603
212,697.795,211,88.58,569.0011,,,0.3609
213,701.041,212,-126.12,569.0840,,,0.2962
214,704.348,213,929.72,568.4643,,,0.5447
215,707.589,214,-190.48,569.1391,,,0.2738
216,710.842,215,639.64,568.4825,,,0.4891
217,714.101,216,1322.61,567.0475,,,0.6117
218,717.366,217,813.16,566.3386,,,0.5227
219,720.597,218,106.99,566.3636,,,0.3652
220,723.856,219,-363.66,567.0984,,,0.2007
221,727.157,220,-90.10,567.9323,,,0.3076
222,730.400,221,304.72,567.8769,,,0.4157
223,733.657,222,2321.86,567.1953,,,0.7564
224,736.922,223,-137.96,568.4186,,,0.2920
225,740.151,224,-103.99,569.0896,,,0.3035
226,743.387,225,1382.50,568.8318,,,0.6216
227,746.690,226,-141.81,569.1466,,,0.2909
228,749.971,227,-442.49,568.9925,,,0.1583
229,753.221,228,1145.08,568.4776,,,0.5825
230,756.465,229,-378.18,569.0025,,,0.1944
231,759.725,230,36.28,569.1775,,,0.3463
232,762.995,231,2378.87,568.5393,,,0.7640
233,766.271,232,-24.15,569.0384,,,0.3285
234,769.552,233,-337.34,569.0521,,,0.2142
235,772.793,234,687.90,568.8069,,,0.4989
236,776.072,235,-327.95,569.0886,,,0.2185
237,779.328,236,594.06,568.9534,,,0.4799
238,782.566,237,-125.00,569.3517,,,0.2966
239,785.815,238,1781.24,568.7154,,,0.6822
240,789.108,239,1929.32,566.8542,,,0.7031
241,792.371,240,825.05,565.8458,,,0.5248
242,795.610,241,-188.87,567.3520,,,0.2738
243,798.861,242,-314.99,568.4740,,,0.2240
244,802.133,243,82.89,568.9494,,,0.3593
245,805.360,244,625.96,568.5616,,,0.4864
246,808.651,245,1538.42,567.6410,,,0.6458
247,811.955,246,-100.08,568.5411,,,0.3046
248,815.193,247,-365.43,569.0761,,,0.2008
249,818.489,248,415.91,569.2046,,,0.4417
250,821.739,249,-117.07,569.2439,,,0.2992
251,824.973,250,284.53,568.9110,,,0.4111
252,828.222,251,2988.70,567.4098,,,0.8392
253,831.499,252,-106.16,568.5173,,,0.3026
254,834.763,253,-299.90,568.9293,,,0.2308
255,838.010,254,506.28,568.8526,,,0.4614
256,841.259,255,861.57,567.7461,,,0.5320
257,844.529,256,-297.74,568.6189,,,0.2316
258,847.777,257,-317.80,569.0605,,,0.2231
259,851.024,258,714.39,568.7519,,,0.5041
260,854.309,259,5756.07,566.8043,,,1.1190
261,857.551,260,5286.57,566.5277,,,1.0766
262,860.807,261,2781.73,566.8460,,,0.8143
263,864.056,262,708.47,567.4017,,,0.5026
264,867.296,263,-256.11,567.9744,,,0.2485
265,870.534,264,-358.67,568.6828,,,0.2039
266,873.848,265,-295.89,569.1381,,,0.2326
267,877.147,266,101.36,569.1905,,,0.3644
268,880.403,267,1738.76,568.3145,,,0.6759
269,883.663,268,-175.31,568.9081,,,0.2792
270,886.917,269,-139.29,569.2900,,,0.2918
271,890.155,270,698.76,569.0399,,,0.5010
272,893.417,271,-345.83,569.0642,,,0.2103
273,896.684,272,-272.19,569.1308,,,0.2425
274,899.944,273,1120.96,568.6509,,,0.5784
275,903.210,274,-57.89,569.2150,,,0.3182
276,906.444,275,-182.69,569.1279,,,0.2766
277,909.688,276,264.16,568.7980,,,0.4061
278,912.961,277,-275.59,569.0589,,,0.2411
279,916.264,278,-116.19,569.1013,,,0.2995
280,919.536,279,1671.17,568.5203,,,0.6660
281,922.788,280,-425.11,569.0420,,,0.1688
282,926.064,281,-383.93,569.2311,,,0.1916
283,929.335,282,979.35,568.8273,,,0.5537
284,932.593,283,-395.77,569.2056,,,0.1853
285,935.883,284,-345.64,569.1759,,,0.2104
286,939.186,285,-160.29,569.2749,,,0.2846
287,942.467,286,904.43,569.0558,,,0.5402
288,945.745,287,-261.20,569.3191,,,0.2470
289,949.012,288,-277.72,569.0636,,,0.2402
290,952.273,289,2105.53,567.4764,,,0.7275
291,955.552,290,346.07,568.1467,,,0.4255
292,958.837,291,-436.51,568.7813,,,0.1618
293,962.124,292,-409.29,569.1149,,,0.1779
294,965.413,293,1263.13,568.8986,,,0.6023
295,968.693,294,-63.34,569.1881,,,0.3165
296,971.983,295,-483.85,569.2810,,,0.1301
297,975.279,296,-245.52,569.1846,,,0.2532
298,978.624,297,547.56,568.6868,,,0.4701
299,981.940,298,-152.35,569.2386,,,0.2873
300,985.254,299,-214.24,569.2192,,,0.2651
301,988.541,300,371.32,568.5140,,,0.4314
302,991.848,301,-226.82,569.1513,,,0.2604
303,995.136,302,-300.31,569.2619,,,0.2308
304,998.441,303,233.11,569.1049,,,0.3986
305,1001.793,304,-198.10,569.3551,,,0.2711
306,1005.106,305,-246.86,569.2422,,,0.2527
307,1008.414,306,1368.03,568.5366,,,0.6193
308,1011.710,307,-153.93,568.9437,,,0.2867
309,1014.997,308,-384.30,569.2034,,,0.1914
310,1018.293,309,30.60,569.2015,,,0.3446
311,1021.617,310,1229.28,568.8326,,,0.5967
312,1024.907,311,-277.47,569.1685,,,0.2403
313,1028.172,312,-339.66,569.2843,,,0.2132
314,1031.486,313,25.16,569.0451,,,0.3430
315,1034.762,314,685.55,568.4138,,,0.4983
316,1038.017,315,-145.44,568.8676,,,0.2896
317,1041.330,316,-463.93,569.0914,,,0.1443
318,1044.659,317,10.68,569.1605,,,0.3389
319,1047.958,318,-348.95,569.2489,,,0.2089
320,1051.246,319,-326.45,569.1239,,,0.2192
321,1054.529,320,495.04,568.8090,,,0.4590
322,1057.766,321,-307.18,569.3245,,,0.2278
323,1061.039,322,-420.94,569.2367,,,0.1714
324,1064.386,323,661.77,568.9057,,,0.4937
325,1067.665,324,-408.90,569.1368,,,0.1781
326,1070.934,325,-338.18,569.3935,,,0.2140
327,1074.236,326,680.51,569.2040,,,0.4975
328,1077.511,327,-345.22,569.4046,,,0.2107
329,1080.777,328,-250.17,569.2624,,,0.2514
330,1084.053,329,252.07,568.5943,,,0.4031
331,1087.338,330,846.21,567.8548,,,0.5292
332,1090.611,331,209.06,567.1842,,,0.3921
333,1093.918,332,-345.71,567.8528,,,0.2097
334,1097.196,333,-376.01,568.5192,,,0.1952
335,1100.475,334,-365.34,568.8178,,,0.2007
336,1103.744,335,595.66,568.8365,,,0.4802
337,1107.043,336,565.94,568.6503,,,0.4740
338,1110.355,337,282.38,568.4054,,,0.4105
339,1113.659,338,-244.52,568.5392,,,0.2533
340,1116.959,339,-322.12,568.6902,,,0.2210
341,1120.258,340,-395.73,568.8083,,,0.1851
342,1123.578,341,-220.00,568.9299,,,0.2629
343,1126.936,342,355.21,568.6493,,,0.4277
344,1130.244,343,843.62,567.8669,,,0.5287
345,1133.552,344,485.23,567.2401,,,0.4565
346,1136.861,345,-209.49,567.7508,,,0.2664
347,1140.125,346,-453.00,568.4126,,,0.1512
348,1143.392,347,-346.73,568.9159,,,0.2098
349,1146.697,348,222.10,569.0924,,,0.3958
350,1150.010,349,671.63,568.5410,,,0.4956
351,1153.321,350,423.02,567.6776,,,0.4429
352,1156.621,351,-172.96,567.7764,,,0.2796
353,1159.935,352,-553.33,568.4058,,,0.0546
354,1163.215,353,-240.61,569.0711,,,0.2550
355,1166.511,354,739.65,569.0405,,,0.5091
356,1169.833,355,341.18,568.4722,,,0.4244
357,1173.128,356,-324.09,568.5669,,,0.2200
358,1176.449,357,-421.11,569.0735,,,0.1712
359,1179.766,358,-255.19,569.3159,,,0.2494
360,1183.034,359,532.11,568.9260,,,0.4669
361,1186.305,360,129.72,568.0553,,,0.3717
362,1189.628,361,-251.80,567.9046,,,0.2502
363,1192.961,362,-549.26,568.4602,,,0.0617
364,1196.281,363,-203.23,569.0794,,,0.2692
365,1199.593,364,561.76,569.3191,,,0.4733
366,1202.869,365,-316.59,569.3993,,,0.2237
367,1206.166,366,-424.27,569.4000,,,0.1695
368,1209.456,367,-139.05,569.1869,,,0.2918
369,1212.784,368,-508.36,569.2754,,,0.1098
370,1216.083,369,-155.78,569.4266,,,0.2862
371,1219.368,370,-436.98,569.4002,,,0.1619
372,1222.674,371,-343.96,569.2957,,,0.2112
373,1225.973,372,624.76,568.8323,,,0.4862
374,1229.278,373,354.13,567.8397,,,0.4273
375,1232.618,374,-326.23,567.8733,,,0.2187
376,1235.916,375,-526.43,568.4186,,,0.0912
377,1239.217,376,-438.78,568.9258,,,0.1605
378,1242.512,377,435.13,569.0791,,,0.4459
379,1245.810,378,788.02,568.7313,,,0.5183
380,1249.108,379,441.36,568.3686,,,0.4472
381,1252.417,380,-295.90,568.6486,,,0.2324
382,1255.761,381,-521.12,569.0215,,,0.0974
383,1259.074,382,-200.60,569.0757,,,0.2701
384,1262.382,383,785.54,568.7113,,,0.5179
385,1265.676,384,-132.66,568.1973,,,0.2937
386,1268.956,385,-471.77,568.4464,,,0.1384
387,1272.259,386,-510.04,568.7374,,,0.1078
388,1275.584,387,-377.05,569.0040,,,0.1950
389,1278.895,388,427.05,569.0632,,,0.4441
390,1282.207,389,628.66,568.5386,,,0.4869
391,1285.530,390,844.12,567.9637,,,0.5288
392,1288.806,391,678.90,567.7286,,,0.4968
393,1292.111,392,-325.27,568.1124,,,0.2193
394,1295.438,393,-515.73,568.6205,,,0.1023
395,1298.740,394,-387.31,569.0461,,,0.1897
396,1302.047,395,-228.88,569.1856,,,0.2596
397,1305.335,396,36.27,569.0185,,,0.3462
398,1308.625,397,-356.86,568.4330,,,0.2047
399,1311.910,398,-381.97,568.1286,,,0.1920
400,1315.206,399,-372.36,568.3999,,,0.1970
401,1318.569,400,-394.24,568.8041,,,0.1859
402,1321.906,401,399.62,568.8657,,,0.4379
403,1325.211,402,65.39,568.5705,,,0.3543
404,1328.527,403,-432.28,568.4891,,,0.1642
405,1331.807,404,-518.79,568.7082,,,0.0994
406,1335.097,405,-456.38,568.9631,,,0.1493
407,1338.405,406,-383.59,569.0193,,,0.1916
408,1341.716,407,381.23,568.7003,,,0.4337
409,1345.021,408,-259.89,568.7781,,,0.2473
410,1348.346,409,-542.45,568.9742,,,0.0725
411,1351.646,410,-521.30,569.1898,,,0.0974
412,1354.938,411,-320.54,569.4577,,,0.2220
413,1358.229,412,733.94,569.3994,,,0.5080
414,1361.559,413,-302.11,569.3955,,,0.2301
415,1364.845,414,-503.09,569.3777,,,0.1146
416,1368.144,415,-494.40,569.2788,,,0.1218
417,1371.427,416,-325.05,569.0962,,,0.2198
418,1374.722,417,214.13,568.8233,,,0.3938
419,1378.019,418,-207.24,568.2671,,,0.2674
420,1381.353,419,-513.01,568.5346,,,0.1049
421,1384.673,420,-451.21,568.8824,,,0.1526
422,1387.969,421,-315.63,569.1052,,,0.2240
423,1391.276,422,-320.86,569.0985,,,0.2217
424,1394.563,423,-346.40,569.0044,,,0.2100
425,1397.848,424,-396.66,568.8687,,,0.1847
426,1401.150,425,-209.15,568.9287,,,0.2669
427,1404.463,426,-378.98,568.7132,,,0.1938
428,1407.779,427,-439.81,568.6253,,,0.1597
429,1411.128,428,-337.04,568.4916,,,0.2141
430,1414.385,429,-533.89,568.3010,,,0.0825
431,1417.672,430,-513.49,568.4730,,,0.1043
432,1420.974,431,-537.02,568.8087,,,0.0793
433,1424.306,432,-372.62,569.0128,,,0.1972
434,1427.620,433,-113.64,568.9698,,,0.3003
435,1430.921,434,166.79,568.7507,,,0.3816
436,1434.216,435,-98.41,568.5320,,,0.3051
437,1437.501,436,-498.44,568.7946,,,0.1180
438,1440.805,437,-530.82,569.0663,,,0.0870
439,1444.153,438,-430.81,569.2770,,,0.1656
440,1447.481,439,-57.48,569.2580,,,0.3183
441,1450.792,440,-513.85,569.2519,,,0.1047
442,1454.094,441,-524.99,569.3069,,,0.0937
443,1457.405,442,-417.39,569.4030,,,0.1735
444,1460.688,443,-167.62,569.3587,,,0.2820
445,1463.991,444,-494.84,569.3530,,,0.1215
446,1467.302,445,-482.34,569.4797,,,0.1314
447,1470.603,446,-314.46,569.3955,,,0.2247
448,1473.919,447,-241.10,569.1201,,,0.2549
449,1477.207,448,-410.41,568.7890,,,0.1771
450,1480.511,449,-522.51,568.8647,,,0.0958
451,1483.822,450,-523.66,569.0459,,,0.0948
452,1487.161,451,-442.58,569.1926,,,0.1583
453,1490.482,452,20.91,569.2010,,,0.3418
454,1493.796,453,-242.04,569.2299,,,0.2545
455,1497.068,454,-505.55,569.2678,,,0.1123
456,1500.381,455,-539.69,569.3253,,,0.0766
457,1503.673,456,-486.40,569.3758,,,0.1282
458,1507.011,457,-256.96,569.3100,,,0.2487
459,1510.346,458,-517.39,569.3645,,,0.1015
460,1513.655,459,-495.39,569.3898,,,0.1210
461,1516.955,460,-379.67,569.3956,,,0.1938
462,1520.258,461,-287.44,569.1830,,,0.2362
463,1523.544,462,-397.71,568.8927,,,0.1841
464,1526.863,463,-483.20,569.0201,,,0.1304
465,1530.167,464,-506.99,569.2408,,,0.1110
466,1533.456,465,-435.32,569.3445,,,0.1629
467,1536.775,466,-358.43,569.2855,,,0.2043
468,1540.089,467,-353.56,569.0727,,,0.2066
469,1543.390,468,-387.78,568.9786,,,0.1894
470,1546.680,469,-536.77,568.9649,,,0.0798
471,1549.988,470,-496.92,569.1374,,,0.1196
472,1553.316,471,-468.57,569.2713,,,0.1412
473,1556.616,472,-430.97,569.2936,,,0.1655
474,1559.899,473,-452.87,569.1806,,,0.1518
475,1563.180,474,-473.27,569.0941,,,0.1377
476,1566.491,475,-500.26,569.0948,,,0.1167
477,1569.819,476,-527.08,569.1676,,,0.0913
478,1573.162,477,-522.97,569.2628,,,0.0957
479,1576.477,478,-427.88,569.2962,,,0.1673
480,1579.788,479,-236.87,569.1611,,,0.2565
481,1583.080,480,-280.81,568.9664,,,0.2389
482,1586.384,481,-483.75,568.8536,,,0.1298
483,1589.693,482,-545.45,569.0096,,,0.0683
484,1593.018,483,-515.57,569.1980,,,0.1030
485,1596.309,484,-420.15,569.2682,,,0.1718
486,1599.619,485,-378.39,569.1987,,,0.1944
487,1602.919,486,-444.19,569.0815,,,0.1573
488,1606.221,487,-342.19,568.8177,,,0.2118
489,1609.497,488,-458.65,568.9239,,,0.1478
490,1612.810,489,-548.50,569.0685,,,0.0638
491,1616.124,490,-544.33,569.2331,,,0.0702
492,1619.440,491,-386.08,569.3422,,,0.1905
493,1622.735,492,-193.47,569.3550,,,0.2728
494,1626.038,493,20.42,569.2786,,,0.3417
495,1629.329,494,-186.64,569.1160,,,0.2752
496,1632.627,495,-484.48,569.1877,,,0.1295
497,1635.975,496,-550.78,569.2872,,,0.0605
498,1639.271,497,-537.55,569.3583,,,0.0794
499,1642.575,498,-467.28,569.3629,,,0.1422
500,1645.875,499,-542.10,569.4530,,,0.0736
