eval,time_s,iter,obj,aep,x,y,rms_viol
1,4.227,0,185141.24,478.8466,3214.2965;1195.1273;2956.4248;150.1079;387.5640;2142.1874;1907.3425;1507.7067;1207.4683;2241.0700;1577.3091;2649.1756;1864.9311;2083.8910;2323.2783;3564.8074;2951.4895;1487.5234;3154.5636;2965.5340;196.1082;2587.0941;2887.8140;2651.0639;2552.8743;1947.3727;449.3670;3447.5303;1451.7227;781.0242;2582.1930;3579.1468;920.2106;2416.7140;2156.4213;2582.3957;3374.4583;1266.5152;913.0828;1448.9010;2687.4386;2606.6540;1461.9881;3561.7675;1621.7974;1345.7104;2554.6630;296.8508;1434.1425;2775.1715;2753.1035;1021.8938;682.3519;1696.5035;1205.3018;2645.0462;680.7856;1191.9747;3039.2223;2214.0865;3186.9507;3515.5909;3012.8709;650.9687;2226.2778;1713.9919;1454.9640;2670.7813;2973.3598;2459.6274;501.3778;2530.1702;211.8142;693.5957;3329.2576;1458.3688;533.8495;2456.2337;588.5595;2333.6109;905.8109;148.9518;3451.4014;238.3937;1846.5847;1228.6677;2376.0353;3039.9384;2173.9196;2113.9693;421.3189;2557.6212;736.2837;1765.3241;131.7907;1135.4529;3106.9095;2010.4798;1968.1482;1324.1688,2981.3641;994.8617;452.3700;2026.0119;962.4204;2790.1257;645.8628;2819.7240;2188.7868;150.2960;2020.5905;2405.2958;3378.2134;2829.6211;2701.5497;1789.3835;153.8370;2940.7230;49.0455;1980.1483;2040.4684;406.5060;225.9945;2069.0072;1747.7470;1085.1195;143.2640;2282.0189;447.6085;41.7810;995.9997;1085.5639;649.1435;241.1207;2805.2422;1442.6945;884.9335;1885.5799;917.9485;3066.8705;1740.6129;2243.3398;3503.0610;1277.0911;808.7243;3523.3697;2113.4679;3534.0530;3487.1979;2538.3742;69.7889;2206.1894;898.4130;465.9685;1318.5401;720.3366;2759.3331;3363.0522;95.0486;921.8290;958.3130;512.3798;3425.3975;891.4030;1282.2702;176.1807;857.2704;3178.1691;3471.9589;2361.7002;1068.7000;213.6095;3111.9713;558.5072;970.3731;1973.5367;908.1988;3040.8411;1807.9736;1744.8818;3258.9311;3294.9662;869.8597;67.5608;2413.0429;974.0283;51.5032;349.6694;1507.8157;433.9736;745.5204;2682.1997;1640.4768;408.6347;775.1652;3348.8757;28.4211;2310.7386;2320.7851;2448.9046,6.0627
2,7.536,1,78012.49,497.6643,,,3.9429
3,10.783,2,21793.85,506.5843,,,2.1014
4,13.960,3,3455.94,512.7797,,,0.8865
5,17.177,4,961.99,517.5043,,,0.5413
6,20.373,5,428.72,521.2753,,,0.4337
7,23.576,6,489.16,524.9865,,,0.4481
8,26.768,7,2085.14,528.2342,,,0.7194
9,29.973,8,2244.48,530.1604,,,0.7412
10,33.126,9,83.34,531.7420,,,0.3490
11,36.325,10,-352.28,533.7894,,,0.1896
12,39.497,11,-166.10,535.8867,,,0.2706
13,42.682,12,338.95,537.8811,,,0.4167
14,45.859,13,1859.47,539.4345,,,0.6892
15,49.028,14,7583.67,539.7483,,,1.2683
16,52.182,15,15084.60,540.2721,,,1.7590
17,55.317,16,9546.98,540.8000,,,1.4134
18,58.446,17,3330.67,541.7520,,,0.8757
19,61.603,18,168.72,542.8010,,,0.3754
20,64.744,19,106.95,544.2074,,,0.3591
21,67.870,20,-5.28,545.6117,,,0.3271
22,70.993,21,150.95,546.7250,,,0.3717
23,74.114,22,-122.94,547.6916,,,0.2900
24,77.288,23,2211.32,549.2129,,,0.7394
25,80.486,24,4621.01,549.2006,,,1.0118
26,83.687,25,4608.28,549.2746,,,1.0106
27,86.915,26,607.25,549.6759,,,0.4786
28,90.084,27,-381.21,551.1002,,,0.1834
29,93.291,28,626.16,552.3890,,,0.4831
30,96.437,29,2392.60,553.0222,,,0.7637
31,99.631,30,3133.56,552.7002,,,0.8544
32,102.801,31,1550.80,552.4594,,,0.6454
33,105.976,32,162.54,553.5217,,,0.3766
34,109.147,33,-489.76,555.1124,,,0.1138
35,112.303,34,713.37,556.9072,,,0.5015
36,115.489,35,5370.33,557.2773,,,1.0834
37,118.678,36,29.02,557.8119,,,0.3409
38,121.837,37,-87.79,558.6879,,,0.3054
39,125.060,38,2124.01,559.2468,,,0.7289
40,128.212,39,169.30,559.4928,,,0.3799
41,131.405,40,66.55,559.6969,,,0.3521
42,134.583,41,938.08,559.2113,,,0.5445
43,137.741,42,2318.54,558.6121,,,0.7548
44,140.931,43,1119.39,558.6752,,,0.5764
45,144.094,44,-319.78,559.7213,,,0.2180
46,147.259,45,-77.06,560.5901,,,0.3094
47,150.455,46,554.91,561.0495,,,0.4701
48,153.612,47,2201.31,560.6716,,,0.7395
49,156.807,48,2727.57,560.2644,,,0.8069
50,159.982,49,1315.78,560.5099,,,0.6095
51,163.155,50,331.88,561.5328,,,0.4206
52,166.337,51,-466.02,562.7830,,,0.1384
53,169.503,52,679.38,563.7191,,,0.4961
54,172.662,53,4228.14,563.3656,,,0.9741
55,175.841,54,7805.30,561.7493,,,1.2872
56,179.076,55,8033.20,559.8598,,,1.3045
57,182.277,56,5169.53,558.9396,,,1.0651
58,185.466,57,651.95,560.3169,,,0.4900
59,188.686,58,-271.36,561.9286,,,0.2399
60,191.872,59,-52.80,563.2754,,,0.3179
61,195.082,60,1183.12,564.3288,,,0.5882
62,198.309,61,2157.68,564.2507,,,0.7342
63,201.547,62,2374.46,562.8108,,,0.7627
64,204.711,63,1833.45,561.5083,,,0.6887
65,207.895,64,1068.46,561.9204,,,0.5682
66,211.092,65,1773.75,562.6804,,,0.6802
67,214.361,66,2877.15,563.0269,,,0.8254
68,217.589,67,814.31,563.3228,,,0.5223
69,220.818,68,86.18,564.1657,,,0.3589
70,224.063,69,-8.67,564.5612,,,0.3318
71,227.319,70,808.65,564.7578,,,0.5215
72,230.538,71,3135.72,564.2633,,,0.8560
73,233.760,72,4251.42,563.4314,,,0.9764
74,236.968,73,3738.98,562.3749,,,0.9229
75,240.228,74,840.07,561.9159,,,0.5269
76,243.437,75,-399.87,563.5373,,,0.1800
