eval,time_s,iter,obj,aep,x,y,rms_viol
206,679.041,205,31.97,569.1022,,,0.3450
207,682.287,206,1198.87,568.5488,,,0.5916
208,685.600,207,-215.55,568.9812,,,0.2646
209,688.856,208,-13.91,568.9145,,,0.3315
210,692.107,209,1239.16,568.0765,,,0.5982
211,695.363,210,192.61,569.0880,,,0.3884
212,698.697,211,-82.42,568.8118,,,0.3103
213,701.960,212,873.35,567.7977,,,0.5342
214,705.252,213,-308.42,568.6811,,,0.2270
215,708.508,214,-212.04,568.9873,,,0.2659
216,711.774,215,1895.04,568.5225,,,0.6985
217,715.034,216,-356.56,568.8919,,,0.2051
218,718.342,217,-81.80,568.7238,,,0.3105
219,721.614,218,191.63,568.0259,,,0.3878
220,724.885,219,889.43,567.4073,,,0.5371
221,728.188,220,883.36,567.2289,,,0.5360
222,731.457,221,15.26,567.0231,,,0.3396
223,734.739,222,-184.15,567.8045,,,0.2756
224,738.009,223,-112.46,568.0503,,,0.3004
225,741.310,224,492.01,568.2648,,,0.4582
226,744.560,225,1527.41,567.6539,,,0.6441
227,747.866,226,1166.01,566.2045,,,0.5857
228,751.160,227,150.16,566.7674,,,0.3768
229,754.414,228,-561.75,567.8323,,,0.0347
230,757.663,229,-95.82,568.6959,,,0.3060
231,760.965,230,2140.48,568.9331,,,0.7325
232,764.242,231,-159.16,569.1279,,,0.2849
233,767.506,232,-128.98,569.1251,,,0.2952
234,770.807,233,1165.11,568.2557,,,0.5859
235,774.082,234,-211.34,569.0916,,,0.2662
236,777.337,235,-309.79,569.0247,,,0.2266
237,780.617,236,860.17,568.2498,,,0.5318
238,783.906,237,-195.78,568.9945,,,0.2719
239,787.172,238,131.34,569.1422,,,0.3724
240,790.506,239,1368.78,568.4107,,,0.6194
241,793.782,240,3397.92,566.9571,,,0.8861
242,797.063,241,971.31,566.0187,,,0.5517
243,800.339,242,-373.18,567.0243,,,0.1959
244,803.644,243,-319.84,567.9677,,,0.2217
245,806.932,244,253.89,568.5071,,,0.4035
246,810.198,245,1688.63,568.1006,,,0.6685
247,813.533,246,-85.71,568.7739,,,0.3093
248,816.808,247,-352.44,569.0815,,,0.2071
249,820.075,248,670.81,569.0337,,,0.4955
250,823.339,249,-178.55,569.1017,,,0.2781
251,826.619,250,-1.90,568.6993,,,0.3350
252,829.900,251,799.91,568.2923,,,0.5205
253,833.185,252,1026.43,567.6501,,,0.5618
254,836.442,253,124.23,567.3113,,,0.3701
255,839.694,254,-439.45,567.9321,,,0.1595
256,842.965,255,-353.01,568.4498,,,0.2065
257,846.227,256,85.25,568.8632,,,0.3599
258,849.497,257,2775.83,568.6418,,,0.8138
259,852.768,258,-92.21,569.1447,,,0.3073
260,856.077,259,-422.43,569.3800,,,0.1706
261,859.349,260,2436.58,568.8368,,,0.7714
262,862.625,261,-173.63,568.9495,,,0.2798
263,865.912,262,-517.45,569.1169,,,0.1011
264,869.186,263,39.94,568.8132,,,0.3472
265,872.438,264,164.39,568.1848,,,0.3809
266,875.749,265,-460.67,568.7103,,,0.1463
267,879.031,266,-460.14,569.1256,,,0.1469
268,882.293,267,150.80,569.4784,,,0.3777
269,885.566,268,199.17,569.6205,,,0.3902
270,888.884,269,1883.48,568.4454,,,0.6968
271,892.180,270,432.08,566.8530,,,0.4448
272,895.457,271,-356.67,567.1878,,,0.2042
273,898.762,272,-393.68,568.3677,,,0.1860
274,902.045,273,81.07,569.0395,,,0.3588
275,905.325,274,400.72,568.7428,,,0.4381
276,908.622,275,598.84,567.8802,,,0.4807
277,911.919,276,-275.06,568.6692,,,0.2411
278,915.197,277,-187.65,569.2680,,,0.2749
279,918.526,278,332.76,569.0741,,,0.4226
280,921.810,279,-368.73,569.3203,,,0.1993
281,925.099,280,-167.14,569.2663,,,0.2822
282,928.382,281,896.68,568.8652,,,0.5387
283,931.687,282,-170.72,569.3427,,,0.2810
284,935.002,283,27.66,568.8672,,,0.3437
285,938.277,284,-203.33,568.8601,,,0.2690
286,941.600,285,-189.84,568.9279,,,0.2740
287,944.884,286,-463.63,568.7047,,,0.1442
288,948.173,287,75.04,568.0307,,,0.3568
289,951.467,288,-507.20,568.7036,,,0.1104
290,954.765,289,-443.39,569.2751,,,0.1579
291,958.073,290,721.82,569.5904,,,0.5057
292,961.396,291,-213.69,569.4649,,,0.2654
293,964.702,292,-16.15,569.1802,,,0.3309
294,968.005,293,283.21,568.5148,,,0.4107
295,971.306,294,-186.42,567.7149,,,0.2748
296,974.651,295,-529.86,568.0230,,,0.0869
297,977.963,296,-455.30,568.6558,,,0.1498
298,981.299,297,986.69,568.7269,,,0.5550
299,984.604,298,2341.23,568.2402,,,0.7590
300,987.899,299,3554.60,567.8154,,,0.9035
301,991.213,300,2114.04,567.6691,,,0.7287
302,994.530,301,-331.85,567.9772,,,0.2162
303,997.876,302,-456.27,568.6642,,,0.1492
304,1001.192,303,508.46,569.3097,,,0.4620
305,1004.554,304,2691.99,569.2608,,,0.8036
306,1007.862,305,1575.69,568.0191,,,0.6515
307,1011.165,306,-15.11,567.5804,,,0.3308
308,1014.483,307,-377.55,568.2891,,,0.1943
309,1017.816,308,-181.58,569.0051,,,0.2770
310,1021.132,309,-113.00,569.1537,,,0.3005
311,1024.451,310,-65.79,568.7192,,,0.3156
312,1027.727,311,317.90,568.1106,,,0.4189
313,1031.029,312,610.95,567.2463,,,0.4830
314,1034.335,313,140.17,566.6171,,,0.3741
315,1037.666,314,-341.99,567.2803,,,0.2112
316,1040.957,315,-468.74,568.3707,,,0.1405
317,1044.266,316,-240.17,568.9872,,,0.2552
318,1047.597,317,273.00,569.0002,,,0.4083
319,1050.893,318,-349.43,569.2901,,,0.2087
320,1054.192,319,-277.14,569.3793,,,0.2406
321,1057.508,320,-230.86,569.0069,,,0.2588
322,1060.818,321,130.59,568.4924,,,0.3721
323,1064.106,322,324.24,568.1288,,,0.4204
324,1067.449,323,-253.24,568.0425,,,0.2497
325,1070.730,324,-400.55,568.6585,,,0.1825
326,1074.008,325,-386.08,568.9643,,,0.1903
327,1077.292,326,243.03,568.9394,,,0.4010
328,1080.581,327,-275.45,569.2366,,,0.2412
329,1083.878,328,-492.81,569.3275,,,0.1231
330,1087.173,329,-60.02,569.6762,,,0.3177
331,1090.492,330,2835.29,569.4999,,,0.8211
332,1093.797,331,7.30,569.6070,,,0.3380
333,1097.091,332,-526.15,569.5451,,,0.0927
334,1100.404,333,-276.43,569.5040,,,0.2409
335,1103.729,334,-328.60,569.6566,,,0.2185
336,1107.046,335,77.87,569.4251,,,0.3580
337,1110.362,336,-403.59,569.5652,,,0.1813
338,1113.657,337,-195.10,569.2545,,,0.2722
339,1116.960,338,145.94,568.5908,,,0.3762
340,1120.274,339,502.43,568.1103,,,0.4604
341,1123.594,340,-264.00,567.8821,,,0.2453
342,1126.883,341,-387.88,568.3232,,,0.1890
343,1130.218,342,-386.13,568.7935,,,0.1902
344,1133.530,343,-242.58,569.0525,,,0.2543
345,1136.804,344,319.91,569.0475,,,0.4196
346,1140.082,345,566.88,568.8134,,,0.4742
347,1143.386,346,552.64,568.8487,,,0.4712
348,1146.678,347,-131.34,568.6859,,,0.2943
349,1150.014,348,-549.94,568.8222,,,0.0612
350,1153.305,349,-378.14,568.9936,,,0.1944
351,1156.590,350,-163.23,569.1008,,,0.2835
352,1159.891,351,-110.74,568.8474,,,0.3012
353,1163.194,352,-45.18,568.5724,,,0.3219
354,1166.511,353,-315.16,568.6767,,,0.2241
355,1169.809,354,-371.43,568.9983,,,0.1978
356,1173.137,355,-390.05,569.1759,,,0.1883
357,1176.425,356,-298.51,569.0950,,,0.2315
358,1179.721,357,-212.84,568.8824,,,0.2655
359,1183.039,358,-70.81,568.6003,,,0.3140
360,1186.342,359,-188.10,568.4262,,,0.2744
361,1189.623,360,-426.85,568.6488,,,0.1676
362,1192.960,361,-429.11,568.9654,,,0.1664
363,1196.286,362,-298.01,569.1540,,,0.2317
364,1199.585,363,-36.93,569.1067,,,0.3246
365,1202.877,364,1352.66,568.7076,,,0.6168
366,1206.211,365,1118.74,568.3884,,,0.5780
367,1209.487,366,-74.54,568.5407,,,0.3128
368,1212.774,367,-452.02,568.7810,,,0.1521
369,1216.092,368,-472.27,569.0392,,,0.1384
370,1219.375,369,-396.96,569.2383,,,0.1847
371,1222.666,370,-243.57,569.2389,,,0.2539
372,1225.981,371,79.22,568.9618,,,0.3583
373,1229.293,372,108.58,568.4774,,,0.3662
374,1232.579,373,96.04,568.2059,,,0.3627
375,1235.899,374,-408.82,568.3558,,,0.1777
376,1239.203,375,-547.60,568.9032,,,0.0650
377,1242.495,376,-340.27,569.3910,,,0.2130
378,1245.795,377,635.43,569.6796,,,0.4885
379,1249.111,378,-382.12,569.5942,,,0.1927
380,1252.436,379,-521.76,569.5766,,,0.0973
381,1255.753,380,-273.37,569.6483,,,0.2422
382,1259.069,381,1359.12,569.3747,,,0.6180
383,1262.365,382,252.57,569.3262,,,0.4034
384,1265.656,383,-429.64,569.3471,,,0.1663
385,1268.974,384,-539.54,569.4019,,,0.0769
386,1272.267,385,-276.23,569.4688,,,0.2410
387,1275.564,386,-67.12,569.3471,,,0.3154
388,1278.888,387,266.67,568.9332,,,0.4068
389,1282.187,388,448.69,568.5855,,,0.4488
390,1285.490,389,-350.48,568.4708,,,0.2078
391,1288.812,390,-525.47,568.8174,,,0.0926
392,1292.124,391,-501.56,569.0843,,,0.1156
393,1295.424,392,-278.56,569.3160,,,0.2399
394,1298.750,393,156.46,569.2161,,,0.3791
395,1302.047,394,218.68,568.7926,,,0.3949
396,1305.353,395,-273.91,568.6889,,,0.2416
397,1308.660,396,-515.28,568.9890,,,0.1031
398,1311.956,397,-435.92,569.3498,,,0.1625
399,1315.281,398,223.35,569.5609,,,0.3962
400,1318.580,399,-507.36,569.4727,,,0.1109
401,1321.912,400,-504.92,569.5330,,,0.1131
402,1325.201,401,-234.68,569.5865,,,0.2575
403,1328.496,402,-398.80,569.5240,,,0.1839
404,1331.818,403,-324.22,569.4195,,,0.2204
405,1335.121,404,-256.32,569.1768,,,0.2489
406,1338.410,405,-498.36,568.9225,,,0.1182
407,1341.727,406,-518.65,569.2071,,,0.1001
408,1345.028,407,-377.46,569.4040,,,0.1950
409,1348.319,408,170.57,569.4428,,,0.3828
410,1351.614,409,462.40,568.9063,,,0.4519
411,1354.908,410,440.81,568.2362,,,0.4470
412,1358.217,411,3.95,568.2521,,,0.3366
413,1361.539,412,-522.75,568.7008,,,0.0954
414,1364.834,413,-537.78,569.1987,,,0.0789
415,1368.122,414,-409.25,569.5131,,,0.1781
416,1371.417,415,-200.76,569.4720,,,0.2702
417,1374.717,416,-114.27,569.1387,,,0.3001
418,1378.051,417,-236.59,568.5901,,,0.2564
419,1381.374,418,-335.70,568.4775,,,0.2147
420,1384.711,419,-535.78,568.9189,,,0.0810
421,1387.985,420,-473.89,569.3758,,,0.1375
422,1391.300,421,-237.96,569.6383,,,0.2563
423,1394.592,422,229.24,569.6395,,,0.3977
424,1397.877,423,4.91,569.2691,,,0.3372
425,1401.173,424,-355.05,568.9629,,,0.2058
426,1404.480,425,-554.43,569.0819,,,0.0539
427,1407.783,426,-477.13,569.4073,,,0.1352
428,1411.079,427,-339.20,569.5242,,,0.2136
429,1414.368,428,-193.03,569.4522,,,0.2730
430,1417.684,429,-168.63,569.0579,,,0.2816
431,1420.998,430,30.30,568.5332,,,0.3444
432,1424.313,431,-243.30,568.0754,,,0.2536
433,1427.627,432,-493.13,568.5502,,,0.1222
434,1430.928,433,-541.14,569.0777,,,0.0744
435,1434.236,434,-415.43,569.4961,,,0.1747
436,1437.529,435,23.43,569.7105,,,0.3427
437,1440.868,436,323.67,569.5939,,,0.4206
438,1444.170,437,52.88,569.1704,,,0.3510
439,1447.533,438,-399.06,568.9564,,,0.1834
440,1450.803,439,-559.05,569.1662,,,0.0448
441,1454.095,440,-436.21,569.4743,,,0.1624
442,1457.391,441,3.79,569.6747,,,0.3370
443,1460.741,442,-479.07,569.6617,,,0.1339
444,1464.037,443,-565.80,569.6007,,,0.0274
445,1467.340,444,-459.62,569.7346,,,0.1477
446,1470.614,445,-428.52,569.7965,,,0.1673
447,1473.900,446,-346.96,569.5306,,,0.2099
448,1477.201,447,-434.68,569.2164,,,0.1632
449,1480.512,448,-493.54,568.6724,,,0.1220
450,1483.824,449,-558.50,568.7089,,,0.0450
451,1487.158,450,-531.91,569.0015,,,0.0857
452,1490.459,451,-491.41,569.1847,,,0.1241
453,1493.747,452,-63.01,569.2510,,,0.3166
454,1497.063,453,125.26,569.2768,,,0.3709
455,1500.359,454,-213.45,569.3400,,,0.2655
456,1503.723,455,-495.27,569.4328,,,0.1212
457,1507.008,456,-539.70,569.5420,,,0.0769
458,1510.365,457,-510.64,569.5367,,,0.1080
459,1513.671,458,-458.16,569.4642,,,0.1485
460,1516.952,459,-479.74,569.2702,,,0.1331
461,1520.261,460,-510.65,569.4619,,,0.1079
462,1523.566,461,-527.14,569.5458,,,0.0916
463,1526.871,462,-437.80,569.5358,,,0.1615
464,1530.196,463,-244.03,569.3714,,,0.2538
465,1533.475,464,-512.44,569.4480,,,0.1063
466,1536.775,465,-541.20,569.5541,,,0.0749
467,1540.082,466,-432.93,569.6323,,,0.1645
468,1543.394,467,-539.82,569.7008,,,0.0769
469,1546.698,468,-404.91,569.6550,,,0.1806
470,1550.001,469,-357.13,569.4834,,,0.2051
471,1553.346,470,-378.89,569.2160,,,0.1941
472,1556.625,471,-537.50,569.0204,,,0.0790
473,1559.925,472,-532.69,569.1903,,,0.0850
474,1563.224,473,-538.30,569.3732,,,0.0784
475,1566.546,474,-292.32,569.5132,,,0.2343
476,1569.835,475,-140.52,569.5078,,,0.2915
477,1573.191,476,-277.85,569.3503,,,0.2403
478,1576.472,477,-517.04,569.3621,,,0.1018
479,1579.778,478,-555.89,569.4405,,,0.0518
480,1583.079,479,-465.14,569.5252,,,0.1438
481,1586.389,480,-421.83,569.3917,,,0.1709
482,1589.691,481,-430.50,569.1296,,,0.1657
483,1593.027,482,-527.52,569.1659,,,0.0908
484,1596.327,483,-541.21,569.3673,,,0.0747
485,1599.614,484,-503.45,569.5276,,,0.1144
486,1602.912,485,-388.62,569.5421,,,0.1893
487,1606.225,486,-184.69,569.4494,,,0.2760
488,1609.554,487,-264.05,569.1698,,,0.2458
489,1612.834,488,-442.78,569.0975,,,0.1582
490,1616.158,489,-551.77,569.2631,,,0.0589
491,1619.443,490,-541.88,569.4891,,,0.0739
492,1622.733,491,-470.55,569.6416,,,0.1401
493,1626.039,492,-122.36,569.6780,,,0.2976
494,1629.364,493,-469.01,569.6430,,,0.1412
495,1632.642,494,-535.71,569.6775,,,0.0820
496,1635.993,495,-549.91,569.6942,,,0.0626
497,1639.284,496,-459.98,569.7373,,,0.1474
498,1642.574,497,-542.93,569.7129,,,0.0728
499,1645.870,498,-325.39,569.6130,,,0.2199
500,1648.973,499,-292.39,569.4160,,,0.2342
