eval,time_s,iter,obj,aep,x,y,rms_viol
150,425.387,149,1463.68,568.0478,,,0.6343
151,428.237,150,4749.00,567.2809,,,1.0260
152,431.041,151,6043.83,566.3719,,,1.1441
153,433.831,152,5821.77,566.1023,,,1.1247
154,436.630,153,1376.00,566.8660,,,0.6203
155,439.425,154,-266.61,567.7591,,,0.2442
156,442.275,155,401.06,568.6957,,,0.4382
157,445.093,156,2780.73,568.5168,,,0.8144
158,447.905,157,641.45,568.9792,,,0.4896
159,450.707,158,-144.48,568.6619,,,0.2898
160,453.503,159,2689.04,567.9540,,,0.8031
161,456.312,160,-215.81,568.8361,,,0.2644
162,459.125,161,488.90,569.1377,,,0.4577
163,461.946,162,5977.79,568.4155,,,1.1385
164,464.815,163,320.39,569.0793,,,0.4197
165,467.623,164,107.65,569.0913,,,0.3661
166,470.487,165,1393.44,568.4091,,,0.6233
167,473.290,166,11.34,569.0191,,,0.3390
168,476.101,167,505.31,568.6885,,,0.4612
169,478.915,168,133.51,569.0687,,,0.3730
170,481.744,169,1854.04,568.2532,,,0.6926
171,484.620,170,-30.54,568.9772,,,0.3265
172,487.434,171,767.56,568.6256,,,0.5144
173,490.267,172,302.62,569.2302,,,0.4155
174,493.095,173,1685.58,567.7054,,,0.6680
175,495.910,174,24.15,569.1121,,,0.3427
176,498.734,175,371.18,568.7801,,,0.4314
177,501.556,176,578.93,569.4076,,,0.4769
178,504.404,177,1369.96,567.7926,,,0.6194
179,507.271,178,448.13,569.2739,,,0.4489
180,510.091,179,917.47,568.8530,,,0.5425
181,512.934,180,244.48,569.2330,,,0.4014
182,515.763,181,1120.07,568.3265,,,0.5782
183,518.592,182,24.05,569.1335,,,0.3427
184,521.413,183,879.48,568.8963,,,0.5355
185,524.226,184,273.22,569.2633,,,0.4084
186,527.106,185,1523.81,568.2291,,,0.6436
187,529.945,186,-64.35,569.1397,,,0.3162
188,532.798,187,708.17,569.0102,,,0.5029
189,535.616,188,-60.00,569.1456,,,0.3175
190,538.414,189,1758.08,568.4246,,,0.6787
191,541.225,190,-248.84,568.9974,,,0.2518
192,544.057,191,1190.46,568.6861,,,0.5902
193,546.893,192,89.10,569.0686,,,0.3610
194,549.705,193,1213.73,568.0901,,,0.5940
195,552.502,194,18.42,569.1349,,,0.3411
196,555.325,195,938.40,568.9083,,,0.5463
197,558.120,196,-142.94,569.1553,,,0.2905
198,560.919,197,1170.38,568.7240,,,0.5868
199,563.722,198,367.90,569.3039,,,0.4308
200,566.502,199,652.34,568.0181,,,0.4916
201,569.346,200,194.54,568.8303,,,0.3888
202,572.162,201,285.16,568.4658,,,0.4111
203,574.984,202,3886.11,567.0136,,,0.9390
204,577.784,203,3533.07,565.2502,,,0.9009
205,580.579,204,462.54,566.4094,,,0.4514
206,583.376,205,-489.93,567.9123,,,0.1243
207,586.189,206,172.38,568.6581,,,0.3831
208,589.039,207,1737.17,568.3108,,,0.6757
209,591.907,208,259.70,569.0450,,,0.4051
210,594.711,209,-17.23,568.4427,,,0.3304
211,597.552,210,96.63,569.1423,,,0.3631
212,600.359,211,1200.06,568.9798,,,0.5919
213,603.186,212,394.71,569.2111,,,0.4369
214,606.014,213,227.75,568.4272,,,0.3971
215,608.843,214,734.47,567.5078,,,0.5078
216,611.679,215,-125.27,567.3294,,,0.2959
217,614.490,216,-69.79,568.1046,,,0.3141
218,617.351,217,267.63,568.3837,,,0.4069
219,620.170,218,1345.09,567.6518,,,0.6154
220,622.988,219,3010.63,567.5785,,,0.8418
221,625.812,220,2124.18,567.1774,,,0.7300
222,628.626,221,94.98,567.8862,,,0.3623
223,631.489,222,-244.17,568.5527,,,0.2534
224,634.352,223,308.23,568.8356,,,0.4167
225,637.187,224,3535.80,568.5084,,,0.9015
226,640.006,225,272.54,569.0142,,,0.4082
227,642.815,226,-293.90,568.8961,,,0.2334
228,645.623,227,893.12,568.2283,,,0.5379
229,648.442,228,22.57,569.0841,,,0.3423
230,651.264,229,34.40,569.0025,,,0.3457
231,654.135,230,3060.47,567.9215,,,0.8476
232,656.938,231,6.21,568.7304,,,0.3374
233,659.778,232,-365.38,569.1162,,,0.2009
234,662.586,233,488.63,568.9897,,,0.4576
235,665.366,234,310.97,569.2487,,,0.4175
236,668.167,235,1048.96,568.1838,,,0.5659
237,670.978,236,-169.38,569.0252,,,0.2813
238,673.814,237,199.00,569.1317,,,0.3900
239,676.613,238,2713.31,568.2354,,,0.8061
240,679.442,239,-256.36,569.0986,,,0.2489
241,682.263,240,-143.61,569.2287,,,0.2903
242,685.039,241,3066.81,568.5219,,,0.8484
243,687.853,242,58.41,569.2570,,,0.3525
244,690.661,243,-240.18,569.3475,,,0.2553
245,693.469,244,1316.44,569.0167,,,0.6110
246,696.311,245,11.15,569.2057,,,0.3390
247,699.137,246,-35.01,568.9979,,,0.3252
248,701.967,247,1066.91,567.9893,,,0.5690
249,704.784,248,-263.05,568.8389,,,0.2461
250,707.613,249,-138.46,569.2373,,,0.2921
251,710.415,250,2001.51,568.7235,,,0.7134
252,713.242,251,-132.44,569.1515,,,0.2941
253,716.124,252,-352.88,569.1764,,,0.2070
254,718.977,253,1121.18,568.5642,,,0.5784
255,721.802,254,-283.91,569.0123,,,0.2376
256,724.638,255,592.37,568.5160,,,0.4795
257,727.471,256,475.23,568.0815,,,0.4545
258,730.290,257,-339.43,568.0132,,,0.2128
259,733.097,258,-432.29,568.0406,,,0.1640
260,735.945,259,-48.47,568.3242,,,0.3208
261,738.795,260,833.61,568.6131,,,0.5269
262,741.621,261,4342.21,568.0148,,,0.9861
263,744.469,262,450.86,568.8686,,,0.4494
264,747.300,263,-131.76,569.1701,,,0.2943
265,750.112,264,85.87,568.9289,,,0.3601
266,752.938,265,-139.66,568.9958,,,0.2916
267,755.762,266,619.63,568.9483,,,0.4851
268,758.640,267,5589.55,567.4200,,,1.1042
269,761.476,268,1237.22,568.3272,,,0.5979
270,764.303,269,-252.26,568.9679,,,0.2504
271,767.115,270,-347.48,568.9716,,,0.2094
272,769.928,271,1659.94,568.2924,,,0.6643
273,772.726,272,6.22,569.0323,,,0.3375
274,775.525,273,-282.80,569.0699,,,0.2381
275,778.369,274,521.91,568.8274,,,0.4647
276,781.216,275,-113.89,569.1970,,,0.3003
277,784.014,276,427.83,568.9050,,,0.4443
278,786.843,277,-224.48,569.2468,,,0.2613
279,789.646,278,585.95,568.9846,,,0.4782
280,792.440,279,-311.98,569.2689,,,0.2257
281,795.227,280,270.43,569.2886,,,0.4078
282,798.033,281,-108.51,569.3691,,,0.3021
283,800.869,282,99.19,568.8677,,,0.3637
284,803.677,283,-22.62,569.3649,,,0.3290
285,806.507,284,1126.89,568.7201,,,0.5795
286,809.325,285,-108.42,569.2531,,,0.3021
287,812.119,286,-337.93,569.0312,,,0.2139
288,814.919,287,608.50,567.9237,,,0.4827
289,817.737,288,-235.82,568.9887,,,0.2569
290,820.578,289,352.99,568.9185,,,0.4273
291,823.424,290,366.87,568.8104,,,0.4304
292,826.246,291,-13.87,568.3759,,,0.3314
293,829.072,292,-257.24,568.0721,,,0.2481
294,831.882,293,-281.96,568.6290,,,0.2383
295,834.694,294,962.90,568.2985,,,0.5506
296,837.520,295,269.51,568.0240,,,0.4072
297,840.364,296,-514.71,568.5036,,,0.1032
298,843.254,297,-351.63,568.4780,,,0.2072
299,846.109,298,0.89,568.7910,,,0.3359
300,848.965,299,913.41,568.8086,,,0.5418
301,851.793,300,1286.95,567.7504,,,0.6060
302,854.609,301,1040.38,567.2023,,,0.5642
303,857.427,302,-140.09,567.9155,,,0.2911
304,860.242,303,-397.04,568.6353,,,0.1843
305,863.086,304,118.78,569.2351,,,0.3691
306,865.907,305,1256.97,569.1564,,,0.6013
307,868.720,306,4325.23,568.0039,,,0.9844
308,871.550,307,1461.99,568.3130,,,0.6341
309,874.360,308,-171.04,568.7761,,,0.2806
310,877.168,309,-343.28,569.0265,,,0.2114
311,879.973,310,1255.46,568.5684,,,0.6010
312,882.802,311,53.21,568.6756,,,0.3509
313,885.661,312,-485.06,568.9324,,,0.1289
314,888.489,313,-459.20,569.1223,,,0.1475
315,891.304,314,251.50,569.3057,,,0.4032
316,894.103,315,-133.92,569.4161,,,0.2937
317,896.898,316,132.82,568.8686,,,0.3728
318,899.696,317,-290.46,569.2659,,,0.2350
319,902.486,318,1174.67,569.0006,,,0.5876
320,905.337,319,643.04,568.0689,,,0.4897
321,908.196,320,-347.51,568.2394,,,0.2091
322,911.001,321,-462.79,568.8918,,,0.1450
323,913.798,322,-39.44,569.2945,,,0.3239
324,916.586,323,1022.70,568.9816,,,0.5614
325,919.380,324,-194.02,569.2785,,,0.2726
326,922.167,325,-310.79,569.1768,,,0.2262
327,924.993,326,618.95,568.2928,,,0.4849
328,927.818,327,-352.17,568.7719,,,0.2071
329,930.632,328,-421.17,569.0282,,,0.1711
330,933.475,329,-210.71,569.2791,,,0.2665
331,936.275,330,1608.71,569.0247,,,0.6567
332,939.091,331,-256.72,569.2809,,,0.2488
333,941.902,332,-371.51,569.1826,,,0.1978
334,944.711,333,915.61,568.8207,,,0.5422
335,947.573,334,-396.55,569.1007,,,0.1848
336,950.425,335,-297.46,569.3587,,,0.2320
337,953.264,336,946.03,569.4936,,,0.5478
338,956.107,337,5896.40,568.7802,,,1.1315
339,958.939,338,1689.96,568.9877,,,0.6688
340,961.745,339,-292.07,569.1089,,,0.2342
341,964.561,340,-503.16,569.2018,,,0.1144
342,967.422,341,-168.79,569.3132,,,0.2816
343,970.283,342,1683.85,569.0121,,,0.6679
344,973.112,343,-199.01,569.1656,,,0.2707
345,975.954,344,-434.82,569.2484,,,0.1632
346,978.778,345,37.31,569.0917,,,0.3465
347,981.597,346,-347.76,569.3215,,,0.2095
348,984.409,347,-148.22,569.1265,,,0.2887
349,987.225,348,307.40,568.6523,,,0.4165
350,990.078,349,57.84,568.3631,,,0.3521
351,992.900,350,-427.37,568.1245,,,0.1670
352,995.755,351,-435.63,568.4367,,,0.1622
353,998.581,352,-355.24,568.7232,,,0.2056
354,1001.392,353,-221.39,568.8913,,,0.2623
355,1004.194,354,58.59,568.8069,,,0.3525
356,1007.002,355,-385.36,569.0884,,,0.1907
357,1009.849,356,-316.51,569.2091,,,0.2237
358,1012.680,357,-225.49,569.0339,,,0.2608
359,1015.499,358,133.52,568.6492,,,0.3729
360,1018.299,359,-341.21,569.0340,,,0.2124
361,1021.101,360,-462.39,569.0933,,,0.1454
362,1023.895,361,-132.33,569.1076,,,0.2941
363,1026.691,362,-351.35,569.2340,,,0.2077
364,1029.480,363,-152.04,569.2287,,,0.2874
365,1032.322,364,353.40,568.7887,,,0.4273
366,1035.150,365,1029.99,567.9970,,,0.5625
367,1037.984,366,486.05,567.0372,,,0.4567
368,1040.788,367,-473.24,567.2161,,,0.1364
369,1043.589,368,-487.05,568.0727,,,0.1267
370,1046.389,369,-322.39,568.5650,,,0.2208
371,1049.187,370,-168.07,568.6598,,,0.2816
372,1052.041,371,-50.54,568.4599,,,0.3202
373,1054.888,372,-164.96,568.4927,,,0.2827
374,1057.694,373,-309.15,568.7820,,,0.2267
375,1060.530,374,-227.79,569.0765,,,0.2600
376,1063.335,375,-275.30,568.8515,,,0.2411
377,1066.157,376,-174.92,568.5954,,,0.2792
378,1068.983,377,127.30,568.0875,,,0.3711
379,1071.815,378,-66.95,567.9205,,,0.3150
380,1074.686,379,-519.58,568.2320,,,0.0982
381,1077.516,380,-503.97,568.6532,,,0.1132
382,1080.346,381,-354.94,568.9691,,,0.2059
383,1083.156,382,69.07,569.0497,,,0.3555
384,1085.988,383,-371.33,569.1882,,,0.1979
385,1088.813,384,-431.99,569.2276,,,0.1649
386,1091.629,385,-159.58,569.1740,,,0.2848
387,1094.497,386,-53.25,568.7684,,,0.3195
388,1097.351,387,-61.11,568.2524,,,0.3169
389,1100.175,388,-199.93,567.9559,,,0.2700
390,1103.012,389,-416.25,568.4561,,,0.1736
391,1105.829,390,-490.36,568.7944,,,0.1246
392,1108.641,391,-307.17,569.1208,,,0.2278
393,1111.461,392,71.55,569.1594,,,0.3562
394,1114.281,393,60.07,568.7407,,,0.3529
395,1117.114,394,-95.00,568.5671,,,0.3062
396,1119.934,395,-475.24,568.9137,,,0.1362
397,1122.772,396,-422.67,569.3202,,,0.1704
398,1125.568,397,-127.03,569.4101,,,0.2960
399,1128.364,398,-187.60,569.0844,,,0.2748
400,1131.148,399,-264.43,568.7376,,,0.2455
401,1133.947,400,-342.27,568.7511,,,0.2118
402,1136.799,401,-498.75,569.0888,,,0.1180
403,1139.643,402,-416.35,569.3822,,,0.1741
404,1142.443,403,-259.89,569.4433,,,0.2476
405,1145.229,404,278.65,569.3336,,,0.4098
406,1148.024,405,441.55,568.9619,,,0.4473
407,1150.815,406,96.12,568.6223,,,0.3628
408,1153.614,407,-453.99,568.8289,,,0.1508
409,1156.424,408,-506.52,569.2142,,,0.1114
410,1159.277,409,-346.73,569.5134,,,0.2100
411,1162.120,410,266.76,569.3833,,,0.4069
412,1164.963,411,-339.99,569.7054,,,0.2133
413,1167.782,412,-478.56,569.5998,,,0.1343
414,1170.597,413,-374.26,569.5282,,,0.1966
415,1173.400,414,-251.76,569.4711,,,0.2508
416,1176.211,415,-268.51,569.1414,,,0.2440
417,1179.052,416,-433.96,568.9733,,,0.1635
418,1181.893,417,-413.48,569.0693,,,0.1755
419,1184.775,418,218.63,568.9499,,,0.3949
420,1187.621,419,47.24,568.8485,,,0.3493
421,1190.443,420,-424.12,569.0191,,,0.1694
422,1193.256,421,-521.19,569.1885,,,0.0975
423,1196.075,422,-482.39,569.4260,,,0.1313
424,1198.920,423,-59.12,569.6262,,,0.3179
425,1201.763,424,119.98,569.4519,,,0.3695
426,1204.610,425,151.01,569.1374,,,0.3776
427,1207.462,426,-279.52,569.1149,,,0.2395
428,1210.290,427,-513.30,569.3330,,,0.1053
429,1213.112,428,-456.79,569.5781,,,0.1494
430,1215.924,429,-223.40,569.6177,,,0.2618
431,1218.753,430,-442.01,569.7028,,,0.1590
432,1221.633,431,-399.15,569.6522,,,0.1837
433,1224.496,432,-224.82,569.5248,,,0.2613
434,1227.346,433,-194.36,569.2405,,,0.2725
435,1230.159,434,-327.01,568.9974,,,0.2189
436,1232.974,435,-442.68,568.9243,,,0.1581
437,1235.789,436,-511.68,569.0219,,,0.1066
438,1238.600,437,-478.68,569.2358,,,0.1339
439,1241.432,438,-381.22,569.2642,,,0.1930
440,1244.241,439,-191.19,569.2889,,,0.2736
441,1247.034,440,-214.46,569.1763,,,0.2650
442,1249.861,441,-152.02,569.1764,,,0.2874
443,1252.660,442,-367.37,569.2020,,,0.1999
444,1255.465,443,-514.84,569.3219,,,0.1039
445,1258.254,444,-475.98,569.3706,,,0.1360
446,1261.060,445,-334.74,569.4211,,,0.2156
447,1263.915,446,-308.22,569.3063,,,0.2274
448,1266.735,447,-394.72,569.1553,,,0.1859
449,1269.559,448,-439.64,569.2304,,,0.1602
450,1272.348,449,-504.63,569.3283,,,0.1132
451,1275.157,450,-518.63,569.4693,,,0.1003
452,1277.963,451,-437.74,569.5623,,,0.1616
453,1280.772,452,69.75,569.5484,,,0.3558
454,1283.642,453,-438.33,569.6117,,,0.1612
455,1286.487,454,-527.96,569.6466,,,0.0909
456,1289.330,455,-495.63,569.6512,,,0.1211
457,1292.174,456,-363.38,569.6089,,,0.2021
458,1294.989,457,241.13,569.3793,,,0.4006
459,1297.817,458,-336.07,569.4531,,,0.2150
460,1300.633,459,-518.39,569.5201,,,0.1006
461,1303.463,460,-507.75,569.5548,,,0.1106
462,1306.288,461,-460.60,569.5565,,,0.1469
463,1309.135,462,-292.08,569.4014,,,0.2343
464,1312.002,463,-118.05,569.2114,,,0.2989
465,1314.831,464,-265.68,568.9550,,,0.2451
466,1317.641,465,-541.35,569.0138,,,0.0740
467,1320.465,466,-531.55,569.2658,,,0.0864
468,1323.298,467,-269.52,569.4975,,,0.2437
469,1326.166,468,624.43,569.6058,,,0.4863
470,1329.013,469,842.25,569.6129,,,0.5288
471,1331.856,470,738.07,569.6149,,,0.5089
472,1334.678,471,465.95,569.6059,,,0.4528
473,1337.500,472,94.19,569.6006,,,0.3626
474,1340.318,473,-270.78,569.6058,,,0.2433
475,1343.125,474,-486.20,569.5407,,,0.1285
476,1345.947,475,-527.06,569.5334,,,0.0917
477,1348.819,476,-549.04,569.5240,,,0.0637
478,1351.686,477,-462.29,569.5219,,,0.1457
479,1354.536,478,-554.21,569.5816,,,0.0552
480,1357.352,479,-496.50,569.6997,,,0.1204
481,1360.166,480,-179.14,569.7751,,,0.2781
482,1362.978,481,213.59,569.6036,,,0.3938
483,1365.793,482,-34.69,569.2414,,,0.3253
484,1368.634,483,-364.52,569.2955,,,0.2014
485,1371.446,484,-508.89,569.5569,,,0.1096
486,1374.269,485,-507.91,569.6899,,,0.1106
487,1377.087,486,-510.09,569.6878,,,0.1086
488,1379.893,487,-477.03,569.5646,,,0.1354
489,1382.693,488,-263.48,569.4121,,,0.2461
490,1385.499,489,-523.52,569.5415,,,0.0955
491,1388.330,490,-529.80,569.6930,,,0.0889
492,1391.193,491,-292.02,569.7598,,,0.2345
493,1394.031,492,-276.39,569.7573,,,0.2410
494,1396.830,493,-420.56,569.5688,,,0.1718
495,1399.615,494,-548.17,569.5695,,,0.0651
496,1402.426,495,-542.50,569.6281,,,0.0733
497,1405.222,496,-476.03,569.6486,,,0.1362
498,1408.026,497,-355.96,569.6223,,,0.2057
499,1410.888,498,-351.38,569.3928,,,0.2078
500,1413.724,499,-486.55,569.3470,,,0.1280
