eval,time_s,iter,obj,aep,x,y,rms_viol
11,33.048,10,712.65,539.6497,,,0.4980
12,35.904,11,600.55,541.3776,,,0.4755
13,38.797,12,489.63,542.7165,,,0.4521
14,41.679,13,370.80,544.2463,,,0.4257
15,44.533,14,-126.16,545.8181,,,0.2883
16,47.382,15,102.12,547.5590,,,0.3587
17,50.227,16,1150.82,549.0713,,,0.5802
18,53.069,17,4852.43,549.7971,,,1.0343
19,55.940,18,7585.88,549.7144,,,1.2693
20,58.785,19,3107.26,549.7859,,,0.8510
21,61.619,20,-155.83,550.9136,,,0.2797
22,64.463,21,-43.20,552.0416,,,0.3174
23,67.321,22,1218.52,553.1356,,,0.5923
24,70.139,23,3046.87,553.1956,,,0.8443
25,72.997,24,157.28,554.3348,,,0.3754
26,75.833,25,-179.84,555.1927,,,0.2726
27,78.631,26,1971.18,556.1255,,,0.7074
28,81.493,27,126.10,556.3932,,,0.3676
29,84.311,28,849.69,556.6694,,,0.5277
30,87.142,29,992.57,555.8482,,,0.5537
31,89.958,30,1071.33,555.6629,,,0.5676
32,92.790,31,109.28,556.4755,,,0.3631
33,95.636,32,187.35,557.2519,,,0.3840
34,98.475,33,87.10,558.0551,,,0.3574
35,101.306,34,727.80,558.5733,,,0.5047
36,104.167,35,2001.66,559.0715,,,0.7121
37,106.983,36,5887.25,559.3619,,,1.1298
38,109.838,37,7175.51,558.5902,,,1.2375
39,112.647,38,2956.42,558.1572,,,0.8342
40,115.515,39,558.17,559.4681,,,0.4704
41,118.355,40,-41.96,560.4210,,,0.3204
42,121.193,41,204.76,561.1090,,,0.3894
43,124.010,42,2035.21,561.4074,,,0.7171
44,126.817,43,495.68,561.8981,,,0.4576
45,129.681,44,514.86,561.7317,,,0.4617
46,132.526,45,2441.83,560.7776,,,0.7711
47,135.356,46,2642.43,559.5793,,,0.7963
48,138.214,47,587.14,559.2718,,,0.4765
49,141.058,48,-454.07,560.6122,,,0.1452
50,143.865,49,428.74,562.0656,,,0.4429
51,146.686,50,2139.34,562.4121,,,0.7314
52,149.550,51,4149.14,561.5924,,,0.9658
53,152.374,52,7003.90,561.0621,,,1.2239
54,155.210,53,8245.25,560.4764,,,1.3205
55,158.060,54,1806.78,560.3805,,,0.6846
56,160.858,55,-353.39,561.5507,,,0.2030
57,163.655,56,570.85,563.0108,,,0.4738
58,166.512,57,3817.37,563.8075,,,0.9314
59,169.369,58,160.06,563.9599,,,0.3786
60,172.173,59,88.48,564.2231,,,0.3595
61,175.007,60,2314.09,563.9322,,,0.7549
62,177.834,61,-205.46,564.4281,,,0.2666
63,180.682,62,1272.28,564.7809,,,0.6031
64,183.498,63,4480.92,562.9657,,,0.9994
65,186.359,64,394.36,564.3899,,,0.4357
66,189.177,65,-212.56,565.1955,,,0.2643
67,191.981,66,981.33,565.0759,,,0.5534
68,194.787,67,689.64,565.6100,,,0.4986
69,197.641,68,1898.46,564.1944,,,0.6983
70,200.469,69,3299.76,562.4374,,,0.8745
71,203.292,70,363.41,561.8178,,,0.4280
72,206.085,71,-181.45,563.3246,,,0.2750
73,208.923,72,243.23,564.3626,,,0.3999
74,211.744,73,2051.11,564.5502,,,0.7197
75,214.597,74,4196.65,563.6041,,,0.9709
76,217.408,75,6077.22,562.8473,,,1.1467
77,220.216,76,8024.57,562.3415,,,1.3040
78,223.086,77,2814.67,562.3077,,,0.8177
79,225.911,78,-115.91,563.1127,,,0.2976
80,228.716,79,-279.69,564.4257,,,0.2375
81,231.521,80,1271.75,565.4883,,,0.6032
82,234.327,81,5356.11,565.4049,,,1.0829
83,237.196,82,649.93,565.9314,,,0.4907
84,239.999,83,-373.50,565.9303,,,0.1952
85,242.852,84,1184.59,565.9882,,,0.5888
86,245.659,85,253.14,566.0587,,,0.4028
87,248.467,86,1511.73,565.8368,,,0.6414
88,251.282,87,3997.14,564.5920,,,0.9504
89,254.077,88,1070.19,563.3899,,,0.5688
90,256.936,89,126.31,563.9230,,,0.3697
91,259.735,90,170.60,564.6926,,,0.3816
92,262.538,91,868.58,565.5984,,,0.5329
93,265.356,92,1513.47,566.0390,,,0.6417
94,268.210,93,3748.51,565.6849,,,0.9243
95,271.054,94,8179.72,564.4819,,,1.3159
96,273.856,95,10229.75,563.1555,,,1.4619
97,276.654,96,2665.52,563.3145,,,0.7996
98,279.467,97,-257.90,564.5509,,,0.2464
99,282.280,98,112.91,565.7383,,,0.3666
100,285.113,99,1099.72,566.3381,,,0.5744
101,287.950,100,2367.77,566.0719,,,0.7622
102,290.773,101,2874.60,565.1334,,,0.8253
103,293.587,102,4020.99,564.3853,,,0.9529
104,296.389,103,1853.88,564.5658,,,0.6920
105,299.226,104,-440.08,565.1160,,,0.1574
106,302.040,105,-246.13,566.1008,,,0.2517
107,304.843,106,1490.27,566.8908,,,0.6382
108,307.698,107,8563.05,566.9845,,,1.3446
109,310.510,108,835.70,567.3720,,,0.5271
110,313.322,109,-263.39,567.3639,,,0.2453
111,316.123,110,790.16,567.3053,,,0.5185
112,318.965,111,4421.63,566.4757,,,0.9939
113,321.824,112,3.02,566.9874,,,0.3360
114,324.656,113,-248.78,567.5087,,,0.2512
115,327.461,114,1507.46,567.3955,,,0.6410
116,330.274,115,691.19,567.7126,,,0.4993
117,333.106,116,563.71,566.6933,,,0.4731
118,335.922,117,1321.12,565.6699,,,0.6112
119,338.764,118,418.15,565.0034,,,0.4412
120,341.610,119,-271.98,565.4950,,,0.2411
121,344.420,120,274.06,564.9018,,,0.4076
122,347.285,121,-70.99,565.2095,,,0.3128
123,350.099,122,616.87,565.9870,,,0.4840
124,352.904,123,683.75,565.4578,,,0.4974
125,355.703,124,425.72,565.3930,,,0.4430
126,358.529,125,248.36,565.9671,,,0.4016
127,361.343,126,588.47,566.9018,,,0.4783
128,364.141,127,1210.82,566.4437,,,0.5932
129,366.980,128,2724.43,565.6046,,,0.8072
130,369.808,129,2415.49,564.7605,,,0.7682
131,372.642,130,892.85,564.9840,,,0.5373
132,375.440,131,-185.89,566.0960,,,0.2744
133,378.240,132,-219.39,566.9146,,,0.2623
134,381.105,133,1506.87,567.2620,,,0.6409
135,383.923,134,5690.41,566.6665,,,1.1131
136,386.720,135,991.97,567.2945,,,0.5557
137,389.529,136,-24.20,567.6248,,,0.3280
138,392.356,137,314.05,567.6206,,,0.4178
139,395.158,138,1109.44,566.8068,,,0.5761
140,397.964,139,-154.50,567.5825,,,0.2860
141,400.811,140,289.30,567.6479,,,0.4119
142,403.646,141,3111.19,566.5547,,,0.8534
143,406.442,142,-160.73,567.3073,,,0.2837
144,409.281,143,-90.38,567.7863,,,0.3075
145,412.088,144,1299.23,567.7331,,,0.6080
146,414.891,145,4559.41,566.4663,,,1.0075
147,417.690,146,6374.14,564.8442,,,1.1722
148,420.489,147,1741.77,564.5293,,,0.6758
149,423.331,148,-191.80,565.6568,,,0.2721
150,426.139,149,-165.77,566.9586,,,0.2819
151,428.955,150,507.11,567.6820,,,0.4613
152,431.818,151,2334.70,567.0677,,,0.7580
153,434.633,152,309.31,567.8224,,,0.4168
154,437.442,153,-66.32,567.7960,,,0.3151
155,440.270,154,710.62,567.1086,,,0.5030
156,443.106,155,1875.17,566.3670,,,0.6953
157,445.960,156,979.98,565.4487,,,0.5532
158,448.766,157,40.64,565.5169,,,0.3465
159,451.583,158,-390.87,566.1194,,,0.1863
160,454.383,159,34.04,567.1710,,,0.3450
161,457.184,160,1487.88,567.5804,,,0.6380
162,459.988,161,3597.54,566.8406,,,0.9081
163,462.796,162,5512.71,566.0321,,,1.0971
164,465.692,163,8547.17,565.6839,,,1.3433
165,468.504,164,5251.00,565.4236,,,1.0732
166,471.313,165,386.07,565.9624,,,0.4342
167,474.142,166,-522.02,566.7357,,,0.0941
168,476.939,167,700.35,567.6633,,,0.5011
169,479.743,168,93.75,567.7540,,,0.3619
170,482.550,169,416.58,567.2830,,,0.4414
171,485.387,170,391.31,566.4960,,,0.4355
172,488.191,171,-2.98,566.3716,,,0.3340
173,491.011,172,-473.55,566.7483,,,0.1359
174,493.863,173,40.11,567.1990,,,0.3468
175,496.689,174,1819.01,567.2258,,,0.6874
176,499.488,175,4733.18,566.6791,,,1.0244
177,502.288,176,929.26,567.7779,,,0.5445
178,505.089,177,-308.84,568.1008,,,0.2266
179,507.947,178,404.85,568.5378,,,0.4390
180,510.764,179,282.04,568.4482,,,0.4104
181,513.581,180,1690.70,567.6494,,,0.6687
182,516.396,181,984.30,566.1762,,,0.5541
183,519.203,182,-56.06,566.0008,,,0.3178
184,522.010,183,-273.47,566.8496,,,0.2410
185,524.814,184,-15.86,567.3533,,,0.3305
186,527.681,185,598.11,567.5242,,,0.4804
187,530.515,186,1669.60,567.3238,,,0.6655
188,533.328,187,4097.88,566.2195,,,0.9610
189,536.145,188,258.65,567.2964,,,0.4044
190,538.964,189,-305.13,567.9726,,,0.2281
191,541.778,190,248.70,568.2043,,,0.4022
192,544.575,191,1623.17,567.6291,,,0.6587
193,547.392,192,-71.51,568.2171,,,0.3136
194,550.230,193,-158.99,568.2704,,,0.2847
195,553.027,194,1199.83,567.9969,,,0.5917
196,555.835,195,335.59,568.4811,,,0.4231
197,558.686,196,153.73,568.2834,,,0.3781
198,561.501,197,2330.76,567.1516,,,0.7575
199,564.299,198,2109.02,566.5430,,,0.7279
200,567.094,199,-297.75,565.8320,,,0.2304
201,569.948,200,-137.10,566.4354,,,0.2916
202,572.781,201,413.84,566.9378,,,0.4407
203,575.584,202,384.14,567.0366,,,0.4340
204,578.410,203,266.14,566.9944,,,0.4062
205,581.210,204,730.86,566.6024,,,0.5069
206,584.013,205,1062.33,566.1395,,,0.5679
207,586.854,206,577.96,566.4468,,,0.4760
208,589.665,207,-463.61,566.9445,,,0.1430
209,592.537,208,-74.48,567.6185,,,0.3125
210,595.345,209,1004.63,567.6570,,,0.5580
211,598.158,210,3781.84,567.2222,,,0.9280
212,600.982,211,158.98,567.7250,,,0.3793
213,603.788,212,-320.21,568.2255,,,0.2216
214,606.587,213,646.93,568.4824,,,0.4906
215,609.382,214,77.92,568.5933,,,0.3578
216,612.207,215,1119.33,568.0234,,,0.5780
217,615.033,216,-70.23,568.3211,,,0.3141
218,617.837,217,-172.06,568.1820,,,0.2801
219,620.689,218,1622.61,567.9896,,,0.6586
220,623.530,219,3902.61,566.8798,,,0.9408
221,626.332,220,4004.16,564.9678,,,0.9512
222,629.139,221,832.93,564.3722,,,0.5260
223,631.944,222,-140.31,565.8003,,,0.2903
224,634.804,223,-356.35,566.8577,,,0.2042
225,637.601,224,-148.19,567.5442,,,0.2882
226,640.414,225,494.98,567.6695,,,0.4587
227,643.235,226,2537.15,567.2681,,,0.7841
228,646.035,227,4342.35,566.5558,,,0.9859
229,648.851,228,909.15,567.2552,,,0.5407
230,651.671,229,-398.64,567.6663,,,0.1829
231,654.533,230,227.43,568.1069,,,0.3969
232,657.382,231,-215.95,568.2587,,,0.2641
233,660.199,232,602.09,568.3434,,,0.4814
234,663.043,233,2687.89,567.8094,,,0.8029
235,665.869,234,-45.60,568.2676,,,0.3217
236,668.672,235,-83.32,568.4782,,,0.3100
237,671.476,236,668.99,567.6999,,,0.4949
238,674.305,237,-155.13,568.4025,,,0.2861
239,677.137,238,-64.82,568.5023,,,0.3158
240,679.929,239,1155.16,567.8716,,,0.5841
241,682.742,240,-249.74,568.4506,,,0.2512
242,685.604,241,-43.69,568.5278,,,0.3224
243,688.396,242,1221.72,567.8631,,,0.5953
244,691.195,243,-26.43,568.4604,,,0.3276
245,693.991,244,-183.16,568.4560,,,0.2762
246,696.837,245,1054.74,567.9701,,,0.5669
247,699.673,246,-455.44,568.3149,,,0.1495
248,702.491,247,-4.43,568.6083,,,0.3342
249,705.330,248,2358.97,568.0314,,,0.7613
250,708.145,249,-270.06,568.5016,,,0.2431
251,710.954,250,-14.56,568.3742,,,0.3312
252,713.766,251,598.94,567.7802,,,0.4807
253,716.575,252,899.11,567.1621,,,0.5388
254,719.446,253,291.78,566.9164,,,0.4124
255,722.264,254,-307.62,567.0364,,,0.2266
256,725.068,255,-300.31,567.6551,,,0.2301
257,727.903,256,-4.96,567.9955,,,0.3339
258,730.701,257,1217.63,567.5836,,,0.5946
259,733.507,258,47.90,568.2606,,,0.3493
260,736.304,259,-432.72,568.1622,,,0.1638
261,739.137,260,-24.46,568.3723,,,0.3282
262,741.968,261,2277.55,568.3241,,,0.7507
263,744.769,262,-170.44,568.4616,,,0.2807
264,747.605,263,-3.96,568.5823,,,0.3344
265,750.435,264,776.74,568.1830,,,0.5161
266,753.244,265,1711.80,567.2517,,,0.6718
267,756.049,266,1405.56,566.1496,,,0.6249
268,758.864,267,-163.13,566.1214,,,0.2825
269,761.732,268,-224.73,566.9408,,,0.2603
270,764.537,269,-301.21,567.5323,,,0.2296
271,767.353,270,-44.09,567.9084,,,0.3221
272,770.160,271,773.13,567.9225,,,0.5153
273,772.961,272,1834.94,567.2534,,,0.6897
274,775.762,273,2147.53,566.6084,,,0.7331
275,778.559,274,1412.73,566.4631,,,0.6260
276,781.412,275,-160.89,566.8995,,,0.2835
277,784.274,276,-304.51,567.5412,,,0.2282
278,787.073,277,88.82,567.8496,,,0.3606
279,789.902,278,105.42,567.7305,,,0.3651
280,792.729,279,459.80,567.6434,,,0.4511
281,795.544,280,85.43,567.2141,,,0.3595
282,798.345,281,6.32,567.2616,,,0.3370
283,801.176,282,-168.87,567.7110,,,0.2810
284,804.013,283,-325.80,567.9123,,,0.2190
285,806.803,284,-303.74,567.8893,,,0.2287
286,809.612,285,232.73,567.9897,,,0.3982
287,812.468,286,1275.79,567.4548,,,0.6042
288,815.273,287,2190.25,566.4495,,,0.7388
289,818.087,288,1281.15,565.5508,,,0.6047
290,820.904,289,-299.33,565.6778,,,0.2297
291,823.758,290,-511.56,566.6350,,,0.1044
292,826.602,291,-350.58,567.5112,,,0.2073
293,829.419,292,715.20,568.1659,,,0.5041
294,832.253,293,2414.50,567.9120,,,0.7685
295,835.062,294,3635.37,567.1569,,,0.9122
296,837.857,295,2446.71,566.4972,,,0.7724
297,840.656,296,390.99,566.8472,,,0.4355
298,843.483,297,-357.45,567.5160,,,0.2040
299,846.341,298,-335.80,568.0798,,,0.2145
300,849.145,299,332.33,568.3940,,,0.4223
301,851.955,300,2453.63,567.9699,,,0.7735
302,854.807,301,-8.04,568.1194,,,0.3330
303,857.619,302,-489.76,568.3569,,,0.1248
304,860.422,303,-248.78,568.6312,,,0.2517
305,863.213,304,761.02,568.5226,,,0.5131
306,866.049,305,-342.61,568.5660,,,0.2115
307,868.877,306,-240.39,568.6182,,,0.2549
308,871.670,307,1308.40,568.0766,,,0.6096
309,874.551,308,-245.35,568.3452,,,0.2529
310,877.384,309,-368.69,568.5780,,,0.1990
311,880.189,310,24.83,568.5651,,,0.3428
312,882.996,311,-404.62,568.6167,,,0.1802
313,885.846,312,-201.46,568.5848,,,0.2696
314,888.702,313,-161.37,568.6038,,,0.2840
315,891.523,314,1701.62,568.0951,,,0.6704
316,894.337,315,1594.37,567.5125,,,0.6543
317,897.161,316,-109.45,567.5994,,,0.3012
318,899.964,317,-463.13,568.0963,,,0.1442
319,902.771,318,-244.66,568.5093,,,0.2532
320,905.594,319,198.66,568.5300,,,0.3898
321,908.459,320,1693.98,568.0090,,,0.6693
322,911.292,321,-57.28,568.3261,,,0.3181
323,914.098,322,-270.77,568.6080,,,0.2429
324,916.954,323,-168.84,568.6522,,,0.2814
325,919.785,324,89.33,568.3159,,,0.3609
326,922.578,325,2544.50,567.4007,,,0.7850
327,925.387,326,1083.50,567.2791,,,0.5717
328,928.214,327,-127.82,567.2623,,,0.2950
329,931.030,328,-381.39,567.4840,,,0.1920
330,933.831,329,-464.40,567.7709,,,0.1431
331,936.661,330,470.50,568.1485,,,0.4535
332,939.516,331,925.46,568.1968,,,0.5439
333,942.322,332,52.42,568.2864,,,0.3506
334,945.132,333,-443.19,568.3722,,,0.1574
335,947.921,334,-501.73,568.3919,,,0.1149
336,950.764,335,-424.82,568.4794,,,0.1687
337,953.620,336,196.67,568.4948,,,0.3893
338,956.419,337,-204.34,568.5880,,,0.2686
339,959.240,338,-287.66,568.3324,,,0.2357
340,962.036,339,-372.86,568.2567,,,0.1967
341,964.847,340,-302.60,568.3358,,,0.2294
342,967.641,341,49.62,568.2104,,,0.3498
343,970.483,342,637.85,567.6658,,,0.4886
344,973.338,343,405.75,566.9740,,,0.4389
345,976.150,344,-404.03,566.8360,,,0.1796
346,978.968,345,-458.83,567.5021,,,0.1467
347,981.822,346,-270.54,568.0710,,,0.2427
348,984.643,347,-81.11,568.1623,,,0.3106
349,987.450,348,368.27,567.7608,,,0.4305
350,990.268,349,449.00,567.2256,,,0.4486
351,993.110,350,52.53,567.1940,,,0.3503
352,995.937,351,-359.93,567.5933,,,0.2028
353,998.745,352,-476.60,567.9649,,,0.1345
354,1001.583,353,-371.68,568.2992,,,0.1973
355,1004.420,354,-200.21,568.4223,,,0.2700
356,1007.205,355,133.38,568.0664,,,0.3727
357,1010.004,356,-420.12,568.3349,,,0.1713
358,1012.835,357,-427.42,568.5261,,,0.1672
359,1015.681,358,-122.30,568.5303,,,0.2973
360,1018.484,359,341.78,568.2756,,,0.4245
361,1021.306,360,553.55,567.6529,,,0.4712
362,1024.131,361,229.21,567.1656,,,0.3971
363,1026.939,362,-486.28,567.0519,,,0.1265
364,1029.752,363,-494.29,567.5809,,,0.1205
365,1032.547,364,-397.68,568.0710,,,0.1837
366,1035.406,365,102.09,568.3731,,,0.3644
367,1038.255,366,1004.15,568.1852,,,0.5580
368,1041.062,367,-238.61,568.3151,,,0.2555
369,1043.908,368,-437.91,568.5395,,,0.1608
370,1046.721,369,-366.81,568.6640,,,0.1999
371,1049.527,370,117.94,568.7658,,,0.3688
372,1052.332,371,1771.84,568.3766,,,0.6807
373,1055.171,372,-165.06,568.4092,,,0.2826
374,1057.997,373,-493.22,568.5296,,,0.1221
375,1060.806,374,-489.67,568.5743,,,0.1250
376,1063.637,375,-177.92,568.5866,,,0.2781
377,1066.497,376,334.64,568.2913,,,0.4228
378,1069.302,377,426.67,567.8068,,,0.4438
379,1072.104,378,-261.50,567.8854,,,0.2463
380,1074.900,379,-440.99,568.3249,,,0.1588
381,1077.758,380,-368.36,568.5179,,,0.1991
382,1080.582,381,-348.67,568.2955,,,0.2085
383,1083.385,382,-51.78,567.9143,,,0.3197
384,1086.206,383,-2.41,567.4951,,,0.3345
385,1089.008,384,-236.47,567.3554,,,0.2560
386,1091.809,385,-520.56,567.7283,,,0.0966
387,1094.611,386,-490.01,568.2021,,,0.1244
388,1097.443,387,-378.88,568.4136,,,0.1937
389,1100.307,388,47.66,568.4460,,,0.3493
390,1103.108,389,139.42,568.1575,,,0.3743
391,1105.907,390,385.33,567.9169,,,0.4345
392,1108.729,391,13.68,567.6549,,,0.3393
393,1111.542,392,-484.05,567.8675,,,0.1288
394,1114.383,393,-499.34,568.2803,,,0.1168
395,1117.174,394,-280.77,568.6119,,,0.2387
396,1120.001,395,-400.21,568.7339,,,0.1827
397,1122.831,396,-242.73,568.6750,,,0.2541
398,1125.633,397,-369.28,568.3711,,,0.1986
399,1128.496,398,-376.06,567.9664,,,0.1949
400,1131.312,399,-470.32,567.7373,,,0.1389
401,1134.116,400,-453.32,567.7803,,,0.1505
402,1136.913,401,-430.19,567.8977,,,0.1651
403,1139.731,402,-394.04,567.9832,,,0.1856
404,1142.609,403,-384.09,567.9526,,,0.1908
405,1145.415,404,-379.96,567.6048,,,0.1928
406,1148.217,405,-273.73,567.5438,,,0.2412
407,1151.039,406,-396.36,567.4937,,,0.1841
408,1153.846,407,-517.21,567.7250,,,0.1000
409,1156.647,408,-527.10,568.0742,,,0.0901
410,1159.444,409,-423.31,568.3943,,,0.1695
411,1162.323,410,-98.00,568.5091,,,0.3052
412,1165.163,411,-407.61,568.6092,,,0.1786
413,1167.970,412,-487.33,568.6313,,,0.1269
414,1170.815,413,-426.58,568.5800,,,0.1677
415,1173.620,414,-254.35,568.5013,,,0.2494
416,1176.434,415,-80.93,568.2034,,,0.3106
417,1179.230,416,-108.28,567.7345,,,0.3016
418,1182.073,417,-409.72,567.4068,,,0.1767
419,1184.888,418,-553.60,567.7169,,,0.0529
420,1187.681,419,-495.60,568.0865,,,0.1198
421,1190.493,420,-406.16,568.3131,,,0.1792
422,1193.345,421,330.21,568.4630,,,0.4218
423,1196.157,422,-321.39,568.4992,,,0.2212
424,1198.956,423,-443.87,568.4542,,,0.1571
425,1201.742,424,-472.36,568.4366,,,0.1379
426,1204.606,425,-57.72,568.1893,,,0.3179
427,1207.436,426,-78.10,567.9906,,,0.3115
428,1210.255,427,-482.54,567.9998,,,0.1301
429,1213.083,428,-531.75,568.1376,,,0.0849
430,1215.880,429,-470.31,568.3421,,,0.1393
431,1218.688,430,-363.15,568.4084,,,0.2016
432,1221.506,431,15.64,568.3024,,,0.3400
433,1224.361,432,-432.01,568.4550,,,0.1644
434,1227.229,433,-523.05,568.6118,,,0.0950
435,1230.047,434,-371.78,568.7433,,,0.1975
436,1232.872,435,-488.87,568.7311,,,0.1258
437,1235.731,436,-462.61,568.8092,,,0.1450
438,1238.536,437,-185.52,568.7382,,,0.2755
439,1241.349,438,-463.94,568.7224,,,0.1440
440,1244.156,439,-532.17,568.5633,,,0.0849
441,1247.006,440,-448.65,568.5901,,,0.1541
442,1249.828,441,-419.79,568.5707,,,0.1716
443,1252.642,442,-429.53,568.4983,,,0.1659
444,1255.494,443,-468.78,568.4524,,,0.1405
445,1258.304,444,-447.23,568.3409,,,0.1549
446,1261.099,445,-418.01,568.2073,,,0.1725
447,1263.898,446,-481.92,568.1093,,,0.1306
448,1266.739,447,-508.58,568.2368,,,0.1087
449,1269.573,448,-507.57,568.3730,,,0.1097
450,1272.398,449,-423.81,568.4151,,,0.1692
451,1275.214,450,-342.32,568.2120,,,0.2115
452,1278.032,451,-383.71,568.0124,,,0.1910
453,1280.857,452,-516.24,568.0594,,,0.1013
454,1283.656,453,-555.51,568.2631,,,0.0503
455,1286.461,454,-462.14,568.5003,,,0.1451
456,1289.336,455,-303.51,568.4927,,,0.2291
457,1292.176,456,-72.47,568.3105,,,0.3133
458,1294.984,457,-96.29,568.0188,,,0.3056
459,1297.830,458,-221.39,568.0999,,,0.2620
460,1300.638,459,-517.62,568.2871,,,0.1002
461,1303.456,460,-540.93,568.5023,,,0.0739
462,1306.290,461,-414.35,568.6789,,,0.1748
463,1309.130,462,290.59,568.7302,,,0.4125
464,1311.957,463,-391.62,568.7076,,,0.1873
465,1314.759,464,-536.22,568.7091,,,0.0802
466,1317.565,465,-525.43,568.7912,,,0.0927
467,1320.436,466,-431.01,568.8095,,,0.1652
468,1323.240,467,-241.99,568.6249,,,0.2543
469,1326.060,468,-447.34,568.7023,,,0.1550
470,1328.869,469,-536.97,568.7304,,,0.0793
471,1331.714,470,-466.50,568.7657,,,0.1423
472,1334.568,471,-393.56,568.6898,,,0.1862
473,1337.370,472,-381.00,568.5023,,,0.1927
474,1340.195,473,-375.00,568.2393,,,0.1956
475,1343.000,474,-336.35,567.8784,,,0.2141
476,1345.806,475,-388.75,567.8157,,,0.1883
477,1348.609,476,-506.08,568.0526,,,0.1108
478,1351.489,477,-540.72,568.3069,,,0.0739
479,1354.317,478,-528.34,568.4801,,,0.0891
480,1357.129,479,-428.19,568.6097,,,0.1667
481,1359.948,480,-263.33,568.6506,,,0.2459
482,1362.802,481,-76.06,568.5676,,,0.3123
483,1365.608,482,37.23,568.4406,,,0.3463
484,1368.415,483,-340.09,568.3417,,,0.2126
485,1371.225,484,-545.61,568.4112,,,0.0672
486,1374.060,485,-491.06,568.3930,,,0.1237
487,1376.882,486,-536.69,568.4426,,,0.0793
488,1379.683,487,-566.10,568.5217,,,0.0219
489,1382.526,488,-539.12,568.6352,,,0.0765
490,1385.342,489,-259.22,568.7937,,,0.2476
491,1388.143,490,-498.40,568.8429,,,0.1181
492,1390.944,491,-542.73,568.8067,,,0.0719
493,1393.790,492,-473.10,568.6309,,,0.1375
494,1396.632,493,-454.93,568.3848,,,0.1499
495,1399.461,494,-450.99,568.3175,,,0.1524
496,1402.273,495,-489.18,568.3595,,,0.1252
497,1405.080,496,-529.37,568.3939,,,0.0879
498,1407.877,497,-544.43,568.4757,,,0.0690
499,1410.683,498,-524.73,568.6018,,,0.0932
500,1413.479,499,-461.82,568.6662,,,0.1455
