trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000015,mc_20260807_0627_low/task_0003,15,Nygaard_TurboGaussian,10.25,3060.859893111301,3014.6187589429874,1.511,2676.0192451384937,12.573
mc_20260807_0627_low_000015,mc_20260807_0627_low/task_0003,15,SuperGaussian,2.56,3109.821723781434,3106.392593518043,0.11,2812.987331080255,9.545
mc_20260807_0627_low_000016,mc_20260807_0627_low/task_0003,16,Nygaard_TurboGaussian,7.94,3254.654665675072,3193.9206833356084,1.866,2849.8345561035935,12.438
mc_20260807_0627_low_000016,mc_20260807_0627_low/task_0003,16,SuperGaussian,2.16,3307.1364022857138,3302.8177674180724,0.131,2999.1004497299054,9.314
mc_20260807_0627_low_000017,mc_20260807_0627_low/task_0003,17,Nygaard_TurboGaussian,8.19,3358.791346353927,3285.2346715790445,2.19,2985.425489723972,11.116
mc_20260807_0627_low_000017,mc_20260807_0627_low/task_0003,17,SuperGaussian,2.59,3415.0075954684426,3409.750178662257,0.154,3151.145473002867,7.727
mc_20260807_0627_low_000018,mc_20260807_0627_low/task_0003,18,Nygaard_TurboGaussian,11.42,3188.5407430247233,3135.1204102755764,1.675,2745.9152946767836,13.882
mc_20260807_0627_low_000018,mc_20260807_0627_low/task_0003,18,SuperGaussian,3.1,3240.424272178102,3236.524532074781,0.12,2900.640703845095,10.486
mc_20260807_0627_low_000019,mc_20260807_0627_low/task_0003,19,Nygaard_TurboGaussian,7.23,3349.8493511430424,3276.3416909114203,2.194,2914.2885174854846,13.002
mc_20260807_0627_low_000019,mc_20260807_0627_low/task_0003,19,SuperGaussian,1.59,3405.217953469226,3399.924244621983,0.155,3087.550091715645,9.329
