trial_id,run_id,seed,tier,target_mw,delivered_mw,fraction_used,n_tries,success,band,angle,template,turbine,arrival_year
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,1833.0,458.25,0.25,125,True,"(75, 90)",0,staircase_6corners,Haliade-X 15.5MW,0.609
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,806.0,0.0,0.0,160,False,"(3, 10)",150,,IEA 2200-22MW,1.362
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,30.0,30.0,1.0,1,True,"(30, 45)",90,staircase_8corners,Haliade-X 15.5MW,2.733
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,780.0,0.0,0.0,160,False,"(10, 20)",120,,SG11.0-200DD,3.312
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,806.0,0.0,0.0,160,False,"(105, 120)",120,,IEA 2200-22MW,3.381
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,780.0,0.0,0.0,160,False,"(3, 10)",240,,Haliade-X 13MW,3.975
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,924.0,924.0,1.0,2,True,"(75, 90)",270,staircase_10corners,IEA 2200-22MW,4.91
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,780.0,390.0,0.5,83,True,"(75, 90)",300,staircase_7corners,IEA 2200-22MW,7.413
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,780.0,780.0,1.0,2,True,"(90, 105)",30,staircase_10corners,IEA 2200-22MW,9.747
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,1833.0,0.0,0.0,160,False,"(75, 90)",150,,SG11.0-200DD,10.505
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,572.0,0.0,0.0,160,False,"(105, 120)",240,,Haliade-X 15.5MW,14.47
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,30.0,0.0,0.0,40,False,"(75, 90)",240,,IEA 2200-22MW,18.013
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,572.0,572.0,1.0,1,True,"(60, 75)",60,staircase_9corners,Haliade-X 13MW,18.708
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,715.0,715.0,1.0,1,True,"(30, 45)",60,staircase_6corners,Haliade-X 13MW,20.32
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,924.0,0.0,0.0,160,False,"(20, 30)",30,,Haliade-X 15.5MW,21.107
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,1833.0,0.0,0.0,160,False,"(60, 75)",300,,Haliade-X 15.5MW,21.586
mc_v2_20260811_low_000040,mc_v2_20260811_low/task_0008,40,low,30.0,30.0,1.0,1,True,"(30, 45)",270,staircase_8corners,IEA 2200-22MW,22.404
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,30.0,30.0,1.0,2,True,"(105, 120)",300,staircase_6corners,IEA 2200-22MW,1.087
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,572.0,0.0,0.0,160,False,"(3, 10)",270,,Haliade-X 15.5MW,1.56
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,924.0,0.0,0.0,160,False,"(90, 105)",120,,Haliade-X 13MW,2.099
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,30.0,30.0,1.0,2,True,"(75, 90)",0,staircase_6corners,SG11.0-200DD,3.345
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,924.0,0.0,0.0,160,False,"(20, 30)",210,,Haliade-X 15.5MW,9.624
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,715.0,0.0,0.0,160,False,"(3, 10)",0,,SG11.0-200DD,9.972
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,1833.0,1833.0,1.0,2,True,"(105, 120)",30,staircase_6corners,IEA 2200-22MW,10.604
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,132.0,132.0,1.0,14,True,"(45, 60)",120,staircase_7corners,SG11.0-200DD,10.752
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,572.0,286.0,0.5,117,True,"(90, 105)",330,staircase_7corners,IEA 2200-22MW,17.16
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,715.0,0.0,0.0,160,False,"(75, 90)",180,,Haliade-X 13MW,18.434
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,806.0,0.0,0.0,160,False,"(105, 120)",0,,SG11.0-200DD,19.005
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,2080.0,0.0,0.0,160,False,"(3, 10)",300,,Haliade-X 15.5MW,19.701
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,924.0,0.0,0.0,160,False,"(75, 90)",150,,SG11.0-200DD,24.745
mc_v2_20260811_low_000041,mc_v2_20260811_low/task_0008,41,low,132.0,0.0,0.0,160,False,"(30, 45)",180,,SG11.0-200DD,24.909
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,30.0,0.0,0.0,40,False,"(20, 30)",180,,Haliade-X 13MW,1.802
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,572.0,572.0,1.0,4,True,"(75, 90)",300,staircase_7corners,IEA 2200-22MW,2.628
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,30.0,30.0,1.0,1,True,"(45, 60)",0,staircase_7corners,Haliade-X 13MW,5.123
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,1833.0,1833.0,1.0,19,True,"(30, 45)",30,staircase_9corners,SG11.0-200DD,5.57
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,780.0,0.0,0.0,160,False,"(3, 10)",240,,IEA 2200-22MW,9.246
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,132.0,0.0,0.0,160,False,"(3, 10)",120,,Haliade-X 13MW,11.7
mc_v2_20260811_low_000042,mc_v2_20260811_low/task_0008,42,low,715.0,0.0,0.0,160,False,"(20, 30)",300,,SG11.0-200DD,13.012
