eval,time_s,iter,obj,aep,rms_viol,x,y
1,0.0,0,-498.2397146443841,498.2397146443841,4.158272303325767,37.347;1806.749;1784.784;481.786;511.600;786.811;1506.629;893.164;302.615;1243.795;600.395;3162.813;3423.471;139.494;2516.787;2061.935;3232.826;2400.836;1972.216;2528.739;1391.318;2499.979;2969.534;1676.407;3385.888;2893.463;3540.093;610.691;1875.905;3403.863;2338.346;3098.995;3495.046;667.950;875.216;3144.243;3262.598;2729.801;1248.847;1668.725;2197.936;1786.614;1720.706;1568.000;3133.470;674.491;2475.627;2532.705;3330.720;142.037;2329.620;2296.994;1662.112;191.014;138.855;610.313;2860.372;585.382;499.459;1270.501;1744.194;2511.851;2884.163;960.388;3274.114;82.321;1350.442;718.680;1234.099;1598.804;1793.303;1491.647;771.321;779.903;836.306;2624.708;1497.307;2102.033;1779.612;1548.169;2645.157;2002.379;1089.470;3494.874;809.433;499.569;2213.757;1770.944;659.350;393.518;1942.472;1041.477;370.995;1766.166;2275.530;136.689;1800.389;300.756;2848.746;2728.930,944.184;363.091;3301.894;1862.857;480.743;405.155;3029.908;1965.869;939.660;2072.972;1129.869;2849.843;1775.127;3474.569;1873.123;3250.878;899.296;1877.354;1820.684;2927.057;263.499;3010.345;2895.248;1462.757;131.224;2762.115;2444.139;3308.144;2016.668;3483.788;1110.184;1220.004;2631.175;2524.932;2611.256;3218.194;2579.937;2455.750;3035.221;2322.428;1089.716;2983.612;880.990;2533.610;1929.198;1370.914;643.025;3188.994;288.841;2892.919;2460.493;1663.238;2390.578;1017.599;3101.669;642.526;2086.959;1669.084;2423.599;1714.048;3429.040;3071.727;3234.626;92.049;563.122;1716.833;2644.999;1282.714;2032.033;163.690;2305.589;2452.343;1424.295;492.023;1499.248;2658.466;2103.507;3180.360;2083.499;640.694;2130.306;193.960;2676.287;723.736;3256.831;1704.844;1589.951;489.887;2907.704;3301.304;2500.519;2403.160;2543.824;2681.329;2572.543;514.665;2398.889;3277.287;116.730;665.332
6,8.762571334838867,5,-513.1872480827792,513.1872480827792,0.18941153895727797,-5.663;1880.263;1777.822;475.285;466.020;838.371;1454.577;894.363;327.151;1176.196;616.511;3213.771;3434.543;128.493;2571.464;2017.902;3192.250;2354.472;1961.576;2608.961;1410.755;2457.670;2961.690;1635.775;3381.828;2887.328;3571.285;645.258;1908.526;3362.748;2376.960;3137.790;3568.278;614.292;827.970;3218.272;3241.418;2660.232;1174.644;1611.679;2167.398;1831.617;1766.436;1576.056;3174.762;614.785;2415.931;2530.436;3381.969;128.773;2378.106;2342.052;1679.437;173.184;102.046;603.888;2908.199;614.634;501.590;1306.522;1756.893;2462.538;2910.580;925.384;3259.919;20.276;1365.516;741.549;1264.995;1538.151;1816.377;1438.137;803.928;740.694;909.290;2603.540;1499.486;2150.909;1771.777;1471.408;2610.465;2052.554;1076.735;3479.109;853.171;472.466;2163.411;1755.813;686.638;423.642;1994.119;1055.533;315.371;1754.595;2233.457;110.724;1822.129;267.310;2788.199;2791.501,923.539;350.299;3258.909;1883.522;436.937;358.890;3102.001;1966.540;899.601;2143.033;1098.373;2823.629;1740.408;3536.212;1882.243;3307.334;923.067;1867.548;1778.527;2850.856;232.133;2936.370;2941.863;1433.834;54.699;2735.847;2381.184;3289.451;1961.254;3559.211;1140.110;1264.734;2666.415;2573.799;2600.067;3208.569;2569.262;2439.065;3035.187;2256.731;1036.338;2969.142;906.382;2585.033;1919.335;1368.297;649.819;3252.915;294.513;2858.777;2411.463;1667.780;2417.710;1041.367;3077.937;709.276;2051.920;1610.905;2380.996;1680.046;3477.595;3105.442;3298.390;18.184;542.576;1766.417;2665.245;1251.966;1964.671;126.818;2262.872;2416.001;1416.229;526.762;1560.324;2667.849;2034.638;3162.660;2108.434;700.441;2173.772;154.289;2642.772;743.598;3335.441;1714.212;1561.960;499.586;2948.363;3252.191;2536.194;2417.927;2531.353;2718.272;2587.904;527.959;2456.188;3351.011;167.500;665.151
11,17.588230848312378,10,-522.809051539349,522.809051539349,0.24811070565392473,-0.740;1888.127;1742.135;430.267;444.113;816.947;1458.171;898.138;296.408;1160.611;600.441;3272.797;3499.892;111.200;2636.954;2043.667;3188.469;2337.696;1975.301;2596.324;1427.494;2454.030;2915.263;1627.529;3408.285;2953.639;3613.930;637.775;1900.695;3364.530;2421.178;3155.952;3588.802;689.321;835.832;3276.347;3225.148;2652.242;1097.744;1618.058;2203.086;1771.587;1766.464;1580.097;3225.110;594.111;2406.170;2492.537;3382.171;108.406;2356.285;2368.710;1661.422;170.860;95.728;614.900;2926.096;601.616;426.423;1347.741;1768.443;2462.289;2929.952;899.198;3285.656;5.665;1304.737;791.700;1289.444;1491.430;1826.171;1440.143;777.419;743.941;932.370;2631.513;1431.041;2133.536;1784.311;1474.580;2625.327;2040.199;1035.356;3534.237;922.141;511.256;2118.948;1790.814;635.539;440.075;2059.147;1039.938;304.628;1795.081;2299.417;64.753;1844.945;223.259;2770.088;2762.971,934.796;336.096;3265.136;1913.957;410.848;316.311;3120.578;1975.373;871.567;2152.546;1037.788;2885.374;1676.278;3593.713;1938.073;3354.098;913.861;1857.070;1782.451;2814.590;288.829;2931.619;2989.423;1411.924;4.332;2748.881;2378.976;3334.164;1946.055;3599.592;1151.605;1284.303;2650.155;2587.836;2625.035;3203.820;2529.850;2460.115;3028.204;2207.173;1009.711;3006.510;920.948;2595.902;1902.344;1349.887;625.062;3293.075;258.867;2823.707;2394.073;1633.551;2403.842;1104.717;3095.086;688.056;1991.210;1611.454;2342.251;1642.076;3555.127;3097.366;3372.540;5.664;525.731;1802.134;2732.216;1183.520;1934.865;94.388;2290.048;2439.173;1428.578;516.781;1564.773;2655.839;2062.756;3150.417;2111.275;740.563;2189.083;73.930;2630.693;751.321;3355.644;1735.943;1530.156;527.603;2951.683;3204.470;2509.515;2346.636;2565.063;2758.915;2584.803;550.543;2514.045;3397.777;197.052;692.545
16,26.28949475288391,15,-527.6102979545393,527.6102979545393,0.17377908065705144,-1.398;1899.069;1673.856;415.847;390.615;821.240;1404.949;856.003;283.724;1134.134;583.372;3334.349;3483.657;74.084;2636.212;2016.287;3160.971;2376.042;1949.280;2556.485;1377.497;2439.440;2926.248;1605.834;3420.008;2974.977;3598.195;673.228;1903.332;3378.729;2447.952;3185.735;3587.493;661.101;857.845;3350.519;3173.704;2710.827;1076.452;1570.690;2195.648;1779.663;1704.833;1588.186;3258.205;645.802;2414.286;2535.178;3415.458;101.598;2422.505;2392.193;1662.493;110.499;63.740;644.321;2964.402;597.444;384.726;1416.376;1805.612;2524.218;2921.686;873.806;3324.637;-11.663;1280.175;785.271;1248.342;1516.296;1824.190;1437.230;722.953;737.752;965.714;2618.387;1417.965;2115.587;1839.575;1550.417;2586.742;2061.654;1068.717;3563.093;949.080;500.365;2097.370;1774.246;619.973;409.952;2058.863;1005.823;256.940;1785.063;2277.946;-3.215;1899.891;221.843;2744.188;2793.502,930.621;306.033;3300.388;1946.911;386.093;290.148;3135.115;1972.524;877.187;2113.827;1024.751;2924.554;1643.302;3590.336;1893.284;3324.080;890.450;1888.740;1721.298;2809.105;269.589;2955.171;2997.089;1335.582;2.915;2757.450;2358.634;3387.492;1923.912;3600.597;1144.103;1253.497;2628.035;2563.835;2634.927;3257.602;2487.983;2476.899;2989.072;2167.529;999.161;3044.446;968.532;2633.587;1936.236;1301.894;608.163;3355.947;250.118;2795.762;2376.745;1622.948;2403.692;1125.599;3079.378;729.624;1978.988;1594.241;2361.063;1615.857;3600.494;3138.864;3362.621;-1.896;511.385;1760.275;2672.426;1134.538;1946.293;32.710;2317.640;2414.792;1443.517;497.592;1595.474;2653.309;2036.536;3161.498;2112.789;728.729;2148.006;57.534;2671.781;804.788;3358.223;1753.521;1508.492;514.376;2956.548;3218.768;2474.395;2316.515;2547.503;2789.146;2592.805;498.714;2549.735;3425.059;174.219;652.815
21,35.116222620010376,20,-531.5012641600129,531.5012641600129,0.26067179281025776,24.986;1952.258;1696.388;421.307;363.855;826.563;1378.269;866.566;293.772;1107.224;574.569;3331.363;3503.195;89.360;2710.953;2017.573;3175.410;2325.155;1994.543;2531.964;1388.090;2478.729;2912.489;1611.226;3495.917;3033.911;3593.628;676.390;1905.507;3453.515;2512.767;3231.121;3539.100;644.948;815.954;3393.642;3170.839;2714.500;1100.082;1620.383;2189.917;1743.509;1717.451;1579.876;3277.281;663.683;2430.389;2527.569;3370.708;98.598;2432.658;2433.763;1676.890;85.100;71.296;640.556;3013.697;563.064;350.024;1425.560;1785.205;2504.180;2931.190;877.542;3285.642;-6.108;1301.408;801.317;1244.657;1465.788;1862.497;1386.865;689.197;725.118;964.684;2658.161;1402.798;2119.811;1820.757;1502.238;2589.099;2076.685;1059.649;3573.730;978.510;539.997;2042.121;1792.220;570.283;394.775;2099.449;979.993;207.417;1772.876;2265.245;-2.534;1904.782;192.048;2730.546;2812.917,859.704;268.678;3240.774;1959.627;351.094;283.882;3208.831;1925.043;852.423;2123.583;977.427;2996.356;1641.214;3615.972;1893.568;3394.162;835.065;1891.213;1733.131;2797.089;290.724;2959.125;2978.396;1321.120;29.144;2788.374;2345.584;3392.016;1882.775;3591.541;1085.115;1232.804;2677.501;2566.005;2635.868;3288.344;2457.866;2431.700;3006.355;2152.988;1077.145;3039.415;934.169;2608.295;1934.059;1274.758;620.483;3395.494;203.996;2772.380;2405.252;1616.793;2410.184;1194.122;3037.099;696.513;2046.252;1632.848;2331.576;1585.169;3600.686;3173.266;3375.517;-5.674;481.021;1792.751;2711.618;1106.237;1901.874;-3.383;2297.797;2402.414;1458.318;509.615;1616.506;2630.006;2041.346;3199.746;2049.712;781.115;2071.202;18.847;2722.764;786.671;3363.803;1790.727;1474.343;496.648;2977.053;3195.384;2414.175;2357.838;2556.566;2796.494;2602.813;467.420;2587.263;3445.047;147.763;658.676
26,44.05723714828491,25,-535.928209523094,535.928209523094,0.4614140468969102,5.234;1926.068;1674.655;416.543;371.289;786.022;1389.938;832.467;287.826;1114.554;563.362;3341.715;3533.020;90.864;2730.269;2038.993;3154.107;2327.611;1979.521;2555.714;1398.788;2488.042;2907.261;1579.466;3471.982;3008.108;3617.351;683.001;1880.196;3507.868;2564.519;3267.662;3540.941;629.750;843.331;3438.257;3188.751;2749.610;1084.242;1623.775;2193.526;1743.351;1725.452;1542.018;3287.453;652.058;2436.496;2487.730;3405.391;114.241;2442.777;2428.587;1653.254;73.090;27.224;650.560;3081.173;585.919;317.191;1489.168;1741.913;2542.793;2992.188;888.558;3275.992;-17.711;1325.043;810.121;1212.659;1478.826;1855.380;1314.124;665.586;728.949;987.341;2642.613;1411.982;2135.254;1889.641;1432.009;2628.004;2070.891;1036.797;3597.826;1003.548;521.044;2061.493;1823.915;543.357;355.147;2067.554;950.655;199.079;1844.020;2279.704;-8.736;1923.008;177.996;2700.053;2838.099,781.027;260.715;3259.325;1955.252;294.852;286.719;3166.662;1910.199;880.009;2182.275;981.472;3000.686;1658.317;3602.612;1845.999;3458.788;812.929;1847.726;1698.784;2802.015;249.540;2977.399;3020.157;1321.393;8.018;2784.748;2318.208;3375.531;1892.587;3613.092;1092.787;1224.770;2735.950;2538.152;2660.890;3309.630;2480.875;2411.685;3071.157;2186.324;1067.679;3028.039;901.274;2610.867;1902.873;1267.193;577.369;3449.823;196.574;2769.805;2362.448;1605.183;2432.535;1227.938;3061.150;705.199;2076.261;1611.077;2329.692;1540.313;3600.012;3242.065;3431.296;0.883;454.120;1798.429;2767.007;1083.249;1904.290;-3.415;2272.853;2403.784;1458.381;514.079;1598.716;2634.146;1964.613;3191.969;2051.115;764.178;2040.946;-13.886;2687.384;805.549;3438.199;1790.404;1461.025;547.692;2980.271;3193.557;2373.321;2369.534;2528.159;2796.428;2627.714;481.532;2603.688;3433.055;150.156;702.280
31,52.7835738658905,30,-536.9420507979572,536.9420507979572,0.37041425832511415,-1.494;1907.814;1714.913;347.193;380.793;762.519;1395.925;809.499;260.812;1129.409;550.255;3329.498;3581.935;130.639;2700.631;2054.721;3154.211;2366.004;1974.604;2614.339;1352.874;2486.830;2942.541;1510.340;3422.976;2984.526;3619.241;708.442;1872.106;3495.434;2551.595;3229.743;3584.276;622.720;865.977;3497.423;3208.856;2733.882;1079.359;1590.038;2191.446;1768.745;1725.539;1505.697;3279.125;625.861;2463.343;2535.218;3422.919;65.640;2451.276;2403.903;1660.952;63.505;32.242;689.766;3128.302;548.019;270.283;1502.999;1699.406;2547.734;3000.220;874.789;3341.710;0.657;1317.207;843.147;1181.620;1511.378;1904.341;1305.215;608.808;693.077;1030.468;2624.680;1373.336;2082.690;1912.204;1424.208;2656.223;2068.119;1036.404;3599.068;1021.404;579.279;2009.978;1885.253;557.790;380.819;2115.602;914.487;213.113;1874.458;2287.875;4.812;1876.459;122.995;2711.919;2852.019,770.113;244.289;3313.225;1982.388;304.525;233.581;3193.344;1927.143;907.553;2178.808;947.162;2977.392;1629.199;3609.276;1775.047;3492.878;877.047;1882.123;1682.326;2822.061;247.545;2987.281;3047.771;1271.800;-15.120;2781.358;2328.771;3367.412;1851.278;3597.457;1056.948;1233.742;2753.758;2537.802;2617.345;3348.548;2439.143;2345.276;3078.833;2145.186;1083.562;3002.204;897.232;2643.935;1859.782;1254.191;559.605;3525.283;228.413;2756.180;2388.423;1585.359;2444.270;1256.107;3078.141;733.608;2086.548;1605.508;2308.180;1525.625;3600.979;3255.328;3447.248;-2.193;486.912;1797.546;2811.709;1073.435;1857.919;23.714;2268.896;2374.785;1437.519;469.549;1544.790;2606.665;1990.955;3208.994;2081.701;777.624;2045.853;17.921;2719.286;820.397;3515.535;1816.884;1396.900;503.511;2985.735;3230.515;2369.683;2345.120;2549.825;2801.246;2694.916;424.650;2537.936;3403.704;105.050;757.154
36,61.699491024017334,35,-538.7711243197164,538.7711243197164,0.2989171283022518,-7.599;1830.496;1716.690;342.736;371.204;759.343;1410.495;794.797;228.848;1179.931;509.481;3345.827;3595.495;115.122;2720.848;2068.859;3218.019;2340.001;1980.103;2593.530;1323.649;2478.324;2953.489;1487.010;3406.340;3029.696;3599.106;721.350;1920.987;3533.750;2587.828;3226.193;3595.292;572.305;811.837;3505.442;3206.180;2734.223;1024.452;1605.701;2193.293;1787.524;1786.136;1522.195;3248.532;606.118;2480.215;2573.955;3434.500;-9.212;2472.819;2412.727;1651.093;37.570;32.825;703.472;3169.465;592.571;222.892;1497.904;1665.748;2519.564;3038.776;861.113;3357.677;-11.920;1333.004;815.339;1142.618;1538.970;1931.856;1284.924;574.953;719.904;1062.248;2664.582;1353.322;2098.681;1920.662;1410.361;2673.442;2123.104;1066.733;3597.914;1015.880;564.119;2010.503;1918.872;597.378;354.044;2124.979;923.288;257.322;1859.772;2318.462;22.150;1869.047;115.442;2699.512;2851.491,775.199;167.820;3285.817;2008.958;260.524;246.563;3222.880;1921.780;892.174;2173.390;949.919;2992.585;1669.425;3599.221;1769.973;3517.630;848.992;1859.648;1618.401;2837.110;266.913;3000.891;3070.885;1241.812;-2.485;2782.093;2312.835;3370.260;1841.082;3590.363;1048.494;1229.753;2753.397;2542.439;2582.650;3390.702;2443.902;2323.417;3126.011;2095.796;1078.211;3036.126;854.964;2654.799;1824.143;1230.495;592.618;3545.457;206.401;2714.584;2361.054;1611.714;2448.813;1325.791;3073.094;717.901;2090.919;1598.914;2319.603;1517.753;3606.356;3287.345;3456.978;1.825;470.768;1778.611;2880.717;1025.799;1870.908;-10.952;2275.814;2375.545;1425.404;456.002;1552.751;2652.197;1946.631;3211.040;2073.828;791.292;2018.867;26.059;2740.950;847.524;3552.270;1818.989;1403.161;490.953;2981.061;3249.228;2403.034;2335.738;2609.998;2781.008;2736.742;354.515;2527.902;3425.804;87.388;761.088
41,70.55428457260132,40,-541.4438633187826,541.4438633187826,0.4048976242083956,-5.106;1802.054;1691.236;359.477;346.748;733.154;1417.279;794.291;236.897;1166.588;508.223;3377.942;3590.137;91.087;2716.634;2110.520;3259.674;2340.276;1953.633;2587.295;1336.614;2476.856;2968.339;1495.020;3419.149;3065.121;3583.058;707.663;1937.637;3533.306;2636.674;3226.677;3583.250;531.853;789.385;3541.370;3249.289;2743.244;1049.421;1623.283;2176.638;1794.079;1751.996;1482.154;3223.983;590.922;2485.656;2570.708;3373.335;-15.710;2474.581;2466.973;1639.117;4.567;9.901;688.228;3233.261;580.048;217.054;1500.652;1694.619;2549.832;3076.327;883.341;3414.685;-2.303;1333.401;790.896;1127.474;1508.156;1918.165;1314.544;604.920;761.459;1051.434;2692.988;1325.328;2100.074;1962.106;1389.562;2725.807;2170.097;1028.014;3615.471;1020.973;515.221;2004.407;1966.410;579.379;381.283;2129.523;965.547;251.283;1840.104;2308.502;-2.250;1896.833;102.501;2726.807;2851.564,788.859;184.369;3327.701;2065.251;223.710;214.685;3219.392;1942.989;878.744;2157.471;977.370;3036.841;1618.397;3596.068;1798.372;3578.799;834.745;1860.130;1575.682;2827.484;254.440;2972.919;3122.708;1221.808;4.227;2768.749;2313.387;3398.222;1828.422;3611.591;1080.869;1265.978;2750.696;2522.333;2655.392;3347.434;2461.509;2279.999;3070.588;2040.822;1067.557;3057.390;896.981;2642.573;1776.017;1226.155;589.702;3607.745;214.911;2692.801;2400.707;1582.852;2424.377;1268.741;3075.019;683.272;2134.822;1614.714;2293.426;1515.478;3603.723;3330.567;3483.646;7.820;461.082;1737.687;2907.775;1027.716;1886.294;-9.237;2247.904;2408.615;1448.137;451.435;1495.810;2654.506;1908.073;3198.247;2068.366;758.332;1985.226;18.274;2786.807;868.745;3603.434;1797.856;1379.775;451.331;2925.574;3216.163;2436.276;2331.268;2607.433;2775.517;2751.026;316.525;2567.483;3435.808;18.731;716.787
46,79.39168882369995,45,-542.6287877737443,542.6287877737443,0.1108319719119991,9.407;1764.128;1726.741;350.779;280.138;742.644;1360.654;786.104;181.200;1185.050;515.287;3363.666;3596.661;60.180;2730.620;2104.753;3284.958;2334.029;1947.273;2569.277;1288.552;2509.439;3040.489;1424.062;3433.724;3081.939;3592.225;744.095;1932.855;3551.797;2688.065;3220.775;3596.078;524.460;759.520;3579.179;3195.723;2752.177;1026.963;1648.201;2135.061;1793.413;1775.644;1444.977;3222.177;585.176;2477.451;2585.947;3389.802;-1.389;2440.551;2425.950;1659.702;3.144;47.941;763.809;3237.773;543.281;221.029;1464.814;1679.018;2547.077;3028.767;913.597;3392.195;3.830;1370.414;791.667;1149.047;1533.395;1898.656;1357.801;571.343;718.541;1080.160;2727.145;1338.865;2112.456;1982.102;1417.296;2741.320;2183.225;984.158;3597.962;1011.098;527.839;2029.446;2046.090;622.813;365.740;2125.080;982.142;210.454;1879.140;2290.192;-0.159;1890.370;116.001;2737.760;2842.333,763.327;160.792;3356.325;2025.908;149.573;205.200;3221.462;1892.338;879.346;2163.403;956.625;3015.283;1608.415;3600.364;1739.564;3596.455;858.490;1836.772;1587.651;2783.539;247.238;2973.729;3169.603;1179.493;-3.835;2808.268;2336.761;3436.600;1773.802;3592.547;1101.172;1328.645;2756.528;2555.348;2632.303;3346.924;2414.074;2266.831;3094.081;2054.169;1048.800;3065.470;886.815;2675.828;1778.616;1233.289;583.959;3596.647;175.642;2690.548;2424.310;1537.299;2433.261;1299.748;3087.026;699.226;2136.873;1642.964;2327.847;1504.481;3598.182;3323.530;3506.394;6.497;478.243;1747.125;2909.416;1025.878;1864.633;7.666;2246.687;2449.199;1440.258;463.439;1524.089;2620.246;1957.454;3226.236;2068.832;759.163;1977.411;23.804;2790.163;817.030;3603.887;1817.077;1348.244;419.914;2964.825;3175.722;2365.192;2339.423;2601.180;2800.858;2756.246;295.510;2591.694;3448.143;-5.489;650.202
