eval,time_s,iter,obj,aep,rms_viol,x,y
1,0.0,0,-481.7883972212651,481.7883972212651,5.38429972148999,1982.872;2549.332;1047.257;1838.979;3214.609;3226.655;452.107;746.074;185.282;1586.915;107.554;1644.600;2336.919;1002.554;2434.518;2127.106;86.335;2011.875;933.309;1494.364;1020.690;2495.297;1585.633;564.724;1960.736;2809.133;1102.909;799.048;1396.697;3370.981;3513.584;2420.581;3250.203;3044.703;1360.779;331.981;2352.279;2008.227;1301.633;810.196;1463.472;1688.185;969.248;1050.454;1647.671;3097.922;2110.510;1020.556;1000.719;1636.639;739.477;724.963;1850.526;314.026;1740.908;1303.834;2547.672;2688.286;2487.935;2481.049;1344.960;2405.285;1223.455;2062.058;1172.906;1602.522;221.504;873.632;3497.769;830.103;2489.319;2341.717;2606.181;1710.319;2147.990;241.090;261.224;716.314;546.700;360.376;465.458;1991.800;676.133;3427.564;2453.802;1947.671;2545.850;949.992;3336.212;3021.095;2614.750;1728.864;3031.571;2681.108;2377.173;3290.311;2281.196;1317.386;1990.240;706.970,691.460;2612.411;2825.772;3499.554;3063.497;1956.940;323.247;1759.944;3340.571;2835.426;1746.339;1639.006;784.749;637.968;265.045;3212.615;2304.636;515.996;1490.857;176.792;753.744;2630.549;2344.042;1724.322;989.210;2348.003;3443.218;1567.874;252.477;207.833;298.336;3454.946;1946.739;3014.865;612.121;937.242;2491.119;3224.053;1226.479;232.824;3110.831;1047.141;2667.897;568.921;2501.868;3029.111;2617.747;1292.787;2616.083;502.082;1129.749;1510.498;3157.963;553.465;3168.449;2876.272;3497.847;1323.731;737.783;866.053;2980.306;3474.821;2515.716;1736.989;1033.379;3001.276;3139.846;331.674;777.418;2994.340;3053.894;1132.751;1005.461;1550.934;1942.007;344.041;3012.884;1925.046;2789.884;831.011;3475.056;2703.698;1235.138;3414.700;2521.842;3026.020;163.790;200.310;2673.854;1096.871;1860.424;562.545;3520.629;1809.904;2984.404;266.536;1724.096;224.206;3183.269;1604.917
6,9.02764892578125,5,-508.58074357867633,508.58074357867633,0.0379579125896691,1989.301;2619.102;1054.576;1855.686;3264.560;3163.173;454.477;771.708;109.177;1602.485;68.801;1607.891;2313.341;946.363;2430.427;2165.270;52.338;2059.851;950.544;1536.885;1036.953;2438.144;1613.285;501.961;1971.070;2769.851;1148.182;854.458;1443.415;3411.177;3584.591;2432.945;3315.669;2976.015;1330.259;298.319;2308.381;1939.354;1338.922;771.160;1442.535;1679.827;911.510;1108.609;1629.862;3094.260;2114.852;1058.869;1054.907;1609.540;753.565;700.937;1845.416;287.757;1685.423;1262.822;2572.230;2730.161;2508.155;2440.557;1347.708;2355.418;1231.846;2029.811;1173.212;1585.724;202.288;860.532;3424.419;836.995;2519.935;2329.350;2634.952;1731.149;2141.925;197.133;294.482;676.065;499.226;385.353;483.112;1997.190;653.177;3457.715;2456.042;1981.396;2563.269;966.196;3389.137;3058.412;2581.324;1767.835;3058.574;2724.904;2369.066;3247.628;2294.630;1287.121;2028.870;668.090,708.156;2607.255;2847.276;3575.792;3120.480;2004.670;283.717;1795.323;3331.726;2819.825;1792.878;1688.891;805.514;625.342;303.696;3243.083;2321.338;468.849;1427.483;123.567;785.958;2682.496;2326.826;1695.599;964.216;2320.197;3468.216;1590.822;303.592;159.110;340.470;3382.502;1899.545;2943.867;633.017;980.043;2418.579;3304.478;1177.110;203.780;3171.734;1042.696;2695.300;512.149;2499.309;3093.411;2558.620;1282.044;2565.168;469.217;1106.302;1446.512;3094.601;594.489;3178.598;2837.785;3522.358;1341.598;707.744;898.782;2987.417;3548.090;2502.645;1770.691;1023.696;2994.109;3167.113;363.537;736.990;2999.546;3108.420;1122.985;990.494;1503.559;1972.130;369.078;3009.503;1988.870;2712.251;787.766;3503.723;2751.104;1280.599;3424.280;2494.320;2984.913;114.008;154.500;2627.348;1172.747;1912.788;588.751;3568.311;1760.505;2946.003;308.723;1648.525;159.746;3136.161;1632.885
11,18.239465951919556,10,-516.966136443985,516.966136443985,0.29069384696313993,2032.419;2627.443;1053.749;1852.591;3336.663;3155.053;414.674;758.682;112.723;1659.309;18.177;1622.641;2296.734;919.730;2430.614;2221.510;21.630;2104.059;964.250;1593.763;1049.424;2419.411;1562.029;450.705;1948.184;2803.609;1133.366;883.637;1462.398;3460.821;3615.712;2405.216;3357.499;2943.240;1322.341;303.052;2335.492;1929.976;1365.009;724.575;1495.454;1674.411;898.332;1116.897;1680.423;3111.225;2085.852;1040.295;1009.122;1613.672;769.694;724.179;1794.095;244.917;1699.742;1211.967;2588.674;2718.881;2513.350;2466.457;1357.249;2352.294;1227.332;2030.258;1172.422;1520.622;234.034;903.092;3444.234;778.338;2542.891;2324.072;2675.864;1720.718;2128.999;121.630;271.643;639.401;461.950;417.541;408.885;2019.789;611.377;3499.964;2466.370;1921.161;2621.469;969.265;3420.092;3094.476;2571.279;1712.161;3066.553;2785.408;2382.277;3210.332;2280.130;1279.242;2056.525;651.485,638.514;2646.017;2849.280;3596.997;3122.550;2038.277;244.525;1864.383;3356.883;2782.284;1764.608;1706.506;807.973;626.561;256.318;3270.660;2370.011;466.274;1466.741;93.158;840.798;2654.465;2248.155;1664.821;1015.624;2278.376;3524.228;1610.588;266.928;108.810;368.219;3399.178;1871.591;2956.173;655.937;1000.274;2361.309;3334.359;1210.947;187.506;3208.129;1010.853;2708.163;480.900;2498.662;3133.387;2578.368;1252.107;2521.279;422.800;1080.973;1460.021;3058.266;562.749;3182.024;2862.976;3557.543;1375.423;686.179;905.637;2991.531;3590.976;2492.099;1792.061;974.414;3027.309;3154.895;349.039;745.640;3041.295;3097.935;1121.406;1003.172;1481.258;1960.370;416.943;2992.466;2004.203;2666.143;730.283;3576.830;2747.483;1284.581;3475.305;2502.141;2966.661;111.551;136.066;2648.067;1136.795;1954.222;637.825;3612.152;1739.131;2915.329;299.496;1623.027;140.120;3144.665;1634.100
16,27.365044355392456,15,-522.5557135114259,522.5557135114259,0.0809167057221933,2042.191;2635.899;1043.075;1867.396;3377.692;3140.666;438.488;761.016;69.295;1651.431;5.408;1606.985;2277.165;879.501;2363.296;2256.156;-2.622;2146.026;962.987;1595.827;1018.283;2383.773;1490.358;387.142;1910.687;2847.998;1099.224;921.777;1487.286;3533.572;3589.919;2438.532;3411.031;2967.029;1309.028;338.172;2356.357;1928.754;1386.925;707.548;1444.889;1670.044;847.031;1142.214;1700.899;3096.871;2117.636;1053.621;994.253;1605.008;709.774;714.313;1780.650;216.653;1702.028;1208.344;2617.382;2728.258;2588.859;2485.148;1345.342;2295.548;1222.949;2025.981;1172.648;1537.136;176.216;864.503;3487.600;794.748;2559.662;2290.042;2714.358;1731.818;2138.667;99.243;296.377;641.410;440.971;390.358;389.347;2005.385;609.579;3527.920;2486.749;1925.404;2689.497;969.042;3467.218;3145.752;2594.344;1709.619;3056.752;2789.793;2415.116;3196.822;2292.226;1279.255;2068.107;647.283,653.723;2661.077;2815.244;3597.129;3151.409;2048.045;241.831;1855.306;3343.205;2742.489;1803.893;1684.500;796.468;589.015;211.090;3204.486;2367.983;462.570;1442.699;52.523;785.664;2674.003;2216.162;1635.204;955.268;2248.914;3581.257;1644.202;252.476;52.444;356.337;3410.582;1845.556;2900.277;674.304;999.215;2289.600;3334.451;1256.979;141.811;3197.876;1042.164;2693.046;479.108;2514.882;3135.087;2576.783;1242.482;2472.891;422.397;1082.761;1475.071;3041.770;564.446;3227.092;2878.665;3605.060;1334.644;676.994;874.214;2995.547;3588.262;2539.353;1812.111;1034.125;3025.120;3133.781;333.701;734.008;3062.176;3099.538;1172.496;1002.045;1487.967;2005.255;346.573;2978.391;2063.311;2665.943;749.856;3594.050;2770.393;1268.342;3534.845;2488.351;2923.336;148.472;88.010;2703.069;1168.300;1996.106;601.201;3600.764;1690.948;2933.088;310.901;1601.996;197.398;3170.249;1621.416
21,36.6535222530365,20,-527.2043893086604,527.2043893086604,0.285256099556504,2067.445;2694.139;1035.311;1896.860;3423.928;3177.680;418.088;759.580;92.445;1583.098;18.215;1567.195;2310.478;829.904;2407.251;2270.771;25.605;2080.870;1005.262;1641.870;1019.221;2404.581;1511.681;322.648;1923.356;2911.872;1098.536;969.264;1529.010;3587.496;3570.638;2458.079;3461.595;2934.521;1309.005;307.153;2333.548;1894.097;1446.498;666.848;1482.386;1699.580;812.212;1193.546;1736.283;3126.541;2113.486;1042.160;938.904;1567.613;663.201;771.926;1804.820;258.134;1666.056;1197.166;2669.138;2784.740;2631.383;2471.989;1342.856;2243.675;1229.479;2025.437;1174.783;1527.943;196.888;892.982;3559.722;755.681;2601.294;2295.270;2742.836;1681.391;2107.799;63.308;227.068;640.343;392.714;323.480;337.599;2025.325;576.605;3547.037;2499.891;1898.377;2716.812;919.346;3506.697;3189.205;2614.125;1705.777;3112.112;2768.803;2414.094;3196.957;2308.099;1244.328;2115.711;574.199,693.605;2696.180;2782.321;3595.711;3198.500;2030.807;198.039;1824.681;3362.671;2775.944;1781.315;1736.890;798.723;584.462;201.814;3161.379;2300.143;393.288;1441.729;1.927;830.583;2625.894;2211.963;1624.258;918.292;2268.595;3592.172;1702.565;225.485;18.786;386.662;3459.194;1827.532;2933.919;657.296;987.831;2286.701;3345.272;1278.057;96.246;3162.517;1072.297;2714.248;479.111;2483.622;3098.208;2537.842;1221.052;2425.315;452.490;1098.992;1457.848;3076.505;546.395;3268.979;2910.567;3614.588;1382.375;631.794;876.983;3013.977;3613.675;2545.392;1788.086;989.189;2974.505;3160.027;357.061;726.118;3096.490;3131.163;1245.459;987.454;1524.455;1938.351;354.493;2933.203;2093.395;2654.607;767.324;3599.276;2797.538;1292.261;3566.575;2460.565;2906.069;148.110;37.287;2750.130;1179.321;2010.067;637.681;3603.331;1694.759;2926.180;262.747;1607.450;132.125;3206.220;1633.755
26,45.88834095001221,25,-532.236901000124,532.236901000124,0.26834016609951744,2061.665;2715.731;1023.056;1833.154;3439.110;3124.555;355.841;803.080;36.879;1629.093;-9.566;1610.885;2319.456;808.300;2371.830;2334.558;10.533;2100.613;1072.784;1693.093;967.210;2370.438;1478.481;285.545;1932.835;2954.915;1052.081;919.645;1544.127;3608.032;3597.681;2448.042;3517.741;2921.935;1255.810;281.298;2316.333;1870.830;1444.836;642.844;1456.619;1679.225;789.395;1222.273;1751.751;3180.504;2063.537;1065.053;926.534;1601.364;642.683;814.796;1783.642;284.585;1727.063;1196.735;2717.667;2832.619;2591.096;2538.435;1328.554;2246.002;1221.650;2015.444;1190.515;1527.959;187.942;913.235;3554.140;765.409;2672.334;2310.379;2763.401;1723.231;2110.834;35.023;243.718;635.086;340.263;274.713;386.808;2051.725;519.660;3602.813;2521.271;1884.016;2768.636;956.663;3540.567;3170.451;2598.425;1698.131;3133.040;2797.321;2454.276;3190.396;2294.993;1222.928;2077.938;522.452,692.954;2685.877;2802.993;3591.176;3198.707;2038.494;119.244;1850.229;3408.270;2760.142;1811.037;1765.901;818.217;562.317;134.521;3176.513;2273.693;398.307;1433.785;2.981;880.420;2610.631;2253.133;1571.057;932.534;2248.621;3608.583;1701.195;225.996;-9.525;368.000;3450.778;1808.680;2923.976;657.570;974.513;2288.481;3403.857;1334.557;57.917;3204.475;1074.628;2703.296;485.100;2415.048;3077.886;2493.441;1161.485;2394.483;418.382;1165.022;1437.654;3113.495;491.611;3303.625;2880.181;3605.883;1437.912;572.975;895.835;3022.348;3600.845;2498.856;1779.466;944.115;2979.581;3143.644;328.486;773.740;3139.572;3164.162;1287.219;967.130;1463.742;1954.008;413.733;2901.889;2128.880;2623.136;752.958;3560.673;2774.247;1319.405;3593.233;2458.310;2930.803;129.902;63.384;2760.668;1163.933;2050.913;638.174;3595.945;1695.982;2908.680;283.969;1557.774;61.379;3187.644;1702.268
31,54.79920434951782,30,-534.887842236745,534.887842236745,0.22772183891103617,2135.307;2736.284;1001.582;1848.696;3487.804;3153.158;287.813;777.812;10.579;1584.928;9.045;1620.793;2324.318;775.920;2399.872;2330.798;0.637;2027.048;1114.346;1703.142;983.423;2363.211;1460.786;239.066;1949.146;2953.677;1071.076;925.024;1526.545;3604.566;3585.842;2483.045;3518.085;2956.415;1209.829;286.481;2353.176;1880.886;1406.125;614.704;1471.309;1703.447;758.147;1233.161;1727.749;3206.256;2061.473;1074.190;944.531;1626.406;700.039;743.254;1826.444;258.378;1721.515;1153.782;2753.887;2757.827;2616.026;2552.686;1322.019;2292.544;1218.019;1981.024;1238.287;1563.248;248.921;900.123;3600.573;743.126;2687.608;2275.781;2807.848;1679.055;2130.328;-4.935;168.605;565.443;311.786;264.875;380.630;2089.238;452.424;3602.450;2566.263;1850.549;2814.651;921.297;3548.741;3183.948;2620.447;1745.291;3134.143;2869.937;2436.997;3126.719;2356.731;1246.030;2082.986;567.764,690.695;2716.692;2805.945;3609.740;3250.282;2046.205;103.111;1883.183;3425.586;2728.210;1847.989;1777.834;800.994;583.756;81.121;3175.893;2266.154;351.131;1426.973;-7.047;845.886;2580.455;2199.306;1564.116;970.979;2269.429;3598.001;1693.768;161.481;2.365;326.739;3458.669;1835.151;2916.467;651.019;938.965;2256.637;3424.619;1278.511;55.005;3184.492;1133.954;2652.259;442.953;2402.026;3068.626;2453.934;1148.167;2363.758;454.976;1194.061;1470.857;3066.717;536.471;3291.092;2929.032;3590.318;1403.101;538.933;926.491;3056.777;3602.156;2486.184;1780.637;929.409;3014.196;3154.144;285.493;794.630;3188.898;3202.384;1315.393;998.242;1477.783;1975.040;362.840;2866.137;2149.446;2618.224;763.313;3588.599;2748.586;1281.043;3605.797;2461.407;2878.513;78.799;13.704;2730.108;1182.353;2013.288;651.412;3605.251;1698.889;2872.413;308.702;1572.335;58.003;3215.320;1699.554
36,64.02215051651001,35,-537.4674116418204,537.4674116418204,0.40647845233671814,2093.167;2741.817;968.138;1847.657;3483.585;3144.002;226.319;782.986;18.750;1555.657;0.861;1662.641;2377.983;762.591;2360.337;2370.883;-2.065;2066.323;1090.534;1685.733;1010.448;2394.171;1436.949;238.963;1999.901;2990.095;1100.663;965.915;1531.734;3596.128;3605.249;2475.824;3589.178;2944.018;1223.978;260.175;2401.594;1909.390;1372.650;585.919;1432.281;1688.313;750.096;1230.349;1743.473;3212.127;2132.324;1083.447;950.500;1655.707;726.871;721.019;1866.907;261.758;1663.519;1137.350;2707.497;2802.407;2567.366;2594.215;1307.730;2328.961;1189.594;1969.749;1238.884;1556.689;175.694;894.722;3606.921;723.015;2713.190;2326.988;2791.720;1665.122;2117.123;33.460;197.587;534.684;236.411;262.239;364.756;2126.662;413.322;3601.352;2533.148;1852.937;2858.415;882.196;3551.418;3218.503;2576.291;1737.992;3202.232;2828.486;2376.387;3123.081;2339.548;1251.517;2071.196;532.071,708.340;2726.364;2810.517;3587.233;3292.783;2022.860;64.087;1907.251;3403.824;2711.202;1828.350;1759.618;811.094;581.779;26.492;3153.944;2225.454;341.007;1434.851;-21.228;791.786;2577.415;2161.622;1540.461;1015.017;2286.644;3579.229;1695.385;165.146;-11.141;369.415;3431.169;1834.473;2904.168;615.198;973.468;2189.636;3428.163;1313.286;62.075;3197.487;1156.698;2642.176;454.614;2413.763;3083.343;2451.302;1126.145;2346.556;462.724;1168.134;1486.862;3058.682;536.179;3327.851;2950.838;3612.338;1352.273;503.279;886.467;3059.030;3601.428;2496.924;1810.174;954.277;2987.386;3160.511;251.448;748.776;3237.941;3174.337;1291.125;1028.007;1531.341;1982.867;321.255;2879.869;2162.390;2584.298;781.809;3593.369;2723.042;1284.784;3603.713;2504.735;2846.161;73.650;1.904;2719.261;1194.008;2000.454;698.265;3593.476;1726.714;2897.735;304.261;1556.040;25.882;3241.270;1713.700
41,73.17416882514954,40,-539.6819229033113,539.6819229033113,0.36437570334415553,2111.080;2729.652;1005.102;1846.670;3456.194;3171.372;200.790;765.888;10.662;1538.503;10.561;1663.373;2334.268;739.127;2313.149;2366.528;7.052;2130.804;1072.192;1658.817;967.667;2379.396;1446.769;196.301;2041.829;3027.340;1101.921;931.265;1548.078;3600.063;3597.198;2472.578;3593.566;2969.178;1249.485;224.632;2430.774;1904.106;1415.396;537.302;1443.790;1714.551;717.807;1244.147;1744.816;3245.383;2150.401;1124.623;934.263;1646.220;716.261;693.934;1852.362;288.106;1712.145;1113.477;2781.207;2806.641;2582.998;2590.782;1255.306;2383.655;1195.240;1925.516;1170.592;1520.909;146.087;895.562;3579.571;693.628;2753.494;2341.606;2846.285;1700.143;2143.410;4.097;188.537;563.997;258.670;246.068;365.424;2131.326;340.019;3594.134;2564.499;1835.176;2908.743;896.251;3538.119;3283.376;2569.583;1749.188;3268.872;2785.143;2357.806;3080.640;2359.604;1234.923;2062.545;548.112,709.158;2744.923;2785.133;3614.988;3273.755;2031.922;12.253;1927.028;3446.516;2686.459;1866.475;1732.240;797.140;547.233;-6.311;3162.458;2252.264;302.553;1431.272;-4.399;740.289;2588.002;2089.612;1538.079;980.744;2265.781;3607.373;1664.085;180.268;3.280;388.379;3418.528;1813.235;2843.203;688.889;983.711;2246.123;3436.226;1239.496;55.407;3209.266;1171.279;2651.226;435.023;2358.225;3111.932;2469.011;1134.622;2325.739;473.506;1193.755;1449.268;3109.003;465.334;3342.887;2981.642;3586.948;1341.936;504.338;902.747;3070.642;3609.719;2571.638;1870.151;939.353;2953.653;3158.160;267.054;751.544;3269.332;3187.394;1261.672;1002.031;1532.389;1954.455;347.031;2877.323;2176.681;2567.094;785.271;3604.449;2748.067;1272.220;3611.652;2473.076;2824.721;55.727;-9.071;2709.734;1194.844;2007.053;689.670;3600.148;1694.759;2894.584;305.687;1582.176;43.556;3195.016;1723.513
46,82.40236473083496,45,-541.1373881893605,541.1373881893605,0.30444206550527847,2099.983;2723.935;957.317;1852.221;3471.953;3195.405;164.066;734.169;9.883;1509.538;12.445;1657.330;2337.216;692.172;2310.293;2379.819;-2.048;2137.815;1062.094;1641.279;894.055;2389.632;1443.407;209.050;2038.396;3054.371;1124.902;976.268;1618.483;3591.507;3590.549;2449.717;3571.419;2983.042;1234.632;219.540;2489.925;1887.226;1439.543;524.158;1431.766;1767.335;717.096;1247.293;1721.961;3256.362;2106.658;1117.695;929.273;1703.009;720.003;651.246;1835.977;262.876;1723.507;1082.195;2769.815;2813.989;2626.576;2614.654;1235.813;2414.032;1245.861;1915.708;1181.684;1491.666;117.929;897.616;3563.450;718.590;2777.360;2379.226;2851.980;1738.960;2140.938;11.676;180.600;506.923;267.765;187.221;346.927;2129.670;270.370;3593.769;2558.258;1858.899;2839.316;915.342;3574.264;3334.460;2529.973;1681.872;3269.861;2809.928;2374.854;3149.506;2338.747;1202.177;2087.427;556.404,729.226;2741.337;2810.942;3596.505;3256.977;2020.357;-13.859;1965.318;3497.679;2696.318;1896.672;1740.099;765.508;575.777;11.211;3148.151;2319.813;302.952;1446.454;-7.082;746.056;2586.876;2077.689;1547.454;1013.264;2314.427;3601.446;1679.835;164.090;2.983;379.380;3406.735;1799.147;2854.369;633.721;969.574;2212.399;3406.574;1178.063;66.260;3218.337;1206.919;2676.678;401.980;2411.927;3057.883;2439.327;1112.970;2353.110;476.651;1207.150;1450.602;3088.538;474.276;3325.109;2979.365;3604.753;1331.321;482.271;835.524;3088.443;3599.272;2531.985;1872.478;918.308;2948.750;3144.457;259.433;762.446;3325.200;3231.261;1236.103;1040.613;1507.486;1952.459;335.075;2888.806;2178.020;2514.066;825.319;3558.357;2743.455;1281.888;3606.992;2449.050;2837.775;51.051;3.123;2697.894;1202.915;1990.390;715.029;3600.060;1714.199;2897.854;286.250;1589.282;64.709;3231.514;1759.723
