eval,time_s,iter,obj,aep,rms_viol,x,y
1,0.0,0,-481.7883972212651,481.7883972212651,5.38429972148999,1982.872;2549.332;1047.257;1838.979;3214.609;3226.655;452.107;746.074;185.282;1586.915;107.554;1644.600;2336.919;1002.554;2434.518;2127.106;86.335;2011.875;933.309;1494.364;1020.690;2495.297;1585.633;564.724;1960.736;2809.133;1102.909;799.048;1396.697;3370.981;3513.584;2420.581;3250.203;3044.703;1360.779;331.981;2352.279;2008.227;1301.633;810.196;1463.472;1688.185;969.248;1050.454;1647.671;3097.922;2110.510;1020.556;1000.719;1636.639;739.477;724.963;1850.526;314.026;1740.908;1303.834;2547.672;2688.286;2487.935;2481.049;1344.960;2405.285;1223.455;2062.058;1172.906;1602.522;221.504;873.632;3497.769;830.103;2489.319;2341.717;2606.181;1710.319;2147.990;241.090;261.224;716.314;546.700;360.376;465.458;1991.800;676.133;3427.564;2453.802;1947.671;2545.850;949.992;3336.212;3021.095;2614.750;1728.864;3031.571;2681.108;2377.173;3290.311;2281.196;1317.386;1990.240;706.970,691.460;2612.411;2825.772;3499.554;3063.497;1956.940;323.247;1759.944;3340.571;2835.426;1746.339;1639.006;784.749;637.968;265.045;3212.615;2304.636;515.996;1490.857;176.792;753.744;2630.549;2344.042;1724.322;989.210;2348.003;3443.218;1567.874;252.477;207.833;298.336;3454.946;1946.739;3014.865;612.121;937.242;2491.119;3224.053;1226.479;232.824;3110.831;1047.141;2667.897;568.921;2501.868;3029.111;2617.747;1292.787;2616.083;502.082;1129.749;1510.498;3157.963;553.465;3168.449;2876.272;3497.847;1323.731;737.783;866.053;2980.306;3474.821;2515.716;1736.989;1033.379;3001.276;3139.846;331.674;777.418;2994.340;3053.894;1132.751;1005.461;1550.934;1942.007;344.041;3012.884;1925.046;2789.884;831.011;3475.056;2703.698;1235.138;3414.700;2521.842;3026.020;163.790;200.310;2673.854;1096.871;1860.424;562.545;3520.629;1809.904;2984.404;266.536;1724.096;224.206;3183.269;1604.917
6,9.085019588470459,5,-508.5980887867769,508.5980887867769,0.08247121872584622,1989.308;2619.110;1054.578;1855.576;3264.565;3163.170;454.475;771.699;109.170;1602.680;68.819;1607.891;2313.343;946.359;2430.428;2165.270;52.332;2059.851;950.546;1536.888;1036.950;2438.130;1613.315;501.955;1971.077;2769.846;1148.043;854.459;1443.418;3411.179;3584.600;2432.943;3315.674;2976.009;1330.259;298.320;2308.317;1939.353;1338.934;771.159;1442.538;1679.829;911.509;1108.613;1630.136;3094.262;2114.920;1058.870;1054.913;1609.541;753.562;700.935;1842.415;287.785;1685.435;1262.788;2572.234;2730.169;2508.154;2440.556;1347.703;2355.411;1231.842;2029.798;1173.218;1585.740;202.291;860.527;3424.411;836.993;2519.875;2329.353;2634.958;1731.146;2141.923;197.125;294.473;676.051;499.216;385.349;483.109;1997.096;653.177;3457.718;2456.039;1987.039;2563.270;966.195;3389.145;3058.397;2581.323;1767.836;3058.572;2724.899;2369.072;3247.625;2294.630;1287.124;2028.961;668.089,708.160;2607.257;2847.288;3575.800;3120.483;2004.673;283.710;1795.332;3331.722;2819.790;1792.888;1688.895;805.513;625.342;303.699;3243.084;2321.344;468.847;1427.476;123.561;785.957;2682.483;2326.693;1695.603;964.216;2320.183;3468.219;1590.821;303.596;159.107;340.469;3382.494;1899.543;2943.861;633.018;980.047;2418.507;3304.488;1177.110;203.778;3171.734;1042.695;2695.259;512.145;2499.292;3093.417;2558.622;1282.044;2565.164;469.217;1106.301;1446.506;3090.571;594.492;3178.567;2837.824;3522.371;1341.611;707.739;898.782;2987.425;3548.098;2502.641;1770.697;1023.694;2994.113;3167.117;363.537;736.976;2999.538;3108.436;1122.985;990.486;1503.556;1972.130;369.080;3009.488;1988.877;2712.247;787.763;3503.728;2751.128;1280.605;3424.278;2494.319;2987.344;114.003;154.495;2627.339;1172.755;1912.790;588.755;3568.228;1760.495;2946.094;308.724;1648.516;159.739;3136.143;1632.891
11,18.353424787521362,10,-517.2423445351617,517.2423445351617,0.2871892814515116,2034.461;2628.397;1054.215;1851.125;3336.807;3154.731;458.970;702.563;108.515;1665.697;19.478;1620.170;2299.252;929.525;2430.389;2226.518;23.319;2104.116;963.163;1593.322;1032.424;2424.680;1564.847;452.569;1946.066;2800.090;1146.593;877.341;1461.776;3460.527;3615.702;2402.407;3357.468;2943.324;1323.061;300.697;2335.308;1937.403;1365.850;724.329;1449.247;1674.425;898.370;1115.164;1677.447;3111.376;2092.509;1040.905;1024.606;1611.940;778.393;734.139;1825.495;243.473;1685.712;1250.273;2589.548;2718.470;2512.931;2465.858;1330.113;2352.470;1244.151;2036.505;1172.626;1542.153;218.212;903.414;3443.938;778.968;2544.780;2324.367;2675.343;1719.056;2118.459;119.939;312.561;636.727;454.985;418.529;409.048;2019.422;605.566;3499.089;2465.386;1964.487;2625.008;952.898;3420.330;3095.423;2571.572;1712.933;3066.378;2785.413;2380.133;3212.380;2279.971;1288.705;2070.264;652.995,638.323;2647.693;2849.768;3598.179;3122.493;2038.488;313.257;1855.630;3355.180;2783.264;1755.727;1707.692;809.392;630.984;256.132;3273.294;2366.299;465.832;1466.810;98.412;845.698;2654.433;2248.272;1668.522;1016.126;2280.615;3539.454;1617.944;294.045;108.764;368.264;3406.674;1871.621;2958.462;651.981;1000.895;2361.340;3343.619;1210.384;142.402;3222.978;1011.594;2709.221;487.754;2499.678;3132.454;2568.428;1253.687;2518.838;422.850;1083.167;1458.221;3095.123;560.213;3202.026;2868.983;3550.943;1376.158;685.614;904.379;3031.317;3593.447;2489.890;1791.823;982.394;3022.844;3132.165;359.968;747.864;3019.774;3095.560;1130.066;1006.918;1480.107;1968.055;355.435;2997.363;2035.231;2659.244;728.498;3577.180;2753.329;1285.238;3476.162;2503.365;2949.504;120.226;170.420;2653.203;1136.512;1954.218;642.488;3612.546;1739.077;2917.664;299.313;1622.338;129.905;3150.338;1628.722
16,27.51333475112915,15,-523.2194344628259,523.2194344628259,0.19580341828618425,2009.077;2683.514;1046.218;1878.572;3395.571;3127.052;438.920;763.318;61.207;1676.889;3.425;1603.495;2267.982;906.073;2363.038;2267.635;10.510;2114.158;977.382;1614.644;960.559;2400.606;1491.701;383.159;1934.246;2856.327;1129.744;863.755;1465.139;3532.693;3590.332;2417.394;3410.958;2967.773;1318.580;340.968;2376.593;1934.816;1360.456;697.434;1447.232;1675.580;843.717;1152.942;1689.513;3103.444;2055.651;1059.837;1014.128;1629.779;721.024;730.989;1830.382;247.356;1722.137;1238.661;2600.681;2728.051;2583.519;2486.255;1326.873;2321.685;1248.062;2059.372;1185.106;1562.244;211.642;897.527;3474.756;766.397;2571.758;2287.103;2716.665;1734.161;2109.205;71.668;309.065;630.091;444.161;388.377;415.093;2061.794;609.871;3521.875;2473.099;1928.036;2694.536;903.046;3463.878;3145.430;2588.530;1701.414;3064.690;2791.903;2390.904;3208.330;2269.745;1301.001;2066.250;616.906,654.484;2623.170;2817.108;3598.769;3166.630;2048.629;319.338;1854.361;3364.118;2747.445;1772.250;1725.901;803.654;579.996;202.307;3212.587;2365.095;474.319;1455.978;88.251;819.613;2676.780;2217.635;1678.368;1006.066;2259.330;3610.565;1666.415;344.922;52.339;365.150;3443.643;1843.385;2894.566;686.494;1035.353;2304.341;3383.939;1257.176;105.181;3238.766;997.056;2717.870;459.419;2525.080;3147.494;2571.104;1232.727;2460.207;425.116;1114.438;1431.163;3082.384;558.806;3265.905;2872.854;3606.761;1336.876;678.034;866.875;3029.814;3567.038;2540.918;1794.166;983.006;3023.970;3122.780;360.810;736.192;3078.229;3107.672;1184.352;1003.021;1440.512;2002.796;335.840;2975.608;2082.552;2658.487;757.725;3554.251;2775.381;1283.069;3531.467;2506.590;2903.376;171.071;146.525;2708.215;1169.522;2004.177;604.841;3604.643;1697.003;2913.873;310.304;1583.428;86.202;3158.517;1588.254
21,36.78871774673462,20,-528.342664515575,528.342664515575,0.168329399397633,2063.931;2700.745;1070.714;1845.168;3412.653;3155.369;472.618;767.251;11.574;1684.696;6.169;1576.508;2319.381;945.066;2311.043;2305.891;55.372;2062.074;1004.563;1672.172;923.638;2444.648;1505.089;357.541;1989.709;2911.887;1183.717;907.691;1503.436;3590.682;3568.324;2462.169;3441.359;2962.696;1306.034;326.272;2317.339;1923.643;1393.932;631.188;1370.376;1705.109;805.776;1148.640;1751.067;3133.280;2045.191;1060.309;969.495;1593.527;715.884;702.141;1770.286;193.181;1767.142;1263.270;2617.101;2792.017;2617.076;2455.789;1276.199;2286.752;1249.043;2116.026;1167.437;1531.252;183.730;890.388;3534.659;761.575;2603.039;2284.811;2761.259;1731.482;2056.910;26.536;278.755;623.722;389.138;383.830;440.084;1996.728;576.427;3547.167;2488.314;1911.651;2718.241;913.600;3537.148;3206.243;2611.927;1725.454;3081.908;2767.733;2393.146;3190.886;2272.624;1293.901;2099.453;540.109,653.992;2648.185;2812.940;3608.293;3210.848;2016.524;366.299;1879.284;3396.645;2704.606;1794.701;1722.811;729.984;534.287;190.109;3260.645;2342.879;448.384;1471.253;58.764;754.080;2696.957;2217.568;1727.753;987.577;2269.733;3604.908;1663.189;296.792;21.541;399.757;3417.987;1846.321;2923.842;681.708;1015.942;2303.033;3418.031;1277.829;44.103;3278.731;1046.848;2727.658;472.552;2485.008;3112.041;2540.049;1208.722;2450.947;464.392;1101.696;1440.858;3059.317;568.572;3292.041;2855.782;3607.087;1343.777;663.554;902.804;3043.510;3570.027;2528.150;1792.068;1015.151;2988.209;3177.765;358.148;722.867;3096.623;3121.612;1188.664;1034.332;1431.202;1971.863;300.191;2934.707;2091.805;2682.449;756.106;3539.650;2800.772;1288.138;3566.987;2458.081;2950.370;135.362;135.899;2667.211;1210.585;2020.647;622.292;3598.747;1680.200;2916.825;274.480;1574.066;40.741;3137.952;1565.806
26,46.07931089401245,25,-533.00650963208,533.00650963208,0.29682746845662866,2058.997;2752.963;1019.296;1832.606;3468.296;3202.877;476.771;794.076;-6.133;1651.848;-9.631;1588.418;2360.328;904.064;2355.262;2325.826;5.991;2063.509;1007.928;1688.076;892.487;2415.849;1483.358;348.513;1956.497;2927.316;1177.857;889.524;1526.082;3605.580;3596.681;2492.834;3454.537;2929.762;1239.364;294.933;2305.886;1916.477;1388.671;603.757;1322.221;1715.319;805.442;1214.047;1758.764;3162.673;2091.508;1079.674;903.286;1573.856;714.106;682.253;1746.812;169.688;1716.849;1239.301;2664.003;2819.250;2644.743;2487.510;1268.436;2274.779;1219.456;2142.781;1169.608;1568.629;194.172;865.091;3525.412;734.175;2608.951;2270.473;2782.637;1733.101;2033.825;22.378;237.188;628.753;334.828;364.830;390.239;1953.721;620.614;3590.390;2531.069;1933.391;2751.198;907.850;3591.175;3259.083;2583.347;1731.483;3071.790;2732.730;2426.487;3152.410;2251.482;1297.907;2120.859;468.906,695.570;2660.561;2832.444;3610.605;3215.995;2058.531;333.555;1922.838;3466.013;2731.884;1843.958;1770.462;676.688;519.329;171.616;3334.875;2298.897;390.425;1487.281;6.897;750.278;2673.578;2209.046;1722.492;1016.230;2200.705;3590.763;1682.831;256.187;-7.747;375.345;3437.555;1802.745;2876.053;727.287;980.136;2298.584;3411.001;1308.549;2.537;3357.915;1025.283;2775.839;518.979;2443.730;3098.129;2500.924;1168.155;2475.651;435.669;1088.181;1467.879;3070.002;562.850;3336.735;2820.950;3590.111;1313.964;651.095;922.436;3041.243;3605.079;2468.847;1781.735;1033.722;2988.721;3129.596;330.791;734.929;3090.654;3131.781;1160.971;1080.489;1482.137;1974.221;250.148;2954.968;2153.372;2660.379;774.342;3553.223;2738.443;1279.596;3589.263;2482.638;2967.968;88.267;65.279;2602.003;1236.654;2035.024;681.265;3607.713;1649.633;2897.152;281.095;1527.812;-5.065;3157.151;1572.133
31,55.174707889556885,30,-535.0091221746222,535.0091221746222,0.4873123483197082,2056.252;2799.909;972.513;1807.014;3501.525;3233.203;428.932;815.773;-0.933;1631.803;10.180;1577.213;2327.277;890.430;2430.374;2330.871;15.362;2067.163;1042.759;1712.140;868.891;2362.511;1503.269;296.613;2018.139;2919.297;1170.494;848.785;1526.457;3597.462;3581.261;2543.186;3466.809;2942.516;1225.537;323.055;2286.389;1930.995;1382.831;526.082;1306.209;1644.163;788.442;1199.355;1782.182;3211.388;2162.266;1059.807;858.675;1614.772;665.989;654.886;1716.892;209.522;1719.064;1230.669;2687.191;2804.119;2688.982;2503.233;1325.811;2298.182;1169.831;2189.229;1222.672;1542.552;208.393;878.757;3600.070;767.653;2658.502;2303.920;2828.967;1756.386;2021.515;-10.474;191.951;556.884;349.372;299.226;389.681;1937.082;670.893;3602.274;2534.165;1939.056;2753.850;897.536;3611.145;3263.074;2600.273;1695.487;3103.480;2753.399;2382.861;3125.810;2209.156;1290.039;2137.747;461.830,647.618;2606.550;2889.563;3599.069;3261.614;2050.237;274.141;1953.035;3522.450;2709.914;1866.298;1803.882;706.266;544.841;180.354;3314.639;2316.942;368.808;1437.753;3.201;788.194;2695.239;2200.992;1698.412;1074.799;2219.020;3598.684;1736.507;222.251;-2.186;335.907;3429.077;1798.665;2935.700;710.076;1023.514;2277.631;3441.380;1312.375;34.121;3379.544;997.249;2738.801;512.875;2443.154;3070.359;2475.962;1146.836;2465.760;465.653;1047.229;1497.636;3107.275;505.139;3315.625;2830.951;3628.979;1342.919;613.798;920.064;3072.039;3584.880;2414.060;1752.279;1035.540;2941.276;3134.223;324.918;725.955;3161.969;3065.141;1196.074;1033.715;1476.334;1970.726;272.841;2929.202;2174.023;2662.540;765.010;3577.688;2709.120;1279.735;3604.938;2484.099;2960.011;28.242;-9.503;2625.232;1281.607;1995.113;659.048;3579.689;1594.048;2898.629;295.552;1512.503;7.819;3177.210;1579.385
36,64.48604559898376,35,-538.8640157674595,538.8640157674595,0.327829576899885,2029.797;2761.890;948.235;1763.354;3537.789;3288.962;392.225;778.407;8.121;1657.321;4.116;1592.572;2384.517;851.380;2421.745;2342.692;-7.058;2014.770;990.901;1673.791;868.287;2370.543;1486.645;300.931;2039.929;2985.635;1173.341;910.741;1560.456;3590.604;3601.992;2503.652;3509.825;2992.780;1211.392;261.752;2314.928;1908.741;1408.737;524.179;1297.303;1687.489;739.528;1223.946;1798.069;3173.463;2142.836;1055.289;905.401;1660.859;669.391;682.485;1762.516;228.050;1750.656;1274.683;2722.070;2813.619;2733.479;2568.558;1286.022;2350.112;1201.799;2201.071;1229.385;1477.357;217.495;873.637;3601.411;753.798;2631.416;2306.001;2798.324;1738.249;1994.253;3.726;223.708;550.767;306.553;254.148;404.533;1968.701;675.454;3585.265;2564.084;1891.480;2777.295;884.544;3585.014;3289.744;2558.502;1654.047;3183.319;2820.486;2384.616;3115.188;2211.195;1217.772;2163.816;386.316,651.670;2606.922;2895.990;3607.080;3229.217;2042.898;278.059;1954.158;3539.329;2699.128;1861.752;1808.797;696.833;540.777;137.775;3305.457;2351.824;324.267;1435.195;11.683;777.452;2691.706;2180.005;1712.924;1023.009;2288.399;3587.306;1765.819;197.629;33.324;338.561;3415.204;1773.979;2923.998;723.342;1030.478;2237.632;3458.629;1323.881;48.051;3391.389;1045.973;2721.145;474.716;2415.995;3119.383;2467.883;1191.067;2455.870;435.221;1035.490;1546.194;3149.855;459.998;3299.184;2757.951;3594.030;1321.944;648.014;851.215;3119.131;3606.124;2359.265;1717.498;1004.668;2931.362;3173.644;331.034;694.180;3216.238;3077.348;1231.025;1055.424;1504.480;1972.833;260.364;2939.627;2224.957;2665.446;773.885;3573.217;2724.280;1234.602;3607.727;2442.087;2942.799;4.596;-9.184;2676.334;1257.306;1973.683;682.084;3603.966;1631.833;2883.936;264.069;1550.273;-11.640;3149.721;1507.579
41,73.69023895263672,40,-541.3907992301798,541.3907992301798,0.4180417982981693,2003.835;2839.516;926.471;1713.803;3581.854;3316.604;358.765;822.647;-13.187;1646.786;-9.152;1583.313;2370.703;839.704;2423.795;2304.803;-2.339;2011.718;1054.150;1664.109;798.254;2391.588;1447.736;267.666;2008.360;2941.985;1167.740;875.384;1588.735;3599.063;3592.280;2515.758;3523.212;2975.758;1211.487;202.294;2365.191;1952.429;1418.952;507.695;1254.412;1697.858;723.432;1223.066;1823.519;3174.146;2175.319;1073.398;897.748;1663.757;652.192;650.774;1799.367;271.191;1730.817;1210.013;2751.548;2808.170;2742.589;2627.861;1295.283;2357.554;1214.837;2177.121;1210.164;1444.983;171.456;883.836;3583.013;735.435;2700.896;2313.911;2821.390;1713.396;2023.284;-5.386;212.602;551.491;329.972;208.359;429.587;2021.336;686.503;3590.836;2552.041;1897.753;2849.726;886.397;3602.668;3324.931;2562.113;1701.435;3226.639;2808.058;2327.017;3090.908;2225.143;1202.963;2169.980;354.571,613.810;2597.925;2895.956;3603.506;3182.496;2096.401;265.710;1940.374;3524.102;2699.123;1907.004;1807.928;714.335;547.167;64.380;3289.837;2335.922;313.331;1445.958;-15.937;753.191;2700.245;2151.894;1720.973;1043.436;2245.563;3590.221;1751.898;195.414;5.336;345.227;3405.225;1734.568;2928.772;728.934;1046.808;2273.004;3473.964;1383.822;3.796;3437.509;1033.212;2773.046;504.705;2340.036;3155.694;2484.735;1233.565;2450.181;439.388;1040.309;1516.291;3117.659;449.163;3337.269;2740.495;3597.179;1320.859;647.005;867.589;3142.657;3608.096;2338.834;1717.444;959.293;2870.562;3168.492;361.761;740.401;3223.549;3098.361;1261.472;1042.440;1509.118;1985.439;276.943;2970.802;2264.705;2640.714;775.323;3596.240;2740.649;1237.147;3591.376;2450.965;2938.301;12.356;-14.596;2657.684;1264.172;1931.634;663.694;3606.198;1592.599;2891.504;253.477;1529.802;3.807;3152.117;1459.454
46,82.94971776008606,45,-543.3506631278121,543.3506631278121,0.38469618691041463,2068.243;2873.500;937.710;1714.050;3605.671;3382.666;354.864;869.756;3.508;1667.257;12.509;1591.587;2388.380;799.483;2397.773;2358.107;-1.951;2026.367;1035.601;1656.718;778.757;2366.744;1454.009;258.225;2004.272;2979.762;1172.505;931.562;1611.760;3611.346;3594.262;2565.620;3571.697;2989.274;1209.902;187.009;2352.051;1957.566;1390.150;436.953;1212.226;1699.032;698.692;1238.048;1811.551;3225.542;2167.061;1065.836;855.916;1654.547;666.023;621.693;1779.634;286.797;1746.936;1198.493;2753.683;2825.426;2704.123;2676.314;1267.180;2320.794;1183.498;2179.865;1210.181;1428.093;157.274;854.544;3588.853;714.999;2729.585;2317.133;2826.788;1704.769;2023.490;1.877;209.708;499.081;303.376;183.969;397.827;1958.268;645.949;3597.152;2570.385;1870.062;2846.497;912.105;3607.184;3383.349;2620.936;1645.362;3230.537;2792.390;2358.456;3108.705;2217.478;1190.950;2148.027;282.360,567.925;2566.016;2908.290;3606.818;3207.687;2119.871;222.672;1957.815;3525.440;2690.047;1944.175;1851.448;759.087;562.301;-0.558;3253.315;2394.240;290.991;1453.216;4.419;747.059;2685.143;2146.201;1683.092;1003.686;2231.693;3596.376;1734.524;189.755;27.730;307.424;3383.276;1705.438;2943.461;743.683;1089.244;2223.847;3519.779;1382.032;0.409;3436.067;1074.858;2768.535;483.099;2375.373;3144.244;2502.075;1265.472;2449.509;397.831;1003.852;1560.238;3146.259;476.683;3331.110;2697.451;3612.332;1335.862;615.113;852.983;3112.502;3544.841;2347.240;1732.999;968.407;2845.835;3190.231;342.659;735.982;3270.458;3084.706;1244.423;1059.590;1477.773;2021.306;296.654;2950.270;2247.671;2605.163;783.359;3598.051;2742.610;1218.099;3603.191;2421.376;2939.821;1.412;39.052;2664.217;1209.278;1932.473;672.399;3590.652;1595.093;2910.330;235.450;1530.453;-17.944;3210.985;1498.748
