trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000035,mc_20260807_0627_medium/task_0007,35,Nygaard_TurboGaussian,11.64,3155.122673892889,3091.672137341118,2.011,2693.9600721905717,14.616
mc_20260807_0627_medium_000035,mc_20260807_0627_medium/task_0007,35,SuperGaussian,3.54,3208.912780406658,3204.420639253378,0.14,2871.1716283509368,10.525
mc_20260807_0627_medium_000036,mc_20260807_0627_medium/task_0007,36,Nygaard_TurboGaussian,15.92,3210.649726025416,3159.4659763045674,1.594,2831.666334823345,11.804
mc_20260807_0627_medium_000036,mc_20260807_0627_medium/task_0007,36,SuperGaussian,5.36,3260.2660477120326,3256.5273876005904,0.115,2983.02979987027,8.503
mc_20260807_0627_medium_000037,mc_20260807_0627_medium/task_0007,37,Nygaard_TurboGaussian,9.59,3134.271398730084,3067.418477422104,2.133,2715.757941854862,13.353
mc_20260807_0627_medium_000037,mc_20260807_0627_medium/task_0007,37,SuperGaussian,3.04,3188.0440710221205,3183.342564477073,0.147,2898.4604315522943,9.083
mc_20260807_0627_medium_000038,mc_20260807_0627_medium/task_0007,38,Nygaard_TurboGaussian,10.52,3308.863441351129,3248.120756778001,1.836,2838.6936676495384,14.209
mc_20260807_0627_medium_000038,mc_20260807_0627_medium/task_0007,38,SuperGaussian,3.33,3360.6399749793336,3356.192912591642,0.132,3019.778736306801,10.143
mc_20260807_0627_medium_000039,mc_20260807_0627_medium/task_0007,39,Nygaard_TurboGaussian,8.35,3362.8520691132635,3305.6937107998647,1.7,2913.1777712594007,13.372
mc_20260807_0627_medium_000039,mc_20260807_0627_medium/task_0007,39,SuperGaussian,2.2,3413.988447968456,3409.7465399860776,0.124,3095.9398613043218,9.316
