trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,90,110,60,1833,916.5,0.5,87,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,20,30,270,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,60,75,240,2080,1560.0,0.75,59,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,30,45,90,1833,1833.0,1.0,3,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,110,130,240,1833,1833.0,1.0,2,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,130,150,0,572,572.0,1.0,3,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,60,75,30,30,30.0,1.0,21,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,20,30,120,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,110,130,180,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,20,30,120,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,90,110,150,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,3,10,150,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,90,110,300,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,130,150,300,715,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,45,60,240,715,357.5,0.5,84,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,130,150,90,2080,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,75,90,210,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,60,75,180,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,20,30,240,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,30,45,300,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,3,10,240,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,75,90,270,132,132.0,1.0,1,True,staircase_10corners,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,90,110,0,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,30,45,90,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,45,60,210,132,132.0,1.0,20,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,90,110,330,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,3,10,210,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000005,mc_20260807_0627_high/task_0001,5,3,10,30,271.0,0.0,0.0,160,False,,Haliade-X 15.5MW
