trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000030,mc_20260807_0627_high/task_0006,30,Nygaard_TurboGaussian,29.87,3486.98105413868,3427.3981702767546,1.709,3004.257324354594,13.844
mc_20260807_0627_high_000030,mc_20260807_0627_high/task_0006,30,SuperGaussian,7.05,3538.372341321712,3534.0465909122595,0.122,3157.843085494681,10.754
mc_20260807_0627_high_000031,mc_20260807_0627_high/task_0006,31,Nygaard_TurboGaussian,24.71,3304.7024137411695,3246.672808045315,1.756,2896.0982210156303,12.364
mc_20260807_0627_high_000031,mc_20260807_0627_high/task_0006,31,SuperGaussian,8.01,3356.856038577885,3352.592838263604,0.127,3043.7403738397065,9.328
mc_20260807_0627_high_000032,mc_20260807_0627_high/task_0006,32,Nygaard_TurboGaussian,15.17,3389.785768398916,3317.110554291311,2.144,2954.932570369552,12.828
mc_20260807_0627_high_000032,mc_20260807_0627_high/task_0006,32,SuperGaussian,5.03,3443.34185615724,3438.124179703594,0.152,3135.5108924039055,8.94
mc_20260807_0627_high_000033,mc_20260807_0627_high/task_0006,33,Nygaard_TurboGaussian,15.33,3151.9649361056095,3089.071653635685,1.995,2660.5382700690307,15.591
mc_20260807_0627_high_000033,mc_20260807_0627_high/task_0006,33,SuperGaussian,4.66,3206.4920727160625,3201.9545899420627,0.142,2850.88392364441,11.09
mc_20260807_0627_high_000034,mc_20260807_0627_high/task_0006,34,Nygaard_TurboGaussian,21.38,3015.6765617012406,2957.686901643756,1.923,2511.9312632948922,16.704
mc_20260807_0627_high_000034,mc_20260807_0627_high/task_0006,34,SuperGaussian,5.04,3068.970165288336,3064.768578670215,0.137,2660.99609709205,13.294
