trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000010,mc_20260807_0627_medium/task_0002,10,Nygaard_TurboGaussian,6.04,3182.2353945893155,3131.74677731879,1.587,2820.103732326501,11.38
mc_20260807_0627_medium_000010,mc_20260807_0627_medium/task_0002,10,SuperGaussian,3.57,3231.3904541850184,3227.7046470320493,0.114,2940.823346301522,8.992
mc_20260807_0627_medium_000011,mc_20260807_0627_medium/task_0002,11,Nygaard_TurboGaussian,16.47,3338.4774768736515,3267.1534038889813,2.136,2865.431684066164,14.17
mc_20260807_0627_medium_000011,mc_20260807_0627_medium/task_0002,11,SuperGaussian,6.58,3394.2980895590235,3389.127692273743,0.152,3044.701687333488,10.3
mc_20260807_0627_medium_000012,mc_20260807_0627_medium/task_0002,12,Nygaard_TurboGaussian,16.93,3283.7280079311176,3209.5881802244758,2.258,2844.0759744523702,13.389
mc_20260807_0627_medium_000012,mc_20260807_0627_medium/task_0002,12,SuperGaussian,5.49,3339.5739019723856,3334.287982421369,0.158,2998.6726376157326,10.208
mc_20260807_0627_medium_000013,mc_20260807_0627_medium/task_0002,13,Nygaard_TurboGaussian,7.79,3105.538522613575,3056.1779839706037,1.589,2681.5554418308548,13.652
mc_20260807_0627_medium_000013,mc_20260807_0627_medium/task_0002,13,SuperGaussian,3.07,3154.9022158393564,3151.3100642507625,0.114,2827.190888470441,10.387
mc_20260807_0627_medium_000014,mc_20260807_0627_medium/task_0002,14,Nygaard_TurboGaussian,17.73,3344.929240512704,3298.716892131046,1.382,2939.3455228749,12.125
mc_20260807_0627_medium_000014,mc_20260807_0627_medium/task_0002,14,SuperGaussian,4.02,3394.8591957867648,3391.4564854237633,0.1,3075.2813323569667,9.414
