eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-711.8406949973655,711.8406949973655,3.1176516104420404,982.481;2301.919;2423.086;200.649;1587.207;981.556;3030.395;720.418;309.429;4140.448;2480.198;343.166;3179.618;697.190;1101.238;1291.344;3065.087;2042.762;946.273;1966.036;531.867;4037.823;2492.364;2076.885;1384.092;190.149;3310.758;2390.384;3375.638;3477.975;317.774;2902.750;234.517;3014.108;1950.744;2059.183;2908.661;3035.853;1158.650;50.507;3393.696;3591.026;614.423;2543.230;1498.967;1021.748;874.033;1194.559;4298.152;947.888;1568.193;80.960;2713.877;1013.784;3266.348;2570.701;1848.456;3120.712;4277.000;3564.172;1894.883;4214.006;210.136;3224.240;2972.932;2318.823;2494.745;3180.959;3003.455;3499.376;496.520;876.316;3173.805;1733.016;1492.416;675.161;442.526;1791.887;2564.828;3259.170;3829.588;4252.715;2004.485;1761.861;1315.334;3644.784;4003.301;3371.001;300.585;2666.517;4132.551;449.428;4301.174;1569.430;2878.424;540.257;4229.950;2865.198;4121.382;3998.840;1922.834;4106.348;3107.356;1175.401;790.972;2884.435;3616.922;3994.799;2755.173;716.199;1239.243;2588.120;491.697;1185.898;8.731;3944.879;4093.441;1497.029;1859.357;2948.864;2689.450;2908.061;2231.076;2793.882;476.262;4185.283;147.099;426.839;3726.566;2694.423;3080.666;2421.145;3570.166;2835.281;868.900;3402.620;1516.259;3741.805;1501.712;4275.773;983.090;2808.960;604.371;569.356,2865.613;3156.632;437.747;2541.113;1823.944;594.818;2277.501;284.789;3952.115;415.524;3796.556;3249.277;503.851;2387.825;4268.663;1087.140;2523.073;2499.355;1502.567;517.997;2395.816;2498.606;4023.975;2756.163;2180.745;815.956;1710.628;2519.899;3200.084;4346.027;843.870;2961.130;1827.469;2800.636;26.270;3226.501;3628.682;201.572;1567.907;969.864;2854.915;380.192;1491.954;2897.729;3653.825;831.418;64.385;973.593;3432.191;17.971;3035.652;923.087;3646.463;3554.843;4142.603;2176.744;2117.554;3599.764;2463.126;3661.951;2689.244;1634.634;3475.483;2557.015;3073.242;262.864;832.766;1752.019;3243.032;2429.754;1059.107;4001.841;110.915;1278.948;882.710;1604.930;3892.396;3018.946;614.852;825.239;175.922;840.514;787.531;1373.096;2755.851;3156.315;575.249;2381.276;3676.790;1600.531;2465.947;2299.379;2500.850;3972.588;1216.503;2205.194;0.020;185.436;1388.402;2606.267;121.346;1710.430;3394.530;24.047;3662.882;3274.237;3221.033;3442.963;4066.718;2548.443;670.928;3139.289;1580.878;3959.908;3698.776;3101.005;556.274;1671.985;1749.491;3788.116;3997.927;2166.145;2443.020;191.653;740.910;2837.039;2050.915;301.185;455.387;445.962;1434.286;2611.409;3544.767;3259.010;1464.256;321.263;307.871;698.776;2555.225;1309.820;2752.456;332.603;2853.384;1226.152,init
2000,7185.164215087891,1999,-809.8800023436027,809.8800023436027,0.0021784640872636804,738.868;2245.512;2395.966;0.371;1243.462;924.666;3555.090;282.137;-0.057;4399.935;2102.433;0.116;3650.833;1112.218;944.905;1262.143;2728.230;1770.703;741.883;1506.259;465.073;4399.697;2006.146;1474.810;1665.296;0.216;3749.859;2581.277;3617.694;4399.784;0.228;3158.748;0.033;3285.947;2024.712;1663.738;3022.246;3128.113;1391.595;-0.023;3743.046;3899.795;0.308;2380.773;1582.777;693.497;379.312;994.780;4399.986;595.452;1142.797;0.213;2175.697;666.136;3689.465;2324.803;2111.578;3655.287;4399.764;4084.351;1641.412;4395.422;-0.017;3418.600;3040.330;2317.408;1854.396;3090.373;3602.296;3674.129;0.392;433.224;3171.484;2205.800;1714.459;7.640;513.146;1307.419;2864.722;3540.403;3979.629;4399.828;1584.032;1700.723;830.299;4400.008;4399.992;3926.362;-0.051;2743.419;4395.013;-0.058;4399.811;1499.835;2217.034;622.222;4400.102;2724.767;4399.978;3972.188;1623.947;4399.948;3219.376;918.743;588.819;2647.883;4022.157;4399.958;2914.654;0.288;1219.703;2306.820;2.093;1041.181;0.101;4399.493;4399.800;1499.370;2562.692;3348.017;2459.516;2895.041;1917.433;2599.804;-0.075;4400.020;0.038;0.266;3832.875;2977.747;3364.679;2472.319;4399.716;2879.207;842.670;3515.872;1980.314;3743.506;1012.519;4398.440;916.022;3058.326;0.055;538.043,3251.936;3587.696;655.989;3090.924;2118.058;375.021;1959.851;0.026;4399.808;214.684;4132.343;3516.691;913.545;2406.430;4399.988;631.151;2384.151;2801.336;1828.932;208.825;2447.049;2128.333;4399.765;3306.984;2166.750;772.832;1630.170;2677.968;3766.771;4400.015;504.592;2922.723;2170.165;2551.742;-0.000;3751.044;4195.496;309.933;1356.542;1768.240;3202.537;220.716;1390.312;3140.476;4180.700;736.590;469.549;1179.092;4122.143;-0.006;3967.566;1204.040;3872.190;3500.623;4399.938;1950.389;2263.366;4098.559;2380.252;4400.051;3040.505;1526.331;3722.849;2234.706;3217.161;0.076;605.293;1788.984;3434.114;2718.687;970.295;4400.034;-0.008;1461.284;860.402;1579.781;4139.859;3601.924;1025.352;1122.382;0.027;912.702;1079.222;1546.619;3015.982;3137.032;458.370;2319.981;3961.868;1280.521;1919.771;2670.857;2582.366;4399.981;1057.223;2093.097;-0.028;0.035;1324.003;2912.292;0.013;1725.846;3858.770;-0.018;3809.656;4031.717;3696.573;3648.422;4400.015;2873.287;-0.019;3355.603;1965.568;4199.082;4163.397;3362.259;677.269;1801.713;1613.590;4400.000;4399.987;2091.277;2550.610;246.584;267.906;2855.764;2419.905;-0.007;459.213;750.160;1408.854;2909.431;3918.730;3568.149;1567.072;-0.131;360.707;708.802;2627.149;1117.154;2816.043;543.052;3280.727;1032.106,end
